TERM,SUBJECT,CATALOG_NBR,CLASS_SECTION,FULL_NAME
1203,ECON,1102,038,ECON 1102
1203,ECON,3101,002,ECON 3101
1203,ECON,3101,003,ECON 3101
1203,ECON,3101,004,ECON 3101
1203,ECON,3101,006,ECON 3101
1203,ECON,3101,007,ECON 3101
1203,ECON,3101,008,ECON 3101
1203,ECON,3102,001,ECON 3102
1203,ECON,3102,002,ECON 3102
1203,ECON,3102,003,ECON 3102
1203,ECON,3102,004,ECON 3102
1203,ECON,3951,001,ECON 3951
1203,ECON,4211,002,ECON 4211
1203,ECON,4261,002,ECON 4261
1203,ECON,4261,004,ECON 4261
1203,ECON,4311,001,ECON 4311
1203,ECON,4331W,002,ECON 4331W
1203,ECON,4432W,002,ECON 4432W
1203,ECON,4531,001,ECON 4531
1203,ECON,4631,001,ECON 4631
1203,ECON,4631,002,ECON 4631
1203,ECON,4721,001,ECON 4721
1203,ECON,4751,002,ECON 4751
1203,ECON,4821,001,ECON 4821
1203,ECON,4831,001,ECON 4831
1203,ECON,8103,002,ECON 8103
1203,ECON,8104,002,ECON 8104
1203,ECON,8107,002,ECON 8107
1203,ECON,8108,002,ECON 8108
1203,ECON,8207,002,ECON 8207
1203,ECON,8208,002,ECON 8208
1203,EE,8666,001,EE 8666
1203,EEB,8888,001,EEB 8888
1203,ESCI,8994,1,ESCI 8994
1203,FLOR,1001,503,FLOR 1001
1203,FLOR,1201,503,FLOR 1201
1203,FLOR,3004,503,FLOR 3004
1203,FLOR,3005,503,FLOR 3005
1203,FLOR,3006,503,FLOR 3006
1203,FLOR,3007,503,FLOR 3007
1203,FLOR,3008,503,FLOR 3008
1203,FLOR,3009,503,FLOR 3009
1203,FLOR,3010W,503,FLOR 3010W
1203,FLOR,3012,503,FLOR 3012
1203,FLOR,3014,503,FLOR 3014
1203,FLOR,3015,503,FLOR 3015
1203,FLOR,3016,503,FLOR 3016
1203,FLOR,3346,503,FLOR 3346
1203,FOST,1201,503,FOST 1201
1203,FOST,1202,503,FOST 1202
1203,FOST,1500,503,FOST 1500
1203,FOST,1540,503,FOST 1540
1203,FOST,3201,503,FOST 3201
1203,FOST,3202,503,FOST 3202
1203,FOST,3203,503,FOST 3203
1203,FOST,3204,503,FOST 3204
1203,FOST,3205,503,FOST 3205
1203,FOST,3206,503,FOST 3206
1203,FOST,3410,503,FOST 3410
1203,FOST,3500,503,FOST 3500
1203,FOST,3530,503,FOST 3530
1203,FOST,3540,503,FOST 3540
1203,FOST,3590,503,FOST 3590
1203,FREN,1003,5,FREN 1003
1203,FREN,1003,6,FREN 1003
1203,FSCN,3993,1,FSCN 3993
1203,FSCN,8444,1,FSCN 8444
1203,GEOG,1301W,3,GEOG 1301W
1203,GEOG,1301W,4,GEOG 1301W
1203,GEOG,1301W,5,GEOG 1301W
1203,GEOG,1301W,6,GEOG 1301W
1203,GEOG,1403,2,GEOG 1403
1203,GEOG,1403,3,GEOG 1403
1203,GEOG,1403,4,GEOG 1403
1203,GEOG,1403,5,GEOG 1403
1203,GEOG,1403,6,GEOG 1403
1203,GEOG,1403,7,GEOG 1403
1203,GEOG,1403,8,GEOG 1403
1203,GEOG,1403,9,GEOG 1403
1203,GEOG,1403,10,GEOG 1403
1203,GEOG,1403,11,GEOG 1403
1203,GEOG,1403,15,GEOG 1403
1203,GEOG,1403,16,GEOG 1403
1203,GEOG,3511,2,GEOG 3511
1203,GEOG,3511,3,GEOG 3511
1203,GEOG,5563,2,GEOG 5563
1203,GEOG,5564,2,GEOG 5564
1203,GWSS,1003W,2,GWSS 1003W
1203,GWSS,1003W,3,GWSS 1003W
1203,GWSS,1003W,4,GWSS 1003W
1203,GWSS,1003W,7,GWSS 1003W
1203,HIST,1011W,4,HIST 1011W
1203,HIST,1011W,8,HIST 1011W
1203,HIST,1011W,10,HIST 1011W
1203,HIST,1011W,11,HIST 1011W
1203,HIST,1032W,2,HIST 1032W
1203,HIST,1032W,5,HIST 1032W
1203,HIST,1362,2,HIST 1362
1203,HIST,1362,3,HIST 1362
1203,HIST,3362,2,HIST 3362
1203,HIST,3362,3,HIST 3362
1203,HIST,3980W,1,HIST 3980W
1203,HIST,5993,1,HIST 5993
1203,HIST,8888,1,HIST 8888
1203,IBUS,3500,1,IBUS 3500
1203,IBUS,3501,501,IBUS 3501
1203,IBUS,3502,501,IBUS 3502
1203,IBUS,3503,501,IBUS 3503
1203,IBUS,3504,501,IBUS 3504
1203,IBUS,3505,501,IBUS 3505
1203,JOUR,5174,1,JOUR 5174
1203,LANG,1122,1,LANG 1122
1203,LANG,2122,1,LANG 2122
1203,LNDN,3217W,503,LNDN 3217W
1203,LNDN,3224,503,LNDN 3224
1203,LNDN,3240,503,LNDN 3240
1203,LNDN,3251,503,LNDN 3251
1203,LNDN,3323,503,LNDN 3323
1203,LNDN,3343W,503,LNDN 3343W
1203,LNDN,3375,503,LNDN 3375
1203,LNDN,3530,503,LNDN 3530
1203,LNDN,3531,503,LNDN 3531
1203,LNDN,3733,503,LNDN 3733
1203,LNDN,3752,503,LNDN 3752
1203,LNDN,3753,503,LNDN 3753
1203,MADR,3002,503,MADR 3002
1203,MADR,3006,503,MADR 3006
1203,MADR,3013,503,MADR 3013
1203,MADR,3017,503,MADR 3017
1203,MADR,3019,503,MADR 3019
1203,ME,8666,1,ME 8666
1203,ME,8777,1,ME 8777
1203,MONT,1001,503,MONT 1001
1203,MONT,3014,503,MONT 3014
1203,MONT,3024W,503,MONT 3024W
1203,MONT,3121,503,MONT 3121
1203,MONT,3151,503,MONT 3151
1203,MONT,3211,503,MONT 3211
1203,MONT,3212,503,MONT 3212
1203,MONT,3251,503,MONT 3251
1203,MONT,3252,503,MONT 3252
1203,MONT,3301,503,MONT 3301
1203,MONT,3302,503,MONT 3302
1203,MONT,3309,503,MONT 3309
1203,MONT,3505W,503,MONT 3505W
1203,MONT,3601,500,MONT 3601
1203,MONT,3602,501,MONT 3602
1203,MONT,3802,503,MONT 3802
1203,MONT,3886,503,MONT 3886
1203,MSID,4001,503,MSID 4001
1203,MSID,4002,503,MSID 4002
1203,MUS,1471,7,MUS 1471
1203,MUS,3995,1,MUS 3995
1203,MUS,5571,1,MUS 5571
1203,MUS,5993,1,MUS 5993
1203,MUS,8994,1,MUS 8994
1203,MUS,8999,1,MUS 8999
1203,NURS,3705,1,NURS 3705
1203,NURS,3705,2,NURS 3705
1203,NURS,3705,4,NURS 3705
1203,OUE,2001,6,OUE 2001
1203,PHAR,6224,1,PHAR 6224
1203,PHAR,6715,1,PHAR 6715
1203,PHAR,6716,1,PHAR 6716
1203,PHAR,6718,1,PHAR 6718
1203,PHAR,6722,1,PHAR 6722
1203,PHAR,6724,1,PHAR 6724
1203,PHAR,6726,1,PHAR 6726
1203,PHAR,6745,1,PHAR 6745
1203,PHAR,6748,1,PHAR 6748
1203,PHAR,6752,1,PHAR 6752
1203,PHAR,6754,1,PHAR 6754
1203,PHAR,6756,1,PHAR 6756
1203,PHAR,6758,1,PHAR 6758
1203,PHAR,6780,1,PHAR 6780
1203,PHAR,6784,1,PHAR 6784
1203,PHAR,6786,1,PHAR 6786
1203,PHAR,6938,1,PHAR 6938
1203,PHIL,1001,2,PHIL 1001
1203,PHIL,1001,3,PHIL 1001
1203,PHIL,1001,4,PHIL 1001
1203,PHIL,1001,5,PHIL 1001
1203,PHIL,1002W,2,PHIL 1002W
1203,PHIL,1002W,3,PHIL 1002W
1203,PHIL,1002W,4,PHIL 1002W
1203,PHIL,1002W,5,PHIL 1002W
1203,PHIL,1003W,2,PHIL 1003W
1203,PHIL,1003W,3,PHIL 1003W
1203,PHIL,1004W,2,PHIL 1004W
1203,PHIL,1004W,3,PHIL 1004W
1203,PHIL,1004W,4,PHIL 1004W
1203,PHIL,1004W,5,PHIL 1004W
1203,PHIL,3005W,2,PHIL 3005W
1203,PHIL,3005W,3,PHIL 3005W
1203,PHIL,3305,2,PHIL 3305
1203,PHIL,3305,3,PHIL 3305
1203,PHIL,3607,2,PHIL 3607
1203,PHIL,3607,3,PHIL 3607
1203,PHIL,3607,4,PHIL 3607
1203,PHIL,3993,1,PHIL 3993
1203,PHIL,4995,1,PHIL 4995
1203,PHSL,6051,2,PHSL 6051
1203,POL,4900H,1,POL 4900H
1203,POL,4970,1,POL 4970
1203,PSY,4902V,1,PSY 4902V
1203,PSY,4993,1,PSY 4993
1203,PUBH,6596,1,PUBH 6596
1203,PUBH,8666,3,PUBH 8666
1203,REC,2151,1,REC 2151
1203,SDNY,3017W,503,SDNY 3017W
1203,SDNY,3375,503,SDNY 3375
1203,SFS,2001,503,SFS 2001
1203,SFS,2010,503,SFS 2010
1203,SFS,2060,503,SFS 2060
1203,SFS,2070,503,SFS 2070
1203,SFS,3020,503,SFS 3020
1203,SFS,3040,503,SFS 3040
1203,SFS,3050,503,SFS 3050
1203,SFS,3060,503,SFS 3060
1203,SFS,3081,503,SFS 3081
1203,SFS,3601,503,SFS 3601
1203,SFS,3710,503,SFS 3710
1203,SFS,3720,503,SFS 3720
1203,SFS,3730,503,SFS 3730
1203,SFS,3740,503,SFS 3740
1203,SFS,3770,503,SFS 3770
1203,SFS,3781,503,SFS 3781
1203,SFS,3790,503,SFS 3790
1203,SFS,3800,503,SFS 3800
1203,SFS,3820,503,SFS 3820
1203,SFS,3911,503,SFS 3911
1203,SNGL,1101,503,SNGL 1101
1203,SOC,1001,2,SOC 1001
1203,SOC,1001,3,SOC 1001
1203,SOC,1001,4,SOC 1001
1203,SOC,1001,5,SOC 1001
1203,SOC,1001,6,SOC 1001
1203,SOC,1001,7,SOC 1001
1203,SOC,1001,9,SOC 1001
1203,SOC,1001,15,SOC 1001
1203,SOC,1001,16,SOC 1001
1203,SOC,1001,17,SOC 1001
1203,SOC,1001,19,SOC 1001
1203,SOC,1001,22,SOC 1001
1203,SOC,1001,24,SOC 1001
1203,SOC,1001,25,SOC 1001
1203,SOC,3801,2,SOC 3801
1203,SOC,3801,3,SOC 3801
1203,SOC,3801,4,SOC 3801
1203,SOC,3801,5,SOC 3801
1203,SOC,3811,2,SOC 3811
1203,SOC,3811,3,SOC 3811
1203,SOC,3811,4,SOC 3811
1203,SOC,3811,5,SOC 3811
1203,SOC,3811,6,SOC 3811
1203,SOC,3811,7,SOC 3811
1203,SOC,3811,9,SOC 3811
1203,SOC,3811,10,SOC 3811
1203,SOC,8811,2,SOC 8811
1203,SOC,8888,1,SOC 8888
1203,SPAN,1022,3,SPAN 1022
1203,STAT,1001,3,STAT 1001
1203,STAT,3011,2,STAT 3011
1203,STAT,3011,3,STAT 3011
1203,STAT,3011,4,STAT 3011
1203,STAT,3011,6,STAT 3011
1203,STAT,3011,7,STAT 3011
1203,STAT,3011,8,STAT 3011
1203,STAT,3011,10,STAT 3011
1203,STAT,3011,11,STAT 3011
1203,STAT,3011,12,STAT 3011
1203,STAT,3011,18,STAT 3011
1203,STAT,3021,2,STAT 3021
1203,STAT,3021,3,STAT 3021
1203,STAT,3021,4,STAT 3021
1203,STAT,3021,6,STAT 3021
1203,STAT,3021,7,STAT 3021
1203,STAT,3021,8,STAT 3021
1203,STAT,3021,10,STAT 3021
1203,STAT,3021,11,STAT 3021
1203,STAT,3021,12,STAT 3021
1203,STAT,3022,2,STAT 3022
1203,STAT,3022,3,STAT 3022
1203,STAT,3032,2,STAT 3032
1203,STAT,3032,3,STAT 3032
1203,STAT,3032,4,STAT 3032
1203,STAT,3032,6,STAT 3032
1203,STAT,3032,7,STAT 3032
1203,STAT,3032,8,STAT 3032
1203,STAT,3701,2,STAT 3701
1203,STAT,3701,3,STAT 3701
1203,STAT,4051,2,STAT 4051
1203,STAT,4052,2,STAT 4052
1203,STAT,4101,2,STAT 4101
1203,STAT,4101,3,STAT 4101
1203,STAT,5021,2,STAT 5021
1203,STAT,5101,2,STAT 5101
1203,STAT,5101,3,STAT 5101
1203,STAT,5102,2,STAT 5102
1203,STAT,5102,3,STAT 5102
1203,STAT,5303,2,STAT 5303
1203,STAT,8052,2,STAT 8052
1203,TH,3370,1,TH 3370
1203,TH,4532,1,TH 4532
1203,THAI,1001,503,THAI 1001
1203,TLDO,3006,503,TLDO 3006
1203,TLDO,3104W,503,TLDO 3104W
1203,TLDO,3105W,503,TLDO 3105W
1203,TLDO,3233,503,TLDO 3233
1203,TLDO,3235,503,TLDO 3235
1203,TLDO,3238,503,TLDO 3238
1203,TLDO,3502,503,TLDO 3502
1203,TLDO,3517,503,TLDO 3517
1203,TLDO,3706,503,TLDO 3706
1203,TLDO,3970,503,TLDO 3970
1203,VMBA,5709,1,VMBA 5709
1203,VMBA,5712,1,VMBA 5712
1203,VMBA,5715,1,VMBA 5715
1205,ANTH,1001,2,ANTH 1001
1205,ANTH,1001,3,ANTH 1001
1205,ANTH,3005W,3,ANTH 3005W
1205,CI,5102,1,CI 5102
1205,CI,5102,2,CI 5102
1205,CI,5102,3,CI 5102
1205,CI,5617,2,CI 5617
1205,CI,5617,5,CI 5617
1205,ECON,1101,2,ECON 1101
1205,ECON,1101,4,ECON 1101
1205,ECON,1102,2,ECON 1102
1205,ECON,3101,2,ECON 3101
1205,ECON,3102,2,ECON 3102
1205,ECON,3951,1,ECON 3951
1205,ECON,4261,2,ECON 4261
1205,ECON,4331W,1,ECON 4331W
1205,ECON,4431W,1,ECON 4431W
1205,ECON,4721,1,ECON 4721
1205,ECON,4751,1,ECON 4751
1205,ECON,4831,1,ECON 4831
1205,EDHD,3300,2,EDHD 3300
1205,EE,3102,1,EE 3102
1205,FOST,3201,507,FOST 3201
1205,GEOG,1403,2,GEOG 1403
1205,INMD,6815,1,INMD 6815
1205,MED,7502,1,MED 7502
1205,OBST,7501,11,OBST 7501
1205,PT,6401,1,PT 6401
1205,SOC,3811,2,SOC 3811
1205,STAT,1001,2,STAT 1001
1205,STAT,3011,2,STAT 3011
1205,STAT,3021,2,STAT 3021
1205,STAT,3032,2,STAT 3032
1205,STAT,3701,2,STAT 3701
1205,STAT,4101,2,STAT 4101
1205,STAT,5101,2,STAT 5101
1209,ABUS,3051,302,ABUS 3051
1209,ABUS,3051,304,ABUS 3051
1209,ACCT,2050,3,ACCT 2050
1209,ACCT,2050,7,ACCT 2050
1209,ADES,1221,1,ADES 1221
1209,ADES,2213,2,ADES 2213
1209,ADES,2213,3,ADES 2213
1209,ADES,2213,4,ADES 2213
1209,AEM,2011,2,AEM 2011
1209,AEM,2011,3,AEM 2011
1209,AEM,2011,4,AEM 2011
1209,AEM,2011,5,AEM 2011
1209,AEM,2011,6,AEM 2011
1209,AEM,2012,3,AEM 2012
1209,AEM,2021,2,AEM 2021
1209,AEM,2021,3,AEM 2021
1209,AEM,2021,4,AEM 2021
1209,AEM,2021,5,AEM 2021
1209,AEM,2021,6,AEM 2021
1209,AEM,3031,2,AEM 3031
1209,AEM,3031,3,AEM 3031
1209,AEM,3031,4,AEM 3031
1209,AEM,3031,5,AEM 3031
1209,AEM,3031,6,AEM 3031
1209,AEM,4331,2,AEM 4331
1209,AEM,4331,3,AEM 4331
1209,AEM,4331,4,AEM 4331
1209,AEM,4331,5,AEM 4331
1209,AEM,4602W,2,AEM 4602W
1209,AEM,4602W,3,AEM 4602W
1209,AEM,4602W,4,AEM 4602W
1209,AEM,4602W,5,AEM 4602W
1209,AEM,4602W,6,AEM 4602W
1209,AEM,4602W,7,AEM 4602W
1209,AEM,8666,1,AEM 8666
1209,AIR,1000,1,AIR 1000
1209,AIR,1204,2,AIR 1204
1209,AIR,3401,1,AIR 3401
1209,AMES,3637W,1,AMES 3637W
1209,AMST,4101,1,AMST 4101
1209,ANTH,1001,2,ANTH 1001
1209,ANTH,1001,3,ANTH 1001
1209,ANTH,1001,4,ANTH 1001
1209,ANTH,1001,5,ANTH 1001
1209,ANTH,1001,6,ANTH 1001
1209,ANTH,1001,7,ANTH 1001
1209,ANTH,1001,8,ANTH 1001
1209,ANTH,1001,9,ANTH 1001
1209,ANTH,1001,10,ANTH 1001
1209,ANTH,1001,11,ANTH 1001
1209,ANTH,1001,12,ANTH 1001
1209,ANTH,1001,13,ANTH 1001
1209,ANTH,1001,14,ANTH 1001
1209,ANTH,1001,15,ANTH 1001
1209,ANTH,1001,21,ANTH 1001
1209,ANTH,1001,22,ANTH 1001
1209,ANTH,1003W,2,ANTH 1003W
1209,ANTH,1003W,3,ANTH 1003W
1209,ANTH,1003W,4,ANTH 1003W
1209,ANTH,1003W,5,ANTH 1003W
1209,ANTH,1003W,6,ANTH 1003W
1209,ANTH,1003W,7,ANTH 1003W
1209,ANTH,1003W,8,ANTH 1003W
1209,ANTH,1003W,9,ANTH 1003W
1209,ANTH,1003W,10,ANTH 1003W
1209,ANTH,1003W,20,ANTH 1003W
1209,ANTH,1911W,1,ANTH 1911W
1209,ANTH,3001,3,ANTH 3001
1209,ANTH,3001,5,ANTH 3001
1209,ANTH,3021W,1,ANTH 3021W
1209,ANTH,3401,1,ANTH 3401
1209,ANTH,4329,2,ANTH 4329
1209,ANTH,4329,3,ANTH 4329
1209,APEC,1101,7,APEC 1101
1209,APEC,1101,8,APEC 1101
1209,APEC,1101,9,APEC 1101
1209,APEC,1201,1,APEC 1201
1209,APEC,3006,1,APEC 3006
1209,ARAB,1101,4,ARAB 1101
1209,ARCH,3281,3,ARCH 3281
1209,ARCH,8567,1,ARCH 8567
1209,ARTH,1002W,2,ARTH 1002W
1209,ARTH,1002W,3,ARTH 1002W
1209,ARTH,1002W,4,ARTH 1002W
1209,ARTH,1002W,5,ARTH 1002W
1209,ARTH,1921W,2,ARTH 1921W
1209,ARTH,1921W,3,ARTH 1921W
1209,ARTH,1921W,4,ARTH 1921W
1209,ARTH,1921W,5,ARTH 1921W
1209,ARTH,3315,2,ARTH 3315
1209,ARTH,3315,3,ARTH 3315
1209,BIOC,8888,1,BIOC 8888
1209,BMEN,8444,1,BMEN 8444
1209,CEGE,8444,1,CEGE 8444
1209,CHEM,1062,3,CHEM 1062
1209,CHEM,1081,1,CHEM 1081
1209,CHIC,3212,1,CHIC 3212
1209,CHIC,3444,1,CHIC 3444
1209,CHIC,3507W,1,CHIC 3507W
1209,CHIC,3507W,2,CHIC 3507W
1209,CHMB,5802,1,CHMB 5802
1209,CHMB,5811,1,CHMB 5811
1209,CHMB,5817,1,CHMB 5817
1209,CHMB,5818,1,CHMB 5818
1209,CI,1001,1,CI 1001
1209,CI,1001,2,CI 1001
1209,CI,1001,3,CI 1001
1209,CI,1032,2,CI 1032
1209,CI,1032,3,CI 1032
1209,CI,1032,4,CI 1032
1209,CI,1121,2,CI 1121
1209,CI,1124,1,CI 1124
1209,CI,1124,2,CI 1124
1209,CI,1124,3,CI 1124
1209,CI,1124,4,CI 1124
1209,CI,1124,6,CI 1124
1209,CI,1563,2,CI 1563
1209,CI,1806,1,CI 1806
1209,CI,1806,2,CI 1806
1209,CI,1806,3,CI 1806
1209,CI,2311W,3,CI 2311W
1209,CI,3001,1,CI 3001
1209,CI,3342,2,CI 3342
1209,CI,3401W,2,CI 3401W
1209,CI,3401W,3,CI 3401W
1209,CI,3610,3,CI 3610
1209,CI,3610,4,CI 3610
1209,CI,3611W,1,CI 3611W
1209,CI,3611W,2,CI 3611W
1209,CI,3612,1,CI 3612
1209,CI,3612,2,CI 3612
1209,CI,3613,1,CI 3613
1209,CI,3613,2,CI 3613
1209,CI,4121,2,CI 4121
1209,CI,4121,3,CI 4121
1209,CI,4311W,1,CI 4311W
1209,CI,4311W,3,CI 4311W
1209,CI,4311W,4,CI 4311W
1209,CI,5075,1,CI 5075
1209,CI,5155,1,CI 5155
1209,CI,5163,1,CI 5163
1209,CI,5164,4,CI 5164
1209,CI,5186,200,CI 5186
1209,CI,5301,1,CI 5301
1209,CI,5301,2,CI 5301
1209,CI,5301,4,CI 5301
1209,CI,5301,5,CI 5301
1209,CI,5307,2,CI 5307
1209,CI,5307,3,CI 5307
1209,CI,5307,4,CI 5307
1209,CI,5307,6,CI 5307
1209,CI,5307,7,CI 5307
1209,CI,5413,3,CI 5413
1209,CI,5425,1,CI 5425
1209,CI,5426,3,CI 5426
1209,CI,5441,1,CI 5441
1209,CI,5535,1,CI 5535
1209,CI,5541,1,CI 5541
1209,CI,5618,2,CI 5618
1209,CI,5618,3,CI 5618
1209,CI,5618,4,CI 5618
1209,CI,5645,2,CI 5645
1209,CI,5645,3,CI 5645
1209,CNES,1042,2,CNES 1042
1209,CNES,1042,3,CNES 1042
1209,CNES,1042,4,CNES 1042
1209,CNES,1042,5,CNES 1042
1209,CNES,1042,6,CNES 1042
1209,CNES,1042,7,CNES 1042
1209,COMM,1101,12,COMM 1101
1209,COMM,1101,15,COMM 1101
1209,COMM,1313W,2,COMM 1313W
1209,COMM,1313W,3,COMM 1313W
1209,COMM,1313W,6,COMM 1313W
1209,COMM,1313W,7,COMM 1313W
1209,COMM,1313W,8,COMM 1313W
1209,COMM,3201,3,COMM 3201
1209,COMM,3263W,1,COMM 3263W
1209,COMM,3263W,2,COMM 3263W
1209,COMM,3263W,3,COMM 3263W
1209,COMM,3263W,4,COMM 3263W
1209,COMM,3263W,5,COMM 3263W
1209,COMM,3409,1,COMM 3409
1209,COMM,3422,3,COMM 3422
1209,COMM,3441,1,COMM 3441
1209,COMM,3441,2,COMM 3441
1209,COMM,3605W,1,COMM 3605W
1209,COMM,3635W,1,COMM 3635W
1209,COMM,3645W,1,COMM 3645W
1209,CPSY,2301,8,CPSY 2301
1209,CPSY,3301,8,CPSY 3301
1209,CSCI,1133,31,CSCI 1133
1209,CSCI,1133,32,CSCI 1133
1209,CSCI,1133,41,CSCI 1133
1209,CSCI,1133,42,CSCI 1133
1209,CSCI,1133,51,CSCI 1133
1209,CSCI,1133,52,CSCI 1133
1209,CSCI,1133,61,CSCI 1133
1209,CSCI,1133,62,CSCI 1133
1209,CSCI,1133,71,CSCI 1133
1209,CSCI,1133,72,CSCI 1133
1209,CSCI,3081W,21,CSCI 3081W
1209,CSCI,3081W,22,CSCI 3081W
1209,CSCI,3081W,23,CSCI 3081W
1209,CSCI,8666,1,CSCI 8666
1209,CSCI,8888,1,CSCI 8888
1209,CSCL,1201W,2,CSCL 1201W
1209,CSCL,1201W,3,CSCL 1201W
1209,CSCL,1201W,4,CSCL 1201W
1209,CSCL,1201W,5,CSCL 1201W
1209,CSCL,1201W,6,CSCL 1201W
1209,CSCL,1301W,1,CSCL 1301W
1209,CSCL,1301W,2,CSCL 1301W
1209,CSCL,1301W,3,CSCL 1301W
1209,CSCL,1401W,2,CSCL 1401W
1209,CSCL,1401W,4,CSCL 1401W
1209,CSCL,1501W,1,CSCL 1501W
1209,CSCL,1501W,2,CSCL 1501W
1209,DDS,6234,1,DDS 6234
1209,DES,1101W,2,DES 1101W
1209,DES,1101W,3,DES 1101W
1209,DES,1101W,5,DES 1101W
1209,DES,1101W,6,DES 1101W
1209,DES,1101W,7,DES 1101W
1209,DES,2101,1,DES 2101
1209,DES,2101,2,DES 2101
1209,ECON,1101,2,ECON 1101
1209,ECON,1101,3,ECON 1101
1209,ECON,1101,4,ECON 1101
1209,ECON,1101,5,ECON 1101
1209,ECON,1101,6,ECON 1101
1209,ECON,1101,8,ECON 1101
1209,ECON,1101,9,ECON 1101
1209,ECON,1101,11,ECON 1101
1209,ECON,1101,12,ECON 1101
1209,ECON,1101,13,ECON 1101
1209,ECON,1101,15,ECON 1101
1209,ECON,1101,16,ECON 1101
1209,ECON,1101,18,ECON 1101
1209,ECON,1101,19,ECON 1101
1209,ECON,1101,20,ECON 1101
1209,ECON,1101,21,ECON 1101
1209,ECON,1101,23,ECON 1101
1209,ECON,1101,24,ECON 1101
1209,ECON,1101,25,ECON 1101
1209,ECON,1101,26,ECON 1101
1209,ECON,1101,27,ECON 1101
1209,ECON,1101,28,ECON 1101
1209,ECON,1101,29,ECON 1101
1209,ECON,1101,32,ECON 1101
1209,ECON,1101,33,ECON 1101
1209,ECON,1101,34,ECON 1101
1209,ECON,1101,35,ECON 1101
1209,ECON,1101,37,ECON 1101
1209,ECON,1101,42,ECON 1101
1209,ECON,1101,43,ECON 1101
1209,ECON,1101,45,ECON 1101
1209,ECON,1101,55,ECON 1101
1209,ECON,1101,63,ECON 1101
1209,ECON,1101,65,ECON 1101
1209,ECON,1101,67,ECON 1101
1209,ECON,1101,68,ECON 1101
1209,ECON,1101,74,ECON 1101
1209,ECON,1101,75,ECON 1101
1209,ECON,1101,81,ECON 1101
1209,ECON,1101,82,ECON 1101
1209,ECON,1101,301,ECON 1101
1209,ECON,1102,2,ECON 1102
1209,ECON,1102,3,ECON 1102
1209,ECON,1102,4,ECON 1102
1209,ECON,1102,5,ECON 1102
1209,ECON,1102,6,ECON 1102
1209,ECON,1102,7,ECON 1102
1209,ECON,1102,31,ECON 1102
1209,ECON,1102,33,ECON 1102
1209,ECON,1102,36,ECON 1102
1209,ECON,1102,40,ECON 1102
1209,ECON,1102,301,ECON 1102
1209,ECON,3101,2,ECON 3101
1209,ECON,3101,3,ECON 3101
1209,ECON,3101,4,ECON 3101
1209,ECON,3101,6,ECON 3101
1209,ECON,3101,7,ECON 3101
1209,ECON,3101,8,ECON 3101
1209,ECON,3101,9,ECON 3101
1209,ECON,3102,1,ECON 3102
1209,ECON,3102,2,ECON 3102
1209,ECON,3102,4,ECON 3102
1209,ECON,3102,5,ECON 3102
1209,ECON,3951,1,ECON 3951
1209,ECON,4161,2,ECON 4161
1209,ECON,4162,2,ECON 4162
1209,ECON,4211,2,ECON 4211
1209,ECON,4261,2,ECON 4261
1209,ECON,4261,3,ECON 4261
1209,ECON,4311,1,ECON 4311
1209,ECON,4317,1,ECON 4317
1209,ECON,4331W,2,ECON 4331W
1209,ECON,4531,1,ECON 4531
1209,ECON,4631,1,ECON 4631
1209,ECON,4631,2,ECON 4631
1209,ECON,4721,1,ECON 4721
1209,ECON,4751,1,ECON 4751
1209,ECON,4821,1,ECON 4821
1209,ECON,4831,1,ECON 4831
1209,ECON,8101,2,ECON 8101
1209,ECON,8102,2,ECON 8102
1209,ECON,8105,2,ECON 8105
1209,ECON,8106,2,ECON 8106
1209,ECON,8205,2,ECON 8205
1209,ECON,8206,2,ECON 8206
1209,ECP,8888,1,ECP 8888
1209,EDHD,1525W,11,EDHD 1525W
1209,EDHD,1525W,20,EDHD 1525W
1209,EDHD,1620,1,EDHD 1620
1209,EDHD,1620,3,EDHD 1620
1209,EDHD,1620,5,EDHD 1620
1209,EE,3115,3,EE 3115
1209,ENGL,1001W,2,ENGL 1001W
1209,ENGL,1001W,3,ENGL 1001W
1209,ENGL,1031,2,ENGL 1031
1209,ENGL,1051,2,ENGL 1051
1209,ENGL,1181W,2,ENGL 1181W
1209,ENGL,1181W,3,ENGL 1181W
1209,ENGL,1181W,4,ENGL 1181W
1209,ENGL,1301W,2,ENGL 1301W
1209,ENGL,1301W,3,ENGL 1301W
1209,ENGL,1301W,4,ENGL 1301W
1209,ENGL,1301W,5,ENGL 1301W
1209,ENGL,1301W,6,ENGL 1301W
1209,ENGL,1401W,1,ENGL 1401W
1209,ENGL,1501W,1,ENGL 1501W
1209,ENGL,1501W,5,ENGL 1501W
1209,ENGL,1701,2,ENGL 1701
1209,ENGL,1701,4,ENGL 1701
1209,ENGL,3001W,2,ENGL 3001W
1209,ENGL,3003W,2,ENGL 3003W
1209,ENGL,3004W,1,ENGL 3004W
1209,ENGL,3005W,2,ENGL 3005W
1209,ENGL,3005W,3,ENGL 3005W
1209,ENGL,3006W,301,ENGL 3006W
1209,ENGL,3006W,302,ENGL 3006W
1209,ENGL,3007,301,ENGL 3007
1209,ENGL,3022,1,ENGL 3022
1209,ENGW,1101W,2,ENGW 1101W
1209,ENGW,1101W,3,ENGW 1101W
1209,ENGW,1101W,4,ENGW 1101W
1209,ENGW,1101W,5,ENGW 1101W
