TERM,SUBJECT,CATALOG_NBR,CLASS_SECTION,FULL_NAME
1193,SOC,3811,010,SOC 3811
1193,STAT,1001,003,STAT 1001
1193,STAT,3011,002,STAT 3011
1193,STAT,3011,003,STAT 3011
1193,STAT,3011,004,STAT 3011
1193,STAT,3011,006,STAT 3011
1193,STAT,3011,007,STAT 3011
1193,STAT,3011,008,STAT 3011
1193,STAT,3011,010,STAT 3011
1193,STAT,3011,011,STAT 3011
1193,STAT,3011,012,STAT 3011
1193,STAT,3011,014,STAT 3011
1193,STAT,3011,015,STAT 3011
1193,STAT,3011,016,STAT 3011
1193,STAT,3011,018,STAT 3011
1193,STAT,3021,002,STAT 3021
1193,STAT,3021,003,STAT 3021
1193,STAT,3021,004,STAT 3021
1193,STAT,3021,006,STAT 3021
1193,STAT,3021,007,STAT 3021
1193,STAT,3021,008,STAT 3021
1193,STAT,3021,010,STAT 3021
1193,STAT,3021,011,STAT 3021
1193,STAT,3021,012,STAT 3021
1193,STAT,3021,013,STAT 3021
1193,STAT,3022,002,STAT 3022
1193,STAT,3022,003,STAT 3022
1193,STAT,3032,002,STAT 3032
1193,STAT,3032,003,STAT 3032
1193,STAT,3032,004,STAT 3032
1193,STAT,3032,006,STAT 3032
1193,STAT,3032,007,STAT 3032
1193,STAT,3032,008,STAT 3032
1193,STAT,3701,002,STAT 3701
1193,STAT,3701,003,STAT 3701
1193,STAT,4051,002,STAT 4051
1193,STAT,4052,002,STAT 4052
1193,STAT,4101,002,STAT 4101
1193,STAT,4101,003,STAT 4101
1193,STAT,4102,002,STAT 4102
1193,STAT,4102,003,STAT 4102
1193,STAT,5021,003,STAT 5021
1193,STAT,5101,002,STAT 5101
1193,STAT,5101,003,STAT 5101
1193,STAT,5101,004,STAT 5101
1193,STAT,5102,002,STAT 5102
1193,STAT,5102,003,STAT 5102
1193,STAT,5102,004,STAT 5102
1193,STAT,5302,002,STAT 5302
1193,STAT,5303,002,STAT 5303
1193,STAT,5303,003,STAT 5303
1193,STAT,5511,001,STAT 5511
1193,STAT,8052,002,STAT 8052
1193,TH,3993,001,TH 3993
1193,TH,4398,001,TH 4398
1193,TH,4399,001,TH 4399
1193,THAI,1001,503,THAI 1001
1193,TLDO,3022,503,TLDO 3022
1193,TLDO,3105W,503,TLDO 3105W
1193,TLDO,3107W,503,TLDO 3107W
1193,TLDO,3233,503,TLDO 3233
1193,TLDO,3234,503,TLDO 3234
1193,TLDO,3235,503,TLDO 3235
1193,TLDO,3238,503,TLDO 3238
1193,TLDO,3302,503,TLDO 3302
1193,TLDO,3517,503,TLDO 3517
1193,TLDO,3706,503,TLDO 3706
1193,TLDO,3810,503,TLDO 3810
1193,TLDO,3970,503,TLDO 3970
1193,VMBA,5704,001,VMBA 5704
1193,VMBA,5709,001,VMBA 5709
1193,VMBA,5711,001,VMBA 5711
1193,VMBA,5712,001,VMBA 5712
1193,VMBA,5713,001,VMBA 5713
1193,VMBA,5715,001,VMBA 5715
1193,VMED,8888,001,VMED 8888
1195,AEM,3031,002,AEM 3031
1195,ARGN,3009,500,ARGN 3009
1195,CI,5985,200,CI 5985
1195,DDS,6231,001,DDS 6231
1195,DDS,6253,001,DDS 6253
1195,DDS,6326,001,DDS 6326
1195,DDS,6491,001,DDS 6491
1195,DDS,6492,001,DDS 6492
1195,ECON,1101,002,ECON 1101
1195,ECON,1101,004,ECON 1101
1195,ECON,3101,002,ECON 3101
1195,ECON,3102,001,ECON 3102
1195,ECON,3102,002,ECON 3102
1195,ECON,3951,001,ECON 3951
1195,ECON,4261,002,ECON 4261
1195,ECON,4317,001,ECON 4317
1195,ECON,4331W,001,ECON 4331W
1195,ECON,4431W,001,ECON 4431W
1195,ECON,4721,001,ECON 4721
1195,ECON,4751,001,ECON 4751
1195,ECON,4831,001,ECON 4831
1195,FOST,1201,500,FOST 1201
1195,FOST,3201,500,FOST 3201
1195,FOST,3202,500,FOST 3202
1195,FOST,3203,500,FOST 3203
1195,FOST,3500,500,FOST 3500
1195,FOST,3590,500,FOST 3590
1195,GEOG,1403,002,GEOG 1403
1195,IBUS,3004,001,IBUS 3004
1195,KIN,5123,101,KIN 5123
1195,LNDN,3217W,500,LNDN 3217W
1195,LNDN,3343W,500,LNDN 3343W
1195,LNDN,3375,500,LNDN 3375
1195,LNDN,3536,500,LNDN 3536
1195,LNDN,3752,500,LNDN 3752
1195,MADR,3018,500,MADR 3018
1195,MADR,3301,500,MADR 3301
1195,MADR,3711,500,MADR 3711
1195,MADR,4901,500,MADR 4901
1195,SDNY,3375,500,SDNY 3375
1195,SFS,3121,500,SFS 3121
1195,SFS,3131,500,SFS 3131
1195,SFS,3161,500,SFS 3161
1195,SFS,3500,500,SFS 3500
1195,SFS,3530,500,SFS 3530
1195,SFS,3540,500,SFS 3540
1195,SFS,3580,500,SFS 3580
1195,SFS,4930,500,SFS 4930
1195,SOC,3811,002,SOC 3811
1195,STAT,3011,002,STAT 3011
1195,STAT,3021,002,STAT 3021
1195,STAT,3032,002,STAT 3032
1195,STAT,3701,002,STAT 3701
1195,TLDO,3024,500,TLDO 3024
1195,TLDO,3232,500,TLDO 3232
1195,TLDO,3233,500,TLDO 3233
1195,TLDO,3502,500,TLDO 3502
1195,VMBA,5707,001,VMBA 5707
1199,AEM,2011,002,AEM 2011
1199,AEM,2011,003,AEM 2011
1199,AEM,2011,004,AEM 2011
1199,AEM,2011,005,AEM 2011
1199,AEM,2011,006,AEM 2011
1199,AEM,2012,003,AEM 2012
1199,AEM,2021,002,AEM 2021
1199,AEM,2021,003,AEM 2021
1199,AEM,2021,004,AEM 2021
1199,AEM,2021,005,AEM 2021
1199,AEM,2021,006,AEM 2021
1199,AEM,3031,002,AEM 3031
1199,AEM,3031,003,AEM 3031
1199,AEM,3031,004,AEM 3031
1199,AEM,3031,005,AEM 3031
1199,AEM,3031,006,AEM 3031
1199,AEM,4331,002,AEM 4331
1199,AEM,4331,003,AEM 4331
1199,AEM,4331,004,AEM 4331
1199,AEM,4331,005,AEM 4331
1199,AEM,8400,001,AEM 8400
1199,ANTH,1001,002,ANTH 1001
1199,ANTH,1001,003,ANTH 1001
1199,ANTH,1001,004,ANTH 1001
1199,ANTH,1001,005,ANTH 1001
1199,ANTH,1001,006,ANTH 1001
1199,ANTH,1001,007,ANTH 1001
1199,ANTH,1001,008,ANTH 1001
1199,ANTH,1001,009,ANTH 1001
1199,ANTH,1001,010,ANTH 1001
1199,ANTH,1001,011,ANTH 1001
1199,ANTH,1001,012,ANTH 1001
1199,ANTH,1001,013,ANTH 1001
1199,ANTH,1001,014,ANTH 1001
1199,ANTH,1001,015,ANTH 1001
1199,ANTH,1001,021,ANTH 1001
1199,ANTH,1001,022,ANTH 1001
1199,ANTH,1003W,008,ANTH 1003W
1199,ANTH,3001,002,ANTH 3001
1199,ANTH,3001,003,ANTH 3001
1199,ANTH,3005W,002,ANTH 3005W
1199,ANTH,3005W,003,ANTH 3005W
1199,ANTH,3005W,005,ANTH 3005W
1199,ANTH,3306W,001,ANTH 3306W
1199,APEC,8888,001,APEC 8888
1199,APSC,8777,001,APSC 8777
1199,BIOC,8888,001,BIOC 8888
1199,CEGE,8666,001,CEGE 8666
1199,CEGE,8777,001,CEGE 8777
1199,CHEM,1062,003,CHEM 1062
1199,CHEM,1081,001,CHEM 1081
1199,CHEM,1081,002,CHEM 1081
1199,CHEM,2081,001,CHEM 2081
1199,CHEM,2302,002,CHEM 2302
1199,CHEM,4311W,002,CHEM 4311W
1199,CHMB,5800,001,CHMB 5800
1199,CHMB,5805,001,CHMB 5805
1199,CHMB,5810,001,CHMB 5810
1199,CHMB,5815,001,CHMB 5815
1199,CI,5164,001,CI 5164
1199,CI,5164,002,CI 5164
1199,CI,5307,002,CI 5307
1199,CI,5307,003,CI 5307
1199,CI,5307,004,CI 5307
1199,CI,5307,006,CI 5307
1199,CPSY,2301,008,CPSY 2301
1199,CPSY,3301,008,CPSY 3301
1199,CSCI,8444,001,CSCI 8444
1199,CSCI,8666,001,CSCI 8666
1199,CSCI,8888,001,CSCI 8888
1199,CVM,6000,001,CVM 6000
1199,CVM,6944,001,CVM 6944
1199,CVM,6949,001,CVM 6949
1199,CVM,6954,001,CVM 6954
1199,ECDR,3011W,501,ECDR 3011W
1199,ECON,1101,002,ECON 1101
1199,ECON,1101,003,ECON 1101
1199,ECON,1101,004,ECON 1101
1199,ECON,1101,005,ECON 1101
1199,ECON,1101,006,ECON 1101
1199,ECON,1101,008,ECON 1101
1199,ECON,1101,009,ECON 1101
1199,ECON,1101,011,ECON 1101
1199,ECON,1101,012,ECON 1101
1199,ECON,1101,015,ECON 1101
1199,ECON,1101,016,ECON 1101
1199,ECON,1101,018,ECON 1101
1199,ECON,1101,019,ECON 1101
1199,ECON,1101,020,ECON 1101
1199,ECON,1101,021,ECON 1101
1199,ECON,1101,023,ECON 1101
1199,ECON,1101,024,ECON 1101
1199,ECON,1101,025,ECON 1101
1199,ECON,1101,026,ECON 1101
1199,ECON,1101,027,ECON 1101
1199,ECON,1101,028,ECON 1101
1199,ECON,1101,029,ECON 1101
1199,ECON,1101,032,ECON 1101
1199,ECON,1101,033,ECON 1101
1199,ECON,1101,034,ECON 1101
1199,ECON,1101,035,ECON 1101
1199,ECON,1101,037,ECON 1101
1199,ECON,1101,042,ECON 1101
1199,ECON,1101,043,ECON 1101
1199,ECON,1101,045,ECON 1101
1199,ECON,1101,055,ECON 1101
1199,ECON,1101,063,ECON 1101
1199,ECON,1101,065,ECON 1101
1199,ECON,1101,067,ECON 1101
1199,ECON,1101,068,ECON 1101
1199,ECON,1101,075,ECON 1101
1199,ECON,1101,081,ECON 1101
1199,ECON,1101,082,ECON 1101
1199,ECON,1102,002,ECON 1102
1199,ECON,1102,003,ECON 1102
1199,ECON,1102,004,ECON 1102
1199,ECON,1102,005,ECON 1102
1199,ECON,1102,006,ECON 1102
1199,ECON,1102,007,ECON 1102
1199,ECON,1102,031,ECON 1102
1199,ECON,1102,033,ECON 1102
1199,ECON,1102,036,ECON 1102
1199,ECON,1102,040,ECON 1102
1199,ECON,3101,002,ECON 3101
1199,ECON,3101,003,ECON 3101
1199,ECON,3101,004,ECON 3101
1199,ECON,3101,005,ECON 3101
1199,ECON,3101,006,ECON 3101
1199,ECON,3101,007,ECON 3101
1199,ECON,3101,008,ECON 3101
1199,ECON,3101,009,ECON 3101
1199,ECON,3102,001,ECON 3102
1199,ECON,3102,002,ECON 3102
1199,ECON,3102,004,ECON 3102
1199,ECON,3102,005,ECON 3102
1199,ECON,3951,001,ECON 3951
1199,ECON,4161,002,ECON 4161
1199,ECON,4162,002,ECON 4162
1199,ECON,4211,002,ECON 4211
1199,ECON,4261,002,ECON 4261
1199,ECON,4261,003,ECON 4261
1199,ECON,4311,001,ECON 4311
1199,ECON,4317,001,ECON 4317
1199,ECON,4331W,002,ECON 4331W
1199,ECON,4531,001,ECON 4531
1199,ECON,4631,001,ECON 4631
1199,ECON,4631,002,ECON 4631
1199,ECON,4721,001,ECON 4721
1199,ECON,4751,001,ECON 4751
1199,ECON,4821,001,ECON 4821
1199,ECON,4831,001,ECON 4831
1199,ECON,4960,001,ECON 4960
1199,ECON,8101,002,ECON 8101
1199,ECON,8102,002,ECON 8102
1199,ECON,8105,002,ECON 8105
1199,ECON,8106,002,ECON 8106
1199,ECON,8205,002,ECON 8205
1199,ECON,8206,002,ECON 8206
1199,ENGW,8990,001,ENGW 8990
1199,ESCI,1001,103,ESCI 1001
1199,ESCI,1007,102,ESCI 1007
1199,ESCI,1007,103,ESCI 1007
1199,ESCI,1007,104,ESCI 1007
1199,ESCI,1007,105,ESCI 1007
1199,ESCI,1007,107,ESCI 1007
1199,ESCI,1007,108,ESCI 1007
1199,ESCI,8994,001,ESCI 8994
1199,FLOR,1001,501,FLOR 1001
1199,FLOR,1201,501,FLOR 1201
1199,FLOR,3005,501,FLOR 3005
1199,FLOR,3007,501,FLOR 3007
1199,FLOR,3009,501,FLOR 3009
1199,FOST,1201,501,FOST 1201
1199,FOST,1202,501,FOST 1202
1199,FOST,1500,501,FOST 1500
1199,FOST,1530,501,FOST 1530
1199,FOST,3201,501,FOST 3201
1199,FOST,3202,501,FOST 3202
1199,FOST,3203,501,FOST 3203
1199,FOST,3204,501,FOST 3204
1199,FOST,3205,501,FOST 3205
1199,FOST,3206,501,FOST 3206
1199,FOST,3410,501,FOST 3410
1199,FOST,3500,501,FOST 3500
1199,FOST,3530,501,FOST 3530
1199,FOST,3590,501,FOST 3590
1199,FREN,1003,002,FREN 1003
1199,FREN,1003,004,FREN 1003
1199,FREN,1003,007,FREN 1003
1199,FREN,1004,007,FREN 1004
1199,GDBA,7888,001,GDBA 7888
1199,GEOG,1301W,002,GEOG 1301W
1199,GEOG,1301W,003,GEOG 1301W
1199,GEOG,1301W,004,GEOG 1301W
1199,GEOG,1301W,005,GEOG 1301W
1199,GEOG,1403,002,GEOG 1403
1199,GEOG,1403,003,GEOG 1403
1199,GEOG,1403,004,GEOG 1403
1199,GEOG,1403,005,GEOG 1403
1199,GEOG,1403,006,GEOG 1403
1199,GEOG,1403,007,GEOG 1403
1199,GEOG,1403,008,GEOG 1403
1199,GEOG,1403,010,GEOG 1403
1199,GEOG,1403,011,GEOG 1403
1199,GEOG,1403,012,GEOG 1403
1199,GEOG,1403,013,GEOG 1403
1199,GEOG,1403,014,GEOG 1403
1199,GEOG,1403,015,GEOG 1403
1199,GEOG,3511,003,GEOG 3511
1199,GEOG,3531,002,GEOG 3531
1199,GEOG,3561,002,GEOG 3561
1199,GEOG,3561,003,GEOG 3561
1199,GEOG,3561,004,GEOG 3561
1199,GIS,5571,002,GIS 5571
1199,HIST,1031W,005,HIST 1031W
1199,HIST,1031W,006,HIST 1031W
1199,HIST,1031W,007,HIST 1031W
1199,HIST,3980W,001,HIST 3980W
1199,HIST,8888,001,HIST 8888
1199,IBUS,3501,501,IBUS 3501
1199,IBUS,3502,501,IBUS 3502
1199,IBUS,3503,501,IBUS 3503
1199,IBUS,3504,501,IBUS 3504
1199,IBUS,3999,001,IBUS 3999
1199,INMD,6820,001,INMD 6820
1199,INMD,6822,001,INMD 6822
1199,INMD,6827,001,INMD 6827
1199,ITAL,1911,001,ITAL 1911
1199,KIN,3385,002,KIN 3385
1199,KIN,3385,003,KIN 3385
1199,KIN,3385,004,KIN 3385
1199,LING,1701,002,LING 1701
1199,LING,1701,003,LING 1701
1199,LNDN,3217W,501,LNDN 3217W
1199,LNDN,3239,501,LNDN 3239
1199,LNDN,3375,501,LNDN 3375
1199,LNDN,3531,501,LNDN 3531
1199,MADR,3301,501,MADR 3301
1199,ME,8444,001,ME 8444
1199,ME,8666,001,ME 8666
1199,ME,8777,001,ME 8777
1199,MKTG,6050,050,MKTG 6050
1199,MKTG,6084,050,MKTG 6084
1199,MONT,3151,501,MONT 3151
1199,MONT,3301,501,MONT 3301
1199,MSID,4001,501,MSID 4001
1199,MSID,4002,501,MSID 4002
1199,MSID,4003,501,MSID 4003
1199,MUS,1021,001,MUS 1021
1199,MUS,5993,001,MUS 5993
1199,MUS,8999,001,MUS 8999
1199,NURS,3703,001,NURS 3703
1199,NURS,3703,002,NURS 3703
1199,NURS,3703,003,NURS 3703
1199,NURS,3703,004,NURS 3703
1199,NURS,4402,002,NURS 4402
1199,OLPD,8888,001,OLPD 8888
1199,PHAR,6702,001,PHAR 6702
1199,PHAR,6704,001,PHAR 6704
1199,PHAR,6706,001,PHAR 6706
1199,PHAR,6708,001,PHAR 6708
1199,PHAR,6730,001,PHAR 6730
1199,PHAR,6732,001,PHAR 6732
1199,PHAR,6734,001,PHAR 6734
1199,PHAR,6736,001,PHAR 6736
1199,PHAR,6738,001,PHAR 6738
1199,PHAR,6760,001,PHAR 6760
1199,PHAR,6762,001,PHAR 6762
1199,PHAR,6768,001,PHAR 6768
1199,PHAR,6772,001,PHAR 6772
1199,PHAR,6774,001,PHAR 6774
1199,PHAR,6782,001,PHAR 6782
1199,PHAR,6961,001,PHAR 6961
1199,PHIL,1001,002,PHIL 1001
1199,PHIL,1001,003,PHIL 1001
1199,PHIL,1001,004,PHIL 1001
1199,PHIL,1001,005,PHIL 1001
1199,PHIL,1002W,002,PHIL 1002W
1199,PHIL,1002W,003,PHIL 1002W
1199,PHIL,1004W,002,PHIL 1004W
1199,PHIL,1004W,003,PHIL 1004W
1199,PHIL,1004W,005,PHIL 1004W
1199,PHIL,3302W,002,PHIL 3302W
1199,PHIL,3302W,003,PHIL 3302W
1199,PHIL,3305,002,PHIL 3305
1199,PHIL,3305,003,PHIL 3305
1199,PHIL,4995,001,PHIL 4995
1199,PHYS,1301W,141,PHYS 1301W
1199,PSY,4902V,001,PSY 4902V
1199,PSY,4993,001,PSY 4993
1199,PUBH,6542,002,PUBH 6542
1199,PUBH,8444,004,PUBH 8444
1199,PUBH,8666,003,PUBH 8666
1199,SDNY,3375,501,SDNY 3375
1199,SENG,5707,001,SENG 5707
1199,SFS,2001,501,SFS 2001
1199,SFS,2010,501,SFS 2010
1199,SFS,2050,501,SFS 2050
1199,SFS,2060,501,SFS 2060
1199,SFS,3020,501,SFS 3020
1199,SFS,3040,501,SFS 3040
1199,SFS,3050,501,SFS 3050
1199,SFS,3060,501,SFS 3060
1199,SFS,3081,501,SFS 3081
1199,SFS,3601,501,SFS 3601
1199,SFS,3710,501,SFS 3710
1199,SFS,3720,501,SFS 3720
1199,SFS,3730,501,SFS 3730
1199,SFS,3740,501,SFS 3740
1199,SFS,3770,501,SFS 3770
1199,SFS,3781,501,SFS 3781
1199,SFS,3800,501,SFS 3800
1199,SFS,3820,501,SFS 3820
1199,SFS,4910W,501,SFS 4910W
1199,SOC,1001,002,SOC 1001
1199,SOC,1001,003,SOC 1001
1199,SOC,1001,004,SOC 1001
1199,SOC,1001,005,SOC 1001
1199,SOC,1001,006,SOC 1001
1199,SOC,1001,007,SOC 1001
1199,SOC,1001,008,SOC 1001
1199,SOC,1001,009,SOC 1001
1199,SOC,1001,016,SOC 1001
1199,SOC,1001,017,SOC 1001
1199,SOC,1001,018,SOC 1001
1199,SOC,1001,019,SOC 1001
1199,SOC,1001,020,SOC 1001
1199,SOC,1001,021,SOC 1001
1199,SOC,1001,022,SOC 1001
1199,SOC,1001,023,SOC 1001
1199,SOC,1001,031,SOC 1001
1199,SOC,1001,032,SOC 1001
1199,SOC,1001,033,SOC 1001
1199,SOC,1001,034,SOC 1001
1199,SOC,3801,002,SOC 3801
1199,SOC,3801,003,SOC 3801
1199,SOC,3801,004,SOC 3801
1199,SOC,3801,005,SOC 3801
1199,SOC,3801,010,SOC 3801
1199,SOC,3801,011,SOC 3801
1199,SOC,3811,002,SOC 3811
1199,SOC,3811,003,SOC 3811
1199,SOC,3811,004,SOC 3811
1199,SOC,3811,005,SOC 3811
1199,SOC,3811,006,SOC 3811
1199,SOC,3811,007,SOC 3811
1199,SOC,3811,008,SOC 3811
1199,SOC,3811,009,SOC 3811
1199,SOC,5811,002,SOC 5811
1199,STAT,1001,002,STAT 1001
1199,STAT,3011,002,STAT 3011
1199,STAT,3011,003,STAT 3011
1199,STAT,3011,004,STAT 3011
1199,STAT,3011,006,STAT 3011
1199,STAT,3011,007,STAT 3011
1199,STAT,3011,008,STAT 3011
1199,STAT,3011,010,STAT 3011
1199,STAT,3011,011,STAT 3011
1199,STAT,3011,012,STAT 3011
1199,STAT,3011,014,STAT 3011
1199,STAT,3011,015,STAT 3011
1199,STAT,3011,016,STAT 3011
1199,STAT,3011,018,STAT 3011
1199,STAT,3021,002,STAT 3021
1199,STAT,3021,003,STAT 3021
1199,STAT,3021,004,STAT 3021
1199,STAT,3021,006,STAT 3021
1199,STAT,3021,007,STAT 3021
1199,STAT,3021,008,STAT 3021
1199,STAT,3021,010,STAT 3021
1199,STAT,3021,011,STAT 3021
1199,STAT,3021,012,STAT 3021
1199,STAT,3022,002,STAT 3022
1199,STAT,3022,003,STAT 3022
1199,STAT,3022,005,STAT 3022
1199,STAT,3022,006,STAT 3022
1199,STAT,3032,002,STAT 3032
1199,STAT,3032,003,STAT 3032
1199,STAT,3032,004,STAT 3032
1199,STAT,3032,006,STAT 3032
1199,STAT,3032,007,STAT 3032
1199,STAT,3032,008,STAT 3032
1199,STAT,3701,002,STAT 3701
1199,STAT,3701,003,STAT 3701
1199,STAT,4051,002,STAT 4051
1199,STAT,4051,003,STAT 4051
1199,STAT,4052,002,STAT 4052
1199,STAT,4101,002,STAT 4101
1199,STAT,4101,003,STAT 4101
1199,STAT,4102,002,STAT 4102
1199,STAT,4102,003,STAT 4102
1199,STAT,5021,003,STAT 5021
1199,STAT,5101,002,STAT 5101
1199,STAT,5101,003,STAT 5101
1199,STAT,5101,004,STAT 5101
1199,STAT,5102,002,STAT 5102
1199,STAT,5102,003,STAT 5102
1199,STAT,5102,004,STAT 5102
1199,STAT,5201,002,STAT 5201
1199,STAT,5302,002,STAT 5302
1199,STAT,5303,002,STAT 5303
1199,STAT,8051,002,STAT 8051
1199,TH,3391,501,TH 3391
1199,TH,3392,501,TH 3392
1199,THAI,1001,501,THAI 1001
1199,TLDO,3233,501,TLDO 3233
1199,VMBA,5702,001,VMBA 5702
1199,VMBA,5703,001,VMBA 5703
1199,VMBA,5706,001,VMBA 5706
1203,AEM,2011,002,AEM 2011
1203,AEM,2011,003,AEM 2011
1203,AEM,2012,002,AEM 2012
1203,AEM,2012,003,AEM 2012
1203,AEM,2021,002,AEM 2021
1203,AEM,2021,003,AEM 2021
1203,AEM,2021,004,AEM 2021
1203,AEM,2031,002,AEM 2031
1203,AEM,2031,003,AEM 2031
1203,AEM,3031,002,AEM 3031
1203,AEM,3031,003,AEM 3031
1203,AEM,3031,004,AEM 3031
1203,AEM,3031,005,AEM 3031
1203,AEM,3031,006,AEM 3031
1203,AEM,3031,007,AEM 3031
1203,AEM,3031,008,AEM 3031
1203,AEM,3031,009,AEM 3031
1203,AEM,3031,011,AEM 3031
1203,AEM,3031,012,AEM 3031
1203,AEM,4303W,001,AEM 4303W
1203,AEM,4601,003,AEM 4601
1203,AEM,4601,005,AEM 4601
1203,AEM,4601,006,AEM 4601
1203,AEM,4601,007,AEM 4601
1203,AEM,4601,008,AEM 4601
1203,AEM,8666,001,AEM 8666
1203,AMES,3458,005,AMES 3458
1203,ANTH,1001,002,ANTH 1001
1203,ANTH,1001,003,ANTH 1001
1203,ANTH,1001,004,ANTH 1001
1203,ANTH,1001,005,ANTH 1001
1203,ANTH,1001,006,ANTH 1001
1203,ANTH,1001,007,ANTH 1001
1203,ANTH,1001,008,ANTH 1001
1203,ANTH,1001,009,ANTH 1001
1203,ANTH,1001,010,ANTH 1001
1203,ANTH,1001,011,ANTH 1001
1203,ANTH,1001,012,ANTH 1001
1203,ANTH,1001,013,ANTH 1001
1203,ANTH,1001,021,ANTH 1001
1203,ANTH,1001,022,ANTH 1001
1203,ANTH,1003W,002,ANTH 1003W
1203,ANTH,1003W,003,ANTH 1003W
1203,ANTH,1003W,004,ANTH 1003W
1203,ANTH,1003W,005,ANTH 1003W
1203,ANTH,1003W,007,ANTH 1003W
1203,ANTH,1003W,020,ANTH 1003W
1203,ARCH,2281,002,ARCH 2281
1203,ARCH,2281,003,ARCH 2281
1203,ARCH,2281,004,ARCH 2281
1203,ARCH,2281,005,ARCH 2281
1203,ARCH,2281,006,ARCH 2281
1203,ARCH,2281,007,ARCH 2281
1203,ARCH,3412W,003,ARCH 3412W
1203,ARCH,3412W,006,ARCH 3412W
1203,ARCH,3412W,008,ARCH 3412W
1203,ARCH,3412W,009,ARCH 3412W
1203,ARCH,3412W,010,ARCH 3412W
1203,ARCH,3412W,013,ARCH 3412W
1203,ARCH,4561,003,ARCH 4561
1203,ARCH,4561,004,ARCH 4561
1203,ARCH,4561,006,ARCH 4561
1203,ARCH,4561,007,ARCH 4561
1203,ARCH,4561,008,ARCH 4561
1203,ARCH,4561,009,ARCH 4561
1203,ARCH,4561,011,ARCH 4561
1203,BCLA,1001,503,BCLA 1001
1203,BCLA,3001,503,BCLA 3001
1203,BCLA,3002,503,BCLA 3002
1203,BCLA,3003,503,BCLA 3003
1203,BCLA,3004,503,BCLA 3004
1203,BCLA,3005,503,BCLA 3005
1203,BCLA,3006,503,BCLA 3006
1203,BCLA,3009,503,BCLA 3009
1203,BCLA,3011,503,BCLA 3011
1203,BCLA,3013W,503,BCLA 3013W
1203,BCLA,3014,503,BCLA 3014
1203,BCLA,3015,503,BCLA 3015
1203,BCLA,3375,503,BCLA 3375
1203,BCLA,4622W,503,BCLA 4622W
1203,BIOC,8888,001,BIOC 8888
1203,BMEN,3311,004,BMEN 3311
1203,BMEN,8888,001,BMEN 8888
1203,CEGE,8666,001,CEGE 8666
1203,CHEM,1061,001,CHEM 1061
1203,CHEM,1082,001,CHEM 1082
1203,CHMB,5802,001,CHMB 5802
1203,CHMB,5816,001,CHMB 5816
1203,CI,5307,001,CI 5307
1203,CI,5307,002,CI 5307
1203,CI,5307,004,CI 5307
1203,CI,5618,004,CI 5618
1203,CLA,2005,002,CLA 2005
1203,CLA,2005,003,CLA 2005
1203,CLA,2005,006,CLA 2005
1203,CLA,2005,007,CLA 2005
1203,CLA,2005,008,CLA 2005
1203,CLA,2005,009,CLA 2005
1203,CSCI,8666,001,CSCI 8666
1203,CSCI,8888,001,CSCI 8888
1203,CVM,6007,001,CVM 6007
1203,CVM,6908,001,CVM 6908
1203,CVM,6912,001,CVM 6912
1203,CVM,6913,001,CVM 6913
1203,CVM,6927,001,CVM 6927
1203,CVM,6929,001,CVM 6929
1203,CVM,6935,001,CVM 6935
1203,CVM,6936,001,CVM 6936
1203,CVM,6960,001,CVM 6960
1203,CVM,6961,001,CVM 6961
1203,CVM,6963,001,CVM 6963
1203,CVM,6993,001,CVM 6993
1203,CVM,6994,011,CVM 6994
1203,DBLN,1101,503,DBLN 1101
1203,DBLN,3101,503,DBLN 3101
1203,DBLN,3102,503,DBLN 3102
1203,DBLN,3103,503,DBLN 3103
1203,DES,1101W,002,DES 1101W
1203,DES,1101W,003,DES 1101W
1203,DES,1101W,004,DES 1101W
1203,DES,1101W,005,DES 1101W
1203,ECON,1101,002,ECON 1101
1203,ECON,1101,003,ECON 1101
1203,ECON,1101,004,ECON 1101
1203,ECON,1101,005,ECON 1101
1203,ECON,1101,006,ECON 1101
1203,ECON,1101,008,ECON 1101
1203,ECON,1101,010,ECON 1101
1203,ECON,1101,018,ECON 1101
1203,ECON,1101,021,ECON 1101
1203,ECON,1101,022,ECON 1101
1203,ECON,1101,025,ECON 1101
1203,ECON,1101,034,ECON 1101
1203,ECON,1101,037,ECON 1101
1203,ECON,1101,039,ECON 1101
1203,ECON,1101,043,ECON 1101
1203,ECON,1101,045,ECON 1101
1203,ECON,1101,047,ECON 1101
1203,ECON,1101,050,ECON 1101
1203,ECON,1101,051,ECON 1101
1203,ECON,1101,052,ECON 1101
1203,ECON,1101,054,ECON 1101
1203,ECON,1102,002,ECON 1102
1203,ECON,1102,003,ECON 1102
1203,ECON,1102,004,ECON 1102
1203,ECON,1102,005,ECON 1102
1203,ECON,1102,006,ECON 1102
1203,ECON,1102,007,ECON 1102
1203,ECON,1102,008,ECON 1102
1203,ECON,1102,014,ECON 1102
1203,ECON,1102,017,ECON 1102
1203,ECON,1102,018,ECON 1102
1203,ECON,1102,019,ECON 1102
1203,ECON,1102,020,ECON 1102
1203,ECON,1102,021,ECON 1102
1203,ECON,1102,022,ECON 1102
1203,ECON,1102,023,ECON 1102
1203,ECON,1102,024,ECON 1102
1203,ECON,1102,026,ECON 1102
1203,ECON,1102,028,ECON 1102
1203,ECON,1102,030,ECON 1102
1203,ECON,1102,032,ECON 1102
1203,ECON,1102,034,ECON 1102
1203,ECON,1102,037,ECON 1102
