TERM_DESCR,INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,COMPONENT_MAIN,DESCR,CRSE_GRADE_OFF,CLASS_HDCNT,GRADE_HDCNT,INSTR_ROLE,HR_NAME,JOBCODE_DESCR,UM_JOBCODE_GROUP,INTERNET_ID
Fall 2024,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,A,35,29,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,B,35,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,B+,35,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,B-,35,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,C-,35,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,W,35,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,A,34,16,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,A-,34,4,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,B,34,2,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,B+,34,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,B-,34,2,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,C,34,3,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,C+,34,2,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,C-,34,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,D+,34,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,W,34,2,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,A,30,13,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,A-,30,3,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,B,30,4,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,B+,30,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,B-,30,3,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,C,30,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,C+,30,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,C-,30,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,D+,30,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,303,LEC,Career Search for Profl Envt,S,30,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,A,35,15,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,A-,35,3,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,B+,35,5,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,B-,35,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,C,35,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,D,35,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,F,35,4,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,S,35,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,W,35,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,A,35,17,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,A-,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,B,35,7,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,B+,35,3,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,C,35,2,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,C+,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,C-,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,D,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,F,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,W,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2024,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,A,33,26,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,A-,33,2,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,B,33,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,B+,33,2,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,C+,33,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,F,33,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,A,35,23,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,A-,35,6,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,B,35,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,B-,35,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,C+,35,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,F,35,2,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,W,35,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,A,30,16,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2024,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,A-,30,4,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2024,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,B,30,3,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2024,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,B+,30,4,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2024,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,C+,30,2,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2024,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,F,30,1,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2024,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,A,20,8,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2024,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,A-,20,6,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2024,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,B+,20,1,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2024,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,B-,20,1,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2024,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,C+,20,1,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2024,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,D,20,1,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2024,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,F,20,2,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2024,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,A,34,22,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,A-,34,5,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,B,34,3,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,B-,34,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,F,34,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,W,34,2,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,A,36,23,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,A-,36,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,B,36,2,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,B+,36,2,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,B-,36,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,C,36,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,C+,36,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,D+,36,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,F,36,3,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,W,36,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,A,33,10,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,A-,33,11,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,B,33,2,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,B+,33,2,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,B-,33,2,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,C,33,1,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,C+,33,1,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,C-,33,1,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,F,33,2,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,W,33,1,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2024,UMNTC,UMNTC,ABUS,3950,301,LEC,Special Topics,A,23,15,PI,"Weinkauf,Amanda Larue",Teaching Specialist,AP,wein0123
Fall 2024,UMNTC,UMNTC,ABUS,3950,301,LEC,Special Topics,A-,23,2,PI,"Weinkauf,Amanda Larue",Teaching Specialist,AP,wein0123
Fall 2024,UMNTC,UMNTC,ABUS,3950,301,LEC,Special Topics,B,23,3,PI,"Weinkauf,Amanda Larue",Teaching Specialist,AP,wein0123
Fall 2024,UMNTC,UMNTC,ABUS,3950,301,LEC,Special Topics,B+,23,1,PI,"Weinkauf,Amanda Larue",Teaching Specialist,AP,wein0123
Fall 2024,UMNTC,UMNTC,ABUS,3950,301,LEC,Special Topics,B-,23,1,PI,"Weinkauf,Amanda Larue",Teaching Specialist,AP,wein0123
Fall 2024,UMNTC,UMNTC,ABUS,3950,301,LEC,Special Topics,C-,23,1,PI,"Weinkauf,Amanda Larue",Teaching Specialist,AP,wein0123
Fall 2024,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",A,30,3,PI,"Essien,Michael Anietie",Teaching Specialist,AP,essi0007
Fall 2024,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",A-,30,14,PI,"Essien,Michael Anietie",Teaching Specialist,AP,essi0007
Fall 2024,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",B,30,5,PI,"Essien,Michael Anietie",Teaching Specialist,AP,essi0007
Fall 2024,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",B+,30,3,PI,"Essien,Michael Anietie",Teaching Specialist,AP,essi0007
Fall 2024,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",B-,30,2,PI,"Essien,Michael Anietie",Teaching Specialist,AP,essi0007
Fall 2024,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",C,30,1,PI,"Essien,Michael Anietie",Teaching Specialist,AP,essi0007
Fall 2024,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",C+,30,1,PI,"Essien,Michael Anietie",Teaching Specialist,AP,essi0007
Fall 2024,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",F,30,1,PI,"Essien,Michael Anietie",Teaching Specialist,AP,essi0007
Fall 2024,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,A,30,15,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,A-,30,4,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,B,30,3,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,B+,30,3,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,B-,30,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,C+,30,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,F,30,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,W,30,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,A,29,10,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,A-,29,8,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,B,29,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,B+,29,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,B-,29,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,C,29,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,C+,29,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,C-,29,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,W,29,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,A,29,6,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,A-,29,6,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,B,29,3,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,B+,29,5,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,C,29,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,C+,29,4,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,D,29,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,F,29,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2024,UMNTC,UMNTC,ABUS,4022W,304,LEC,Management in Organizations,A,29,19,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2024,UMNTC,UMNTC,ABUS,4022W,304,LEC,Management in Organizations,A-,29,3,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
