TERM,TERM_DESCR,INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,COMPONENT_MAIN,DESCR,CRSE_GRADE_OFF,CLASS_HDCNT,GRADE_HDCNT,INSTR_ROLE,HR_NAME,JOBCODE_DESCR,UM_JOBCODE_GROUP,INTERNET_ID
1235,Sum 2023,UMNTC,UMNTC,CHEM,2301,1,LEC,Organic Chemistry I,C-,69,9,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
1235,Sum 2023,UMNTC,UMNTC,CHEM,2301,1,LEC,Organic Chemistry I,D,69,7,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
1235,Sum 2023,UMNTC,UMNTC,CHEM,2301,1,LEC,Organic Chemistry I,F,69,3,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
1235,Sum 2023,UMNTC,UMNTC,CHEM,2301,1,LEC,Organic Chemistry I,W,69,8,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,A,51,6,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,A-,51,6,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,B,51,7,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,B+,51,3,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,B-,51,3,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,C,51,3,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,C+,51,7,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,C-,51,6,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,D,51,6,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,F,51,3,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2302,1,LEC,Org Chem II,W,51,1,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
1235,Sum 2023,UMNTC,UMNTC,CHEM,2311,2,LAB,Organic Lab,A,43,7,PI,"Perkins,Angela",Associate Professor,FA,aperkins
1235,Sum 2023,UMNTC,UMNTC,CHEM,2311,2,LAB,Organic Lab,A-,43,10,PI,"Perkins,Angela",Associate Professor,FA,aperkins
1235,Sum 2023,UMNTC,UMNTC,CHEM,2311,2,LAB,Organic Lab,B,43,10,PI,"Perkins,Angela",Associate Professor,FA,aperkins
1235,Sum 2023,UMNTC,UMNTC,CHEM,2311,2,LAB,Organic Lab,B+,43,8,PI,"Perkins,Angela",Associate Professor,FA,aperkins
1235,Sum 2023,UMNTC,UMNTC,CHEM,2311,2,LAB,Organic Lab,C,43,3,PI,"Perkins,Angela",Associate Professor,FA,aperkins
1235,Sum 2023,UMNTC,UMNTC,CHEM,2311,2,LAB,Organic Lab,C+,43,3,PI,"Perkins,Angela",Associate Professor,FA,aperkins
1235,Sum 2023,UMNTC,UMNTC,CHEM,2311,2,LAB,Organic Lab,W,43,2,PI,"Perkins,Angela",Associate Professor,FA,aperkins
1235,Sum 2023,UMNTC,UMNTC,CHIC,1102,1,LEC,Latinos in the United States,A,19,2,PI,"Padilla,Kiara Priscilla",,,
1235,Sum 2023,UMNTC,UMNTC,CHIC,1102,1,LEC,Latinos in the United States,A-,19,3,PI,"Padilla,Kiara Priscilla",,,
1235,Sum 2023,UMNTC,UMNTC,CHIC,1102,1,LEC,Latinos in the United States,B,19,1,PI,"Padilla,Kiara Priscilla",,,
1235,Sum 2023,UMNTC,UMNTC,CHIC,1102,1,LEC,Latinos in the United States,B+,19,5,PI,"Padilla,Kiara Priscilla",,,
1235,Sum 2023,UMNTC,UMNTC,CHIC,1102,1,LEC,Latinos in the United States,B-,19,2,PI,"Padilla,Kiara Priscilla",,,
1235,Sum 2023,UMNTC,UMNTC,CHIC,1102,1,LEC,Latinos in the United States,C,19,1,PI,"Padilla,Kiara Priscilla",,,
1235,Sum 2023,UMNTC,UMNTC,CHIC,1102,1,LEC,Latinos in the United States,C+,19,1,PI,"Padilla,Kiara Priscilla",,,
1235,Sum 2023,UMNTC,UMNTC,CHIC,1102,1,LEC,Latinos in the United States,S,19,2,PI,"Padilla,Kiara Priscilla",,,
1235,Sum 2023,UMNTC,UMNTC,CHIC,1102,1,LEC,Latinos in the United States,W,19,2,PI,"Padilla,Kiara Priscilla",,,
1235,Sum 2023,UMNTC,UMNTC,CHMB,5804,1,LEC,Managerial Accounting,A,27,7,,,,,
1235,Sum 2023,UMNTC,UMNTC,CHMB,5804,1,LEC,Managerial Accounting,A-,27,20,,,,,
1235,Sum 2023,UMNTC,UMNTC,CHN,3021,1,LEC,Intermed Modern Chinese I,A,11,9,PI,"Liu,Hai",Senior Lecturer,AP,liux3655
1235,Sum 2023,UMNTC,UMNTC,CHN,3021,1,LEC,Intermed Modern Chinese I,A-,11,1,PI,"Liu,Hai",Senior Lecturer,AP,liux3655
1235,Sum 2023,UMNTC,UMNTC,CHN,3021,1,LEC,Intermed Modern Chinese I,W,11,1,PI,"Liu,Hai",Senior Lecturer,AP,liux3655
1235,Sum 2023,UMNTC,UMNTC,CHN,3022,1,LEC,Intermediate Modern Chinese II,A,12,11,PI,"Li,Chi-Ping",Senior Teaching Specialist,AP,lixxx204
1235,Sum 2023,UMNTC,UMNTC,CHN,3022,1,LEC,Intermediate Modern Chinese II,B,12,1,PI,"Li,Chi-Ping",Senior Teaching Specialist,AP,lixxx204
1235,Sum 2023,UMNTC,UMNTC,CI,1124,101,DIS,Global Stories of Education,A,26,20,PI,"Belusa,Marika",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1124,101,DIS,Global Stories of Education,B+,26,1,PI,"Belusa,Marika",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1124,101,DIS,Global Stories of Education,F,26,2,PI,"Belusa,Marika",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1124,101,DIS,Global Stories of Education,S,26,3,PI,"Belusa,Marika",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1512,1,LAB,Nature in the City,A,21,8,PI,"Tilsen,Jennifer Sarah Norman",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1512,1,LAB,Nature in the City,A-,21,4,PI,"Tilsen,Jennifer Sarah Norman",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1512,1,LAB,Nature in the City,B,21,2,PI,"Tilsen,Jennifer Sarah Norman",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1512,1,LAB,Nature in the City,B+,21,2,PI,"Tilsen,Jennifer Sarah Norman",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1512,1,LAB,Nature in the City,B-,21,1,PI,"Tilsen,Jennifer Sarah Norman",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1512,1,LAB,Nature in the City,C,21,1,PI,"Tilsen,Jennifer Sarah Norman",,,
1235,Sum 2023,UMNTC,UMNTC,CI,1512,1,LAB,Nature in the City,S,21,3,PI,"Tilsen,Jennifer Sarah Norman",,,
1235,Sum 2023,UMNTC,UMNTC,CI,3342,101,DIS,Social Media Learning,A,10,9,PI,"Avadhanam,Rukmini Manasa",,,
1235,Sum 2023,UMNTC,UMNTC,CI,3342,101,DIS,Social Media Learning,A-,10,1,PI,"Avadhanam,Rukmini Manasa",,,
1235,Sum 2023,UMNTC,UMNTC,CI,4311W,1,LEC,Technology & Ethics in Society,A,17,14,PI,"Kreml,Robert Thomas",,,
1235,Sum 2023,UMNTC,UMNTC,CI,4311W,1,LEC,Technology & Ethics in Society,A-,17,2,PI,"Kreml,Robert Thomas",,,
1235,Sum 2023,UMNTC,UMNTC,CI,4311W,1,LEC,Technology & Ethics in Society,B+,17,1,PI,"Kreml,Robert Thomas",,,
1235,Sum 2023,UMNTC,UMNTC,CI,4311W,101,LEC,Technology & Ethics in Society,A,17,13,PI,"Bartucz,John Alexander",Teaching Specialist,AP,jbartucz
1235,Sum 2023,UMNTC,UMNTC,CI,4311W,101,LEC,Technology & Ethics in Society,A-,17,1,PI,"Bartucz,John Alexander",Teaching Specialist,AP,jbartucz
1235,Sum 2023,UMNTC,UMNTC,CI,4311W,101,LEC,Technology & Ethics in Society,C+,17,1,PI,"Bartucz,John Alexander",Teaching Specialist,AP,jbartucz
1235,Sum 2023,UMNTC,UMNTC,CI,4311W,101,LEC,Technology & Ethics in Society,F,17,1,PI,"Bartucz,John Alexander",Teaching Specialist,AP,jbartucz
1235,Sum 2023,UMNTC,UMNTC,CI,4311W,101,LEC,Technology & Ethics in Society,W,17,1,PI,"Bartucz,John Alexander",Teaching Specialist,AP,jbartucz
1235,Sum 2023,UMNTC,UMNTC,CI,5049,1,LEC,Arts Media Tech: Theory & Prac,A,11,10,PI,"Hoff,Vanessa Miette",,,
1235,Sum 2023,UMNTC,UMNTC,CI,5049,1,LEC,Arts Media Tech: Theory & Prac,W,11,1,PI,"Hoff,Vanessa Miette",,,
1235,Sum 2023,UMNTC,UMNTC,CI,5078,1,LEC,Application of Aesthetic Theor,A,11,5,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5078,1,LEC,Application of Aesthetic Theor,A-,11,2,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5078,1,LEC,Application of Aesthetic Theor,B,11,2,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5078,1,LEC,Application of Aesthetic Theor,B-,11,1,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5078,1,LEC,Application of Aesthetic Theor,W,11,1,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5102,1,DIS,"Culture, Schools, Community I",A,25,19,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5102,1,DIS,"Culture, Schools, Community I",A-,25,2,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5102,1,DIS,"Culture, Schools, Community I",B,25,1,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5102,1,DIS,"Culture, Schools, Community I",B+,25,2,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5102,1,DIS,"Culture, Schools, Community I",B-,25,1,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5102,3,DIS,"Culture, Schools, Community I",A,18,15,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5102,3,DIS,"Culture, Schools, Community I",A-,18,3,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5150,1,DIS,Curriculum Topics,A,11,7,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5150,1,DIS,Curriculum Topics,B+,11,2,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5150,1,DIS,Curriculum Topics,C,11,1,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5150,1,DIS,Curriculum Topics,C+,11,1,PI,,,,
1235,Sum 2023,UMNTC,UMNTC,CI,5213,300,LEC,El Ed Content and Pedagogy III,A,14,10,PI,"Owen,Stephanie",Education Program Spec 2,AP,owenx079
1235,Sum 2023,UMNTC,UMNTC,CI,5213,300,LEC,El Ed Content and Pedagogy III,B+,14,3,PI,"Owen,Stephanie",Education Program Spec 2,AP,owenx079
1235,Sum 2023,UMNTC,UMNTC,CI,5213,300,LEC,El Ed Content and Pedagogy III,D+,14,1,PI,"Owen,Stephanie",Education Program Spec 2,AP,owenx079
1235,Sum 2023,UMNTC,UMNTC,CI,5307,1,LAB,Technology for Teaching & Lrng,A,10,9,PI,"Cook,Kristine Sue",Teaching Specialist,AP,cook0654
1235,Sum 2023,UMNTC,UMNTC,CI,5307,1,LAB,Technology for Teaching & Lrng,B+,10,1,PI,"Cook,Kristine Sue",Teaching Specialist,AP,cook0654
1235,Sum 2023,UMNTC,UMNTC,CI,5307,3,LAB,Technology for Teaching & Lrng,A,12,9,PI,"Monson,Ryan Emery",Teaching Specialist,AP,monso196
1235,Sum 2023,UMNTC,UMNTC,CI,5307,3,LAB,Technology for Teaching & Lrng,A-,12,3,PI,"Monson,Ryan Emery",Teaching Specialist,AP,monso196
1235,Sum 2023,UMNTC,UMNTC,CI,5307,101,LAB,Technology for Teaching & Lrng,A,18,11,PI,"Cook,Kristine Sue",Teaching Specialist,AP,cook0654
1235,Sum 2023,UMNTC,UMNTC,CI,5307,101,LAB,Technology for Teaching & Lrng,A-,18,1,PI,"Cook,Kristine Sue",Teaching Specialist,AP,cook0654
1235,Sum 2023,UMNTC,UMNTC,CI,5307,101,LAB,Technology for Teaching & Lrng,B+,18,1,PI,"Cook,Kristine Sue",Teaching Specialist,AP,cook0654
1235,Sum 2023,UMNTC,UMNTC,CI,5307,101,LAB,Technology for Teaching & Lrng,C+,18,1,PI,"Cook,Kristine Sue",Teaching Specialist,AP,cook0654
1235,Sum 2023,UMNTC,UMNTC,CI,5307,101,LAB,Technology for Teaching & Lrng,F,18,3,PI,"Cook,Kristine Sue",Teaching Specialist,AP,cook0654
1235,Sum 2023,UMNTC,UMNTC,CI,5307,101,LAB,Technology for Teaching & Lrng,W,18,1,PI,"Cook,Kristine Sue",Teaching Specialist,AP,cook0654
1235,Sum 2023,UMNTC,UMNTC,CI,5351,1,LEC,Technology Tools for Educators,A,17,13,PI,"Englund,Jennifer M",IT Pro 2-Instructional Design,AP,englu061
1235,Sum 2023,UMNTC,UMNTC,CI,5351,1,LEC,Technology Tools for Educators,A-,17,2,PI,"Englund,Jennifer M",IT Pro 2-Instructional Design,AP,englu061
1235,Sum 2023,UMNTC,UMNTC,CI,5351,1,LEC,Technology Tools for Educators,B,17,1,PI,"Englund,Jennifer M",IT Pro 2-Instructional Design,AP,englu061
1235,Sum 2023,UMNTC,UMNTC,CI,5351,1,LEC,Technology Tools for Educators,C+,17,1,PI,"Englund,Jennifer M",IT Pro 2-Instructional Design,AP,englu061
1235,Sum 2023,UMNTC,UMNTC,CI,5452,2,LEC,Read Content Area ILP Cand,A,13,12,PI,"Hahn Ganser,Laurie Elisabet",,,
1235,Sum 2023,UMNTC,UMNTC,CI,5452,2,LEC,Read Content Area ILP Cand,F,13,1,PI,"Hahn Ganser,Laurie Elisabet",,,
1235,Sum 2023,UMNTC,UMNTC,CI,5452,300,LEC,Read Content Area ILP Cand,A,14,12,PI,"Kleinsasser,Gretchen Kaye",Teaching Specialist,AP,gkleinsa
1235,Sum 2023,UMNTC,UMNTC,CI,5452,300,LEC,Read Content Area ILP Cand,B,14,1,PI,"Kleinsasser,Gretchen Kaye",Teaching Specialist,AP,gkleinsa
1235,Sum 2023,UMNTC,UMNTC,CI,5452,300,LEC,Read Content Area ILP Cand,C,14,1,PI,"Kleinsasser,Gretchen Kaye",Teaching Specialist,AP,gkleinsa
1235,Sum 2023,UMNTC,UMNTC,CI,5461,1,LEC,Teach Comp in Secondary School,A,11,8,PI,"Boehm-Turner,Abby",Lecturer,AP,abt
1235,Sum 2023,UMNTC,UMNTC,CI,5461,1,LEC,Teach Comp in Secondary School,B,11,1,PI,"Boehm-Turner,Abby",Lecturer,AP,abt
1235,Sum 2023,UMNTC,UMNTC,CI,5461,1,LEC,Teach Comp in Secondary School,B-,11,1,PI,"Boehm-Turner,Abby",Lecturer,AP,abt
1235,Sum 2023,UMNTC,UMNTC,CI,5461,1,LEC,Teach Comp in Secondary School,C+,11,1,PI,"Boehm-Turner,Abby",Lecturer,AP,abt
1235,Sum 2023,UMNTC,UMNTC,CI,5475,1,LEC,Teaching Digital Writing,A,17,16,PI,"Rollag Yoon,Stephanie Marie",Lecturer,AP,sry
1235,Sum 2023,UMNTC,UMNTC,CI,5475,1,LEC,Teaching Digital Writing,B,17,1,PI,"Rollag Yoon,Stephanie Marie",Lecturer,AP,sry
1235,Sum 2023,UMNTC,UMNTC,CI,5631,1,LEC,Second Lang Curr Dev/Assess,A,10,8,PI,"Stone,Karla",Senior Lecturer,AP,ston0032
1235,Sum 2023,UMNTC,UMNTC,CI,5631,1,LEC,Second Lang Curr Dev/Assess,A-,10,1,PI,"Stone,Karla",Senior Lecturer,AP,ston0032
1235,Sum 2023,UMNTC,UMNTC,CI,5631,1,LEC,Second Lang Curr Dev/Assess,W,10,1,PI,"Stone,Karla",Senior Lecturer,AP,ston0032
1235,Sum 2023,UMNTC,UMNTC,CI,5741,1,LEC,Intro: Soc Studies Education,A,11,7,PI,"Beaton,Jehanne Helena",Education Program Spec 2,AP,beat0012
1235,Sum 2023,UMNTC,UMNTC,CI,5741,1,LEC,Intro: Soc Studies Education,A-,11,1,PI,"Beaton,Jehanne Helena",Education Program Spec 2,AP,beat0012
1235,Sum 2023,UMNTC,UMNTC,CI,5741,1,LEC,Intro: Soc Studies Education,B+,11,2,PI,"Beaton,Jehanne Helena",Education Program Spec 2,AP,beat0012
1235,Sum 2023,UMNTC,UMNTC,CI,5741,1,LEC,Intro: Soc Studies Education,C,11,1,PI,"Beaton,Jehanne Helena",Education Program Spec 2,AP,beat0012
1235,Sum 2023,UMNTC,UMNTC,CI,5743,1,LEC,Social Sciences/Social Studies,A,11,7,PI,"Nicosia,Emma Eckstein",,,
1235,Sum 2023,UMNTC,UMNTC,CI,5743,1,LEC,Social Sciences/Social Studies,A-,11,1,PI,"Nicosia,Emma Eckstein",,,
1235,Sum 2023,UMNTC,UMNTC,CI,5743,1,LEC,Social Sciences/Social Studies,B,11,2,PI,"Nicosia,Emma Eckstein",,,
1235,Sum 2023,UMNTC,UMNTC,CI,5743,1,LEC,Social Sciences/Social Studies,B+,11,1,PI,"Nicosia,Emma Eckstein",,,
1235,Sum 2023,UMNTC,UMNTC,CI,5980,300,FWK,Clinical Experiences for K-12,A,12,11,PI,"Owen,Stephanie",Education Program Spec 2,AP,owenx079
1235,Sum 2023,UMNTC,UMNTC,CI,5980,300,FWK,Clinical Experiences for K-12,C-,12,1,PI,"Owen,Stephanie",Education Program Spec 2,AP,owenx079
1235,Sum 2023,UMNTC,UMNTC,CLA,3500,502,LEC,Topics,A,11,10,PI,"Kost,Kiley M",Lecturer,AP,kost0147
1235,Sum 2023,UMNTC,UMNTC,CLA,3500,502,LEC,Topics,A-,11,1,PI,"Kost,Kiley M",Lecturer,AP,kost0147
1235,Sum 2023,UMNTC,UMNTC,CLA,3896,1,DIS,Internship Reflection,A,29,19,PI,"Anderson,Judy Colleen Roche",SS Pro 7,AP,ander011
1235,Sum 2023,UMNTC,UMNTC,CLA,3896,1,DIS,Internship Reflection,A-,29,2,PI,"Anderson,Judy Colleen Roche",SS Pro 7,AP,ander011
1235,Sum 2023,UMNTC,UMNTC,CLA,3896,1,DIS,Internship Reflection,B,29,1,PI,"Anderson,Judy Colleen Roche",SS Pro 7,AP,ander011
1235,Sum 2023,UMNTC,UMNTC,CLA,3896,1,DIS,Internship Reflection,B+,29,1,PI,"Anderson,Judy Colleen Roche",SS Pro 7,AP,ander011
1235,Sum 2023,UMNTC,UMNTC,CLA,3896,1,DIS,Internship Reflection,B-,29,1,PI,"Anderson,Judy Colleen Roche",SS Pro 7,AP,ander011
1235,Sum 2023,UMNTC,UMNTC,CLA,3896,1,DIS,Internship Reflection,C,29,1,PI,"Anderson,Judy Colleen Roche",SS Pro 7,AP,ander011
1235,Sum 2023,UMNTC,UMNTC,CLA,3896,1,DIS,Internship Reflection,C+,29,1,PI,"Anderson,Judy Colleen Roche",SS Pro 7,AP,ander011
1235,Sum 2023,UMNTC,UMNTC,CLA,3896,1,DIS,Internship Reflection,S,29,2,PI,"Anderson,Judy Colleen Roche",SS Pro 7,AP,ander011
1235,Sum 2023,UMNTC,UMNTC,CLA,3896,1,DIS,Internship Reflection,W,29,1,PI,"Anderson,Judy Colleen Roche",SS Pro 7,AP,ander011
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,1,LEC,Public Speaking,A,21,12,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,1,LEC,Public Speaking,A-,21,2,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,1,LEC,Public Speaking,B,21,2,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,1,LEC,Public Speaking,B+,21,2,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,1,LEC,Public Speaking,F,21,3,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,A,21,3,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,A-,21,5,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,B,21,1,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,B+,21,3,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,B-,21,2,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,C,21,1,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,C+,21,3,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,F,21,1,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,S,21,1,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,2,LEC,Public Speaking,W,21,1,PI,"Galarneault,Stephanie M",Lecturer,AP,galar006
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,101,LEC,Public Speaking,A,15,5,PI,"Odash,Diane L",Senior Teaching Specialist,AP,odas0002
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,101,LEC,Public Speaking,A-,15,2,PI,"Odash,Diane L",Senior Teaching Specialist,AP,odas0002
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,101,LEC,Public Speaking,B,15,2,PI,"Odash,Diane L",Senior Teaching Specialist,AP,odas0002
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,101,LEC,Public Speaking,B-,15,2,PI,"Odash,Diane L",Senior Teaching Specialist,AP,odas0002
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,101,LEC,Public Speaking,C+,15,1,PI,"Odash,Diane L",Senior Teaching Specialist,AP,odas0002
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,101,LEC,Public Speaking,F,15,1,PI,"Odash,Diane L",Senior Teaching Specialist,AP,odas0002
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,101,LEC,Public Speaking,S,15,1,PI,"Odash,Diane L",Senior Teaching Specialist,AP,odas0002
1235,Sum 2023,UMNTC,UMNTC,COMM,1101,101,LEC,Public Speaking,W,15,1,PI,"Odash,Diane L",Senior Teaching Specialist,AP,odas0002
1235,Sum 2023,UMNTC,UMNTC,COMM,1313W,1,LEC,Analysis of Argument,A,21,13,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,1313W,1,LEC,Analysis of Argument,A-,21,1,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,1313W,1,LEC,Analysis of Argument,B,21,4,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,1313W,1,LEC,Analysis of Argument,B-,21,2,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,1313W,1,LEC,Analysis of Argument,S,21,1,PI,"Cram Helwich,David",Senior Lecturer,AP,helwi012
1235,Sum 2023,UMNTC,UMNTC,COMM,3211,101,LEC,Introduction to Media Studies,A,19,10,PI,"Elias,Liora P.",Lecturer,AP,elia0039
1235,Sum 2023,UMNTC,UMNTC,COMM,3211,101,LEC,Introduction to Media Studies,B,19,3,PI,"Elias,Liora P.",Lecturer,AP,elia0039
1235,Sum 2023,UMNTC,UMNTC,COMM,3211,101,LEC,Introduction to Media Studies,B+,19,1,PI,"Elias,Liora P.",Lecturer,AP,elia0039
1235,Sum 2023,UMNTC,UMNTC,COMM,3211,101,LEC,Introduction to Media Studies,C,19,1,PI,"Elias,Liora P.",Lecturer,AP,elia0039
1235,Sum 2023,UMNTC,UMNTC,COMM,3211,101,LEC,Introduction to Media Studies,C+,19,1,PI,"Elias,Liora P.",Lecturer,AP,elia0039
1235,Sum 2023,UMNTC,UMNTC,COMM,3211,101,LEC,Introduction to Media Studies,F,19,2,PI,"Elias,Liora P.",Lecturer,AP,elia0039
1235,Sum 2023,UMNTC,UMNTC,COMM,3211,101,LEC,Introduction to Media Studies,S,19,1,PI,"Elias,Liora P.",Lecturer,AP,elia0039
1235,Sum 2023,UMNTC,UMNTC,COMM,3231,1,LEC,Reality TV: History/Culture/Ec,A,19,12,PI,"Ouellette,Laurie Jean",Professor,FA,ouell031
1235,Sum 2023,UMNTC,UMNTC,COMM,3231,1,LEC,Reality TV: History/Culture/Ec,A-,19,1,PI,"Ouellette,Laurie Jean",Professor,FA,ouell031
1235,Sum 2023,UMNTC,UMNTC,COMM,3231,1,LEC,Reality TV: History/Culture/Ec,B,19,1,PI,"Ouellette,Laurie Jean",Professor,FA,ouell031
1235,Sum 2023,UMNTC,UMNTC,COMM,3231,1,LEC,Reality TV: History/Culture/Ec,B+,19,1,PI,"Ouellette,Laurie Jean",Professor,FA,ouell031
1235,Sum 2023,UMNTC,UMNTC,COMM,3231,1,LEC,Reality TV: History/Culture/Ec,C,19,2,PI,"Ouellette,Laurie Jean",Professor,FA,ouell031
1235,Sum 2023,UMNTC,UMNTC,COMM,3231,1,LEC,Reality TV: History/Culture/Ec,F,19,2,PI,"Ouellette,Laurie Jean",Professor,FA,ouell031
1235,Sum 2023,UMNTC,UMNTC,COMM,3263W,1,LEC,Media Literacy,A,21,7,PI,"Fitzsimmons,Kristin",Lecturer,AP,fitz0332
1235,Sum 2023,UMNTC,UMNTC,COMM,3263W,1,LEC,Media Literacy,A-,21,7,PI,"Fitzsimmons,Kristin",Lecturer,AP,fitz0332
1235,Sum 2023,UMNTC,UMNTC,COMM,3263W,1,LEC,Media Literacy,B,21,2,PI,"Fitzsimmons,Kristin",Lecturer,AP,fitz0332
1235,Sum 2023,UMNTC,UMNTC,COMM,3263W,1,LEC,Media Literacy,B+,21,3,PI,"Fitzsimmons,Kristin",Lecturer,AP,fitz0332
1235,Sum 2023,UMNTC,UMNTC,COMM,3263W,1,LEC,Media Literacy,B-,21,1,PI,"Fitzsimmons,Kristin",Lecturer,AP,fitz0332
