TERM,INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,GRADE_HDCNT,NAME,INTERNET_ID,FULL_NAME
1259,UMNTC,UMNTC,CHEM,1065,006,Chemical Principles  I Lab,D,1,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,006,Chemical Principles  I Lab,F,2,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,006,Chemical Principles  I Lab,W,7,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,007,Chemical Principles  I Lab,A,80,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,007,Chemical Principles  I Lab,B,50,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,007,Chemical Principles  I Lab,C,5,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,007,Chemical Principles  I Lab,F,2,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,007,Chemical Principles  I Lab,W,6,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,008,Chemical Principles  I Lab,A,88,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,008,Chemical Principles  I Lab,B,32,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,008,Chemical Principles  I Lab,C,12,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,008,Chemical Principles  I Lab,D,3,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,008,Chemical Principles  I Lab,F,2,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,008,Chemical Principles  I Lab,W,1,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,009,Chemical Principles  I Lab,A,83,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,009,Chemical Principles  I Lab,B,38,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,009,Chemical Principles  I Lab,C,11,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,009,Chemical Principles  I Lab,F,3,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,009,Chemical Principles  I Lab,W,7,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,010,Chemical Principles  I Lab,A,104,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,010,Chemical Principles  I Lab,B,31,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,010,Chemical Principles  I Lab,C,6,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,010,Chemical Principles  I Lab,W,3,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,011,Chemical Principles  I Lab,A,87,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,011,Chemical Principles  I Lab,B,43,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,011,Chemical Principles  I Lab,C,9,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,011,Chemical Principles  I Lab,W,3,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,013,Chemical Principles  I Lab,A,103,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,013,Chemical Principles  I Lab,B,33,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,013,Chemical Principles  I Lab,C,3,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,013,Chemical Principles  I Lab,D,1,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,013,Chemical Principles  I Lab,F,2,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,013,Chemical Principles  I Lab,W,3,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,014,Chemical Principles  I Lab,A,99,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,014,Chemical Principles  I Lab,B,33,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,014,Chemical Principles  I Lab,C,4,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,014,Chemical Principles  I Lab,D,1,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,014,Chemical Principles  I Lab,W,7,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,015,Chemical Principles  I Lab,A,98,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,015,Chemical Principles  I Lab,B,33,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,015,Chemical Principles  I Lab,C,3,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,015,Chemical Principles  I Lab,F,2,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,015,Chemical Principles  I Lab,W,8,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,016,Chemical Principles  I Lab,A,94,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,016,Chemical Principles  I Lab,B,33,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,016,Chemical Principles  I Lab,C,10,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,016,Chemical Principles  I Lab,F,2,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,016,Chemical Principles  I Lab,W,4,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,017,Chemical Principles  I Lab,A,100,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,017,Chemical Principles  I Lab,B,32,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,017,Chemical Principles  I Lab,C,6,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,017,Chemical Principles  I Lab,F,1,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,017,Chemical Principles  I Lab,W,5,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,018,Chemical Principles  I Lab,A,84,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,018,Chemical Principles  I Lab,B,48,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,018,Chemical Principles  I Lab,C,7,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,018,Chemical Principles  I Lab,D,1,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,018,Chemical Principles  I Lab,F,1,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,018,Chemical Principles  I Lab,W,3,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,019,Chemical Principles  I Lab,A,86,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,019,Chemical Principles  I Lab,B,41,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,019,Chemical Principles  I Lab,C,8,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1065,019,Chemical Principles  I Lab,W,6,Michelle Driessen,mdd,CHEM 1065
1259,UMNTC,UMNTC,CHEM,1066,002,Chem Prin II Lab,A,26,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,002,Chem Prin II Lab,B,18,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,002,Chem Prin II Lab,W,2,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,003,Chem Prin II Lab,A,39,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,003,Chem Prin II Lab,B,4,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,003,Chem Prin II Lab,C,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,003,Chem Prin II Lab,W,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,005,Chem Prin II Lab,A,16,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,005,Chem Prin II Lab,B,7,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,005,Chem Prin II Lab,C,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,006,Chem Prin II Lab,A,38,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,006,Chem Prin II Lab,B,7,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,006,Chem Prin II Lab,C,2,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,006,Chem Prin II Lab,F,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,007,Chem Prin II Lab,A,36,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,007,Chem Prin II Lab,B,8,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,007,Chem Prin II Lab,C,2,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,007,Chem Prin II Lab,F,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,009,Chem Prin II Lab,A,37,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,009,Chem Prin II Lab,B,6,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,009,Chem Prin II Lab,F,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,009,Chem Prin II Lab,W,3,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,010,Chem Prin II Lab,A,19,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,010,Chem Prin II Lab,B,3,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,010,Chem Prin II Lab,C,2,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,011,Chem Prin II Lab,A,34,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,011,Chem Prin II Lab,B,11,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,011,Chem Prin II Lab,F,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,011,Chem Prin II Lab,W,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,014,Chem Prin II Lab,A,34,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,014,Chem Prin II Lab,B,9,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,014,Chem Prin II Lab,C,2,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,014,Chem Prin II Lab,D,3,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,015,Chem Prin II Lab,A,41,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,015,Chem Prin II Lab,B,5,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,015,Chem Prin II Lab,W,2,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,016,Chem Prin II Lab,A,40,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,016,Chem Prin II Lab,B,5,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,016,Chem Prin II Lab,C,2,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,016,Chem Prin II Lab,F,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,017,Chem Prin II Lab,A,34,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,017,Chem Prin II Lab,B,8,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,017,Chem Prin II Lab,C,3,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,018,Chem Prin II Lab,A,19,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,018,Chem Prin II Lab,B,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,018,Chem Prin II Lab,C,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,018,Chem Prin II Lab,W,1,Michelle Driessen,mdd,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,019,Chem Prin II Lab,A,20,Nancy Thao,thao,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,019,Chem Prin II Lab,B,3,Nancy Thao,thao,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1066,019,Chem Prin II Lab,C,1,Nancy Thao,thao,CHEM 1066
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,A,36,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,A-,26,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,B,28,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,B+,21,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,B-,19,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,C,17,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,C+,24,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,C-,15,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,D+,5,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,F,2,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,001,Gen Chem I for Phy Sci & Engr,W,6,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,A,55,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,A-,25,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,B,45,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,B+,33,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,B-,24,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,C,48,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,C+,45,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,C-,13,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,D,4,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,D+,2,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,F,4,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071,002,Gen Chem I for Phy Sci & Engr,W,18,Doreen Leopold,dleopold,CHEM 1071
1259,UMNTC,UMNTC,CHEM,1071H,001,Honors Chemistry I,A,18,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,001,Honors Chemistry I,A-,3,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,001,Honors Chemistry I,B,2,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,001,Honors Chemistry I,B+,2,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,001,Honors Chemistry I,B-,2,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,001,Honors Chemistry I,C,1,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,001,Honors Chemistry I,C+,2,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,001,Honors Chemistry I,W,1,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,002,Honors Chemistry I,A,14,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,002,Honors Chemistry I,A-,8,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,002,Honors Chemistry I,B,2,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,002,Honors Chemistry I,B+,4,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,002,Honors Chemistry I,B-,1,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,002,Honors Chemistry I,C,1,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,002,Honors Chemistry I,C+,5,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1071H,002,Honors Chemistry I,C-,1,Doreen Leopold,dleopold,CHEM 1071H
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,A,17,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,A-,10,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,B,8,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,B+,8,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,B-,5,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,C,5,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,C+,6,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,C-,8,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,D,3,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,F,1,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072,001,Gen Chem II for Phy Sci & Engr,W,2,Lee Penn,rleepenn,CHEM 1072
1259,UMNTC,UMNTC,CHEM,1072H,001,Honors Chemistry II,A,5,Lee Penn,rleepenn,CHEM 1072H
1259,UMNTC,UMNTC,CHEM,1072H,001,Honors Chemistry II,A-,1,Lee Penn,rleepenn,CHEM 1072H
1259,UMNTC,UMNTC,CHEM,1072H,001,Honors Chemistry II,B+,4,Lee Penn,rleepenn,CHEM 1072H
1259,UMNTC,UMNTC,CHEM,1072H,001,Honors Chemistry II,B-,3,Lee Penn,rleepenn,CHEM 1072H
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,A,60,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,A-,46,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,B,35,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,B+,27,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,B-,27,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,C,15,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,C+,19,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,C-,9,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,D,3,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,D+,2,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,F,5,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,001,Chemistry for Life Sciences I,W,16,Yutong Liu,ytliu,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,A,92,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,A-,57,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,B,38,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,B+,42,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,B-,29,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,C,18,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,C+,17,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,C-,12,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,D,2,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,D+,6,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,F,7,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1081,002,Chemistry for Life Sciences I,W,14,Angela Perkins,aperkins,CHEM 1081
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,A,9,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,A-,10,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,B,10,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,B+,9,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,B-,12,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,C,7,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,C+,10,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,C-,5,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,D,5,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,F,7,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1082,001,Chemistry for Life Sciences II,W,18,Alexei Novikov,anovikov,CHEM 1082
1259,UMNTC,UMNTC,CHEM,1086,001,Chemistry for Life Sci II Lab,A,6,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,001,Chemistry for Life Sci II Lab,A-,7,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,001,Chemistry for Life Sci II Lab,B,2,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,001,Chemistry for Life Sci II Lab,B+,3,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,001,Chemistry for Life Sci II Lab,B-,2,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,001,Chemistry for Life Sci II Lab,D,1,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,001,Chemistry for Life Sci II Lab,W,1,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,002,Chemistry for Life Sci II Lab,A,10,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,002,Chemistry for Life Sci II Lab,A-,4,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,002,Chemistry for Life Sci II Lab,B,1,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,002,Chemistry for Life Sci II Lab,B+,1,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,002,Chemistry for Life Sci II Lab,B-,2,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,002,Chemistry for Life Sci II Lab,C,2,Angela Perkins,aperkins,CHEM 1086
1259,UMNTC,UMNTC,CHEM,1086,002,Chemistry for Life Sci II Lab,C+,1,Angela Perkins,aperkins,CHEM 1086
