TERM_DESCR,INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,COMPONENT_MAIN,DESCR,CRSE_GRADE_OFF,CLASS_HDCNT,GRADE_HDCNT,INSTR_ROLE,HR_NAME,JOBCODE_DESCR,UM_JOBCODE_GROUP,INTERNET_ID
Sum 2024,UMNTC,UMNTC,CHEM,1015,001,LEC,Intro Chem: Lecture,C,34,1,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1015,001,LEC,Intro Chem: Lecture,C-,34,3,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1015,001,LEC,Intro Chem: Lecture,D,34,4,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1015,001,LEC,Intro Chem: Lecture,F,34,4,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1015,001,LEC,Intro Chem: Lecture,S,34,1,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1015,001,LEC,Intro Chem: Lecture,W,34,5,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1017,001,LAB,INTRO CHEM: LAB,A,13,6,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1017,001,LAB,INTRO CHEM: LAB,A-,13,2,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1017,001,LAB,INTRO CHEM: LAB,B+,13,4,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1017,001,LAB,INTRO CHEM: LAB,W,13,1,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,A,99,3,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,A-,99,3,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,B,99,10,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,B+,99,7,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,B-,99,9,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,C,99,11,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,C+,99,19,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,C-,99,11,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,D,99,8,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,F,99,7,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1061,001,LEC,Chem Prin I,W,99,11,PI,"Novikov,Alexei V",Lecturer,AP,anovikov
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,A,74,3,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,A-,74,5,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,B,74,8,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,B+,74,8,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,B-,74,4,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,C,74,15,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,C+,74,9,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,C-,74,12,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,D,74,6,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,F,74,3,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1062,001,LEC,Chem Prin II,W,74,1,PI,"Pelton,Emily",Assistant Professor,FA,epelton
Sum 2024,UMNTC,UMNTC,CHEM,1065,001,LAB,Chem Prin I Lab,A,49,18,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1065,001,LAB,Chem Prin I Lab,B,49,23,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1065,001,LAB,Chem Prin I Lab,C,49,1,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1065,001,LAB,Chem Prin I Lab,F,49,1,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1065,001,LAB,Chem Prin I Lab,W,49,6,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1066,001,LAB,Chem Prin II Lab,A,49,44,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1066,001,LAB,Chem Prin II Lab,C,49,4,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNTC,UMNTC,CHEM,1066,001,LAB,Chem Prin II Lab,W,49,1,PI,"Driessen,Michelle",Professor,FA,mdd
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,A,38,1,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,A-,38,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,B,38,5,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,B+,38,4,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,B-,38,5,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,C,38,4,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,C+,38,5,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,C-,38,3,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,D,38,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,D+,38,1,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,F,38,4,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1153,001,LEC,General Chemistry I,W,38,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,001,LAB,General Chem Lab I,A,18,1,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,001,LAB,General Chem Lab I,A-,18,1,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,001,LAB,General Chem Lab I,B,18,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,001,LAB,General Chem Lab I,B+,18,4,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,001,LAB,General Chem Lab I,C,18,3,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,001,LAB,General Chem Lab I,C+,18,1,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,001,LAB,General Chem Lab I,D,18,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,001,LAB,General Chem Lab I,F,18,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,001,LAB,General Chem Lab I,W,18,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,002,LAB,General Chem Lab I,A,14,1,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,002,LAB,General Chem Lab I,A-,14,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,002,LAB,General Chem Lab I,B,14,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,002,LAB,General Chem Lab I,B+,14,4,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,002,LAB,General Chem Lab I,B-,14,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,002,LAB,General Chem Lab I,C,14,1,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1154,002,LAB,General Chem Lab I,F,14,2,PI,"Lakhan (he/him/his),Romesh",Instructor,FA,lakh0012
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,A,32,4,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,A-,32,7,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,B,32,4,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,B+,32,4,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,B-,32,2,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,C,32,2,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,C+,32,2,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,D,32,3,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,D+,32,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,F,32,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1155,001,LEC,General Chemistry II,W,32,2,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,001,LAB,General Chem Lab II,A,15,6,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,001,LAB,General Chem Lab II,A-,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,001,LAB,General Chem Lab II,B,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,001,LAB,General Chem Lab II,B+,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,001,LAB,General Chem Lab II,B-,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,001,LAB,General Chem Lab II,C,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,001,LAB,General Chem Lab II,C+,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,001,LAB,General Chem Lab II,F,15,3,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,002,LAB,General Chem Lab II,A,15,4,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,002,LAB,General Chem Lab II,A-,15,3,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,002,LAB,General Chem Lab II,B+,15,4,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,002,LAB,General Chem Lab II,C,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,002,LAB,General Chem Lab II,D,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,002,LAB,General Chem Lab II,F,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,1156,002,LAB,General Chem Lab II,W,15,1,PI,"Gute,Brian D",Instructor,FA,bgute2
Sum 2024,UMNDL,UMNDL,CHEM,2222,001,LEC,Quantitative Analysis,A,15,1,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2222,001,LEC,Quantitative Analysis,A-,15,2,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2222,001,LEC,Quantitative Analysis,B,15,3,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2222,001,LEC,Quantitative Analysis,B+,15,4,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2222,001,LEC,Quantitative Analysis,B-,15,2,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2222,001,LEC,Quantitative Analysis,C+,15,2,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2222,001,LEC,Quantitative Analysis,W,15,1,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2223,001,LAB,Quantitative Analysis Lab,A,14,6,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2223,001,LAB,Quantitative Analysis Lab,A-,14,3,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2223,001,LAB,Quantitative Analysis Lab,C,14,1,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2223,001,LAB,Quantitative Analysis Lab,C+,14,1,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2223,001,LAB,Quantitative Analysis Lab,C-,14,2,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNDL,UMNDL,CHEM,2223,001,LAB,Quantitative Analysis Lab,W,14,1,PI,"Metto,Eve",Assistant Professor,FA,emetto
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,A,92,13,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,A-,92,12,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,B,92,1,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,B+,92,9,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,B-,92,7,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,C,92,11,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,C+,92,13,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,C-,92,8,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,D,92,8,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,F,92,8,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2301,001,LEC,Organic Chemistry I,W,92,2,PI,"Salmon,Debra J",Assistant Professor,FA,djsalmon
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,A,48,8,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,A-,48,5,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,B,48,3,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,B-,48,2,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,C,48,2,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,C+,48,6,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,C-,48,8,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,D+,48,5,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,F,48,5,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2302,001,LEC,Org Chem II,W,48,4,PI,"Perkins,Angela",Associate Professor,FA,aperkins
Sum 2024,UMNTC,UMNTC,CHEM,2311,002,LAB,Organic Lab,A,23,16,PI,"Howitz,Will",Assistant Professor,FA,whowitz
Sum 2024,UMNTC,UMNTC,CHEM,2311,002,LAB,Organic Lab,A-,23,1,PI,"Howitz,Will",Assistant Professor,FA,whowitz
Sum 2024,UMNTC,UMNTC,CHEM,2311,002,LAB,Organic Lab,B,23,1,PI,"Howitz,Will",Assistant Professor,FA,whowitz
Sum 2024,UMNTC,UMNTC,CHEM,2311,002,LAB,Organic Lab,B+,23,1,PI,"Howitz,Will",Assistant Professor,FA,whowitz
Sum 2024,UMNTC,UMNTC,CHEM,2311,002,LAB,Organic Lab,C,23,1,PI,"Howitz,Will",Assistant Professor,FA,whowitz
Sum 2024,UMNTC,UMNTC,CHEM,2311,002,LAB,Organic Lab,C+,23,2,PI,"Howitz,Will",Assistant Professor,FA,whowitz
Sum 2024,UMNTC,UMNTC,CHEM,2311,002,LAB,Organic Lab,W,23,1,PI,"Howitz,Will",Assistant Professor,FA,whowitz
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,A,64,23,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,B,64,4,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,B+,64,1,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,B-,64,7,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,C,64,11,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,C+,64,1,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,C-,64,5,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,D,64,5,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,D+,64,3,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,F,64,3,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2541,001,LEC,Organic Chemistry I,W,64,1,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,A,36,1,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,B,36,6,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,B+,36,2,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,B-,36,1,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,C,36,10,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,C+,36,3,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,C-,36,4,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,D,36,3,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,D+,36,2,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,F,36,1,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2542,001,LEC,Organic Chemistry II,W,36,3,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2543,001,LAB,Organic Chemistry I Lab,A,13,11,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2543,001,LAB,Organic Chemistry I Lab,A-,13,1,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2543,001,LAB,Organic Chemistry I Lab,B-,13,1,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2543,002,LAB,Organic Chemistry I Lab,A,15,10,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2543,002,LAB,Organic Chemistry I Lab,A-,15,2,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2543,002,LAB,Organic Chemistry I Lab,B,15,1,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2543,002,LAB,Organic Chemistry I Lab,B+,15,1,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2543,002,LAB,Organic Chemistry I Lab,C+,15,1,PI,"Mereddy,Sangeeta",Assistant Professor,FA,smereddy
Sum 2024,UMNDL,UMNDL,CHEM,2544,001,LAB,Organic Chemistry II Lab,A,15,1,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,001,LAB,Organic Chemistry II Lab,A-,15,1,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,001,LAB,Organic Chemistry II Lab,B,15,2,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,001,LAB,Organic Chemistry II Lab,B+,15,3,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,001,LAB,Organic Chemistry II Lab,B-,15,1,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,001,LAB,Organic Chemistry II Lab,C-,15,2,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,001,LAB,Organic Chemistry II Lab,D+,15,1,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,001,LAB,Organic Chemistry II Lab,F,15,1,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,001,LAB,Organic Chemistry II Lab,W,15,3,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,002,LAB,Organic Chemistry II Lab,A,11,3,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
Sum 2024,UMNDL,UMNDL,CHEM,2544,002,LAB,Organic Chemistry II Lab,A-,11,1,PI,"Grundt,Peter",Associate Professor,FA,pgrundt
