TERM,TERM_DESCR,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,COMPONENT_MAIN,DESCR,CRSE_GRADE_OFF,GRADE_HDCNT,HR_NAME,INTERNET_ID,FULL_NAME
1233,Spr 2023,UMNTC,CSCL,1301W,004,LEC,Reading Culture,F,1,Timothy Brennan,brenn032,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,004,LEC,Reading Culture,W,3,Timothy Brennan,brenn032,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,005,LEC,Reading Culture,A,4,Saskia Jaszoltowski,,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,005,LEC,Reading Culture,A-,2,Saskia Jaszoltowski,,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,005,LEC,Reading Culture,B,2,Saskia Jaszoltowski,,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,005,LEC,Reading Culture,B+,1,Saskia Jaszoltowski,,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,005,LEC,Reading Culture,B-,4,Saskia Jaszoltowski,,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,005,LEC,Reading Culture,C,1,Saskia Jaszoltowski,,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,005,LEC,Reading Culture,C+,2,Saskia Jaszoltowski,,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,005,LEC,Reading Culture,C-,1,Saskia Jaszoltowski,,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1301W,005,LEC,Reading Culture,F,1,Saskia Jaszoltowski,,CSCL 1301W
1233,Spr 2023,UMNTC,CSCL,1401W,001,LEC,Reading Literature,A,2,Cory Stockwell,stoc0142,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,001,LEC,Reading Literature,A-,7,Cory Stockwell,stoc0142,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,001,LEC,Reading Literature,B,4,Cory Stockwell,stoc0142,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,001,LEC,Reading Literature,B+,9,Cory Stockwell,stoc0142,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,001,LEC,Reading Literature,B-,1,Cory Stockwell,stoc0142,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,001,LEC,Reading Literature,F,1,Cory Stockwell,stoc0142,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,003,LEC,Reading Literature,A,17,Alexandra Leong,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,003,LEC,Reading Literature,A-,2,Alexandra Leong,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,003,LEC,Reading Literature,B,1,Alexandra Leong,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,003,LEC,Reading Literature,C+,1,Alexandra Leong,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,003,LEC,Reading Literature,S,1,Alexandra Leong,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,004,LEC,Reading Literature,A,7,Jeremy Meckler,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,004,LEC,Reading Literature,A-,2,Jeremy Meckler,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,004,LEC,Reading Literature,B,2,Jeremy Meckler,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,004,LEC,Reading Literature,B+,1,Jeremy Meckler,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,004,LEC,Reading Literature,B-,2,Jeremy Meckler,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,004,LEC,Reading Literature,C,1,Jeremy Meckler,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,004,LEC,Reading Literature,F,2,Jeremy Meckler,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,004,LEC,Reading Literature,S,6,Jeremy Meckler,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1401W,004,LEC,Reading Literature,W,2,Jeremy Meckler,,CSCL 1401W
1233,Spr 2023,UMNTC,CSCL,1501W,002,LEC,Reading History,A,6,Heidar Azodanloo,azod0001,CSCL 1501W
1233,Spr 2023,UMNTC,CSCL,1501W,002,LEC,Reading History,A-,11,Heidar Azodanloo,azod0001,CSCL 1501W
1233,Spr 2023,UMNTC,CSCL,1501W,002,LEC,Reading History,B,2,Heidar Azodanloo,azod0001,CSCL 1501W
1233,Spr 2023,UMNTC,CSCL,1501W,002,LEC,Reading History,B+,2,Heidar Azodanloo,azod0001,CSCL 1501W
1233,Spr 2023,UMNTC,CSCL,1501W,002,LEC,Reading History,C,1,Heidar Azodanloo,azod0001,CSCL 1501W
1233,Spr 2023,UMNTC,CSCL,1501W,002,LEC,Reading History,C+,1,Heidar Azodanloo,azod0001,CSCL 1501W
1233,Spr 2023,UMNTC,CSCL,1501W,002,LEC,Reading History,S,1,Heidar Azodanloo,azod0001,CSCL 1501W
1233,Spr 2023,UMNTC,CSCL,1501W,002,LEC,Reading History,W,1,Heidar Azodanloo,azod0001,CSCL 1501W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,A,3,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,A-,6,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,B,7,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,B+,2,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,B-,5,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,C,1,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,C+,2,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,F,1,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,S,1,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3111W,001,LEC,Close Reading,W,2,Heidar Azodanloo,azod0001,CSCL 3111W
1233,Spr 2023,UMNTC,CSCL,3122,001,LEC,Movements and Manifestos,A,2,John Hicks,hicks494,CSCL 3122
1233,Spr 2023,UMNTC,CSCL,3122,001,LEC,Movements and Manifestos,A-,10,John Hicks,hicks494,CSCL 3122
1233,Spr 2023,UMNTC,CSCL,3122,001,LEC,Movements and Manifestos,B+,8,John Hicks,hicks494,CSCL 3122
1233,Spr 2023,UMNTC,CSCL,3122,001,LEC,Movements and Manifestos,S,1,John Hicks,hicks494,CSCL 3122
1233,Spr 2023,UMNTC,CSCL,3122,001,LEC,Movements and Manifestos,W,2,John Hicks,hicks494,CSCL 3122
1233,Spr 2023,UMNTC,CSCL,3130W,001,LEC,Col/Postcolonial Lit & Theory,A,5,Christian Uwe,cuwe,CSCL 3130W
1233,Spr 2023,UMNTC,CSCL,3130W,001,LEC,Col/Postcolonial Lit & Theory,A-,5,Christian Uwe,cuwe,CSCL 3130W
1233,Spr 2023,UMNTC,CSCL,3130W,001,LEC,Col/Postcolonial Lit & Theory,B,4,Christian Uwe,cuwe,CSCL 3130W
1233,Spr 2023,UMNTC,CSCL,3130W,001,LEC,Col/Postcolonial Lit & Theory,B+,2,Christian Uwe,cuwe,CSCL 3130W
1233,Spr 2023,UMNTC,CSCL,3130W,001,LEC,Col/Postcolonial Lit & Theory,B-,3,Christian Uwe,cuwe,CSCL 3130W
1233,Spr 2023,UMNTC,CSCL,3130W,001,LEC,Col/Postcolonial Lit & Theory,C,1,Christian Uwe,cuwe,CSCL 3130W
1233,Spr 2023,UMNTC,CSCL,3130W,001,LEC,Col/Postcolonial Lit & Theory,C+,1,Christian Uwe,cuwe,CSCL 3130W
1233,Spr 2023,UMNTC,CSCL,3130W,001,LEC,Col/Postcolonial Lit & Theory,S,3,Christian Uwe,cuwe,CSCL 3130W
1233,Spr 2023,UMNTC,CSCL,3130W,001,LEC,Col/Postcolonial Lit & Theory,W,1,Christian Uwe,cuwe,CSCL 3130W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,A,7,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,A-,1,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,B,2,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,B+,8,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,C,1,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,C+,1,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,C-,2,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,D,2,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,D+,1,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3212W,001,LEC,Documentary Cinema,F,1,Ricardo Velasco Trujillo,velas135,CSCL 3212W
1233,Spr 2023,UMNTC,CSCL,3220W,001,LEC,Screen Cultures,A,17,Matthew Henseler,hens0073,CSCL 3220W
1233,Spr 2023,UMNTC,CSCL,3220W,001,LEC,Screen Cultures,A-,4,Matthew Henseler,hens0073,CSCL 3220W
1233,Spr 2023,UMNTC,CSCL,3220W,001,LEC,Screen Cultures,B+,4,Matthew Henseler,hens0073,CSCL 3220W
1233,Spr 2023,UMNTC,CSCL,3220W,001,LEC,Screen Cultures,B-,1,Matthew Henseler,hens0073,CSCL 3220W
1233,Spr 2023,UMNTC,CSCL,3220W,001,LEC,Screen Cultures,C,2,Matthew Henseler,hens0073,CSCL 3220W
1233,Spr 2023,UMNTC,CSCL,3220W,001,LEC,Screen Cultures,C+,1,Matthew Henseler,hens0073,CSCL 3220W
1233,Spr 2023,UMNTC,CSCL,3220W,001,LEC,Screen Cultures,F,1,Matthew Henseler,hens0073,CSCL 3220W
1233,Spr 2023,UMNTC,CSCL,3220W,001,LEC,Screen Cultures,S,1,Matthew Henseler,hens0073,CSCL 3220W
1233,Spr 2023,UMNTC,CSCL,3220W,001,LEC,Screen Cultures,W,1,Matthew Henseler,hens0073,CSCL 3220W
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,A,21,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,A-,6,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,B,4,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,B+,2,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,B-,5,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,C,1,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,C-,1,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,F,4,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,S,1,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3221,001,LEC,On Television,W,2,Brad Stiffler,stiff011,CSCL 3221
1233,Spr 2023,UMNTC,CSCL,3231,001,LEC,Comedy: Media/Politics/Society,A,13,Matthew Hadley,hadl0046,CSCL 3231
1233,Spr 2023,UMNTC,CSCL,3231,001,LEC,Comedy: Media/Politics/Society,A-,6,Matthew Hadley,hadl0046,CSCL 3231
1233,Spr 2023,UMNTC,CSCL,3231,001,LEC,Comedy: Media/Politics/Society,B,1,Matthew Hadley,hadl0046,CSCL 3231
1233,Spr 2023,UMNTC,CSCL,3231,001,LEC,Comedy: Media/Politics/Society,B+,5,Matthew Hadley,hadl0046,CSCL 3231
1233,Spr 2023,UMNTC,CSCL,3231,001,LEC,Comedy: Media/Politics/Society,C+,1,Matthew Hadley,hadl0046,CSCL 3231
1233,Spr 2023,UMNTC,CSCL,3231,001,LEC,Comedy: Media/Politics/Society,W,2,Matthew Hadley,hadl0046,CSCL 3231
1233,Spr 2023,UMNTC,CSCL,3251,001,LEC,Popular Music and Mass Culture,A,12,Matthew Henseler,hens0073,CSCL 3251
1233,Spr 2023,UMNTC,CSCL,3251,001,LEC,Popular Music and Mass Culture,A-,7,Matthew Henseler,hens0073,CSCL 3251
1233,Spr 2023,UMNTC,CSCL,3251,001,LEC,Popular Music and Mass Culture,B,2,Matthew Henseler,hens0073,CSCL 3251
1233,Spr 2023,UMNTC,CSCL,3251,001,LEC,Popular Music and Mass Culture,B+,2,Matthew Henseler,hens0073,CSCL 3251
1233,Spr 2023,UMNTC,CSCL,3251,001,LEC,Popular Music and Mass Culture,C,1,Matthew Henseler,hens0073,CSCL 3251
1233,Spr 2023,UMNTC,CSCL,3251,001,LEC,Popular Music and Mass Culture,F,2,Matthew Henseler,hens0073,CSCL 3251
1233,Spr 2023,UMNTC,CSCL,3322,001,LEC,Visions of Nature,A,14,Courtney Gildersleeve,giode001,CSCL 3322
1233,Spr 2023,UMNTC,CSCL,3322,001,LEC,Visions of Nature,A-,2,Courtney Gildersleeve,giode001,CSCL 3322
1233,Spr 2023,UMNTC,CSCL,3322,001,LEC,Visions of Nature,B+,1,Courtney Gildersleeve,giode001,CSCL 3322
1233,Spr 2023,UMNTC,CSCL,3322,001,LEC,Visions of Nature,F,1,Courtney Gildersleeve,giode001,CSCL 3322
1233,Spr 2023,UMNTC,CSCL,3322,001,LEC,Visions of Nature,W,1,Courtney Gildersleeve,giode001,CSCL 3322
1233,Spr 2023,UMNTC,CSCL,3323,001,LEC,Science and Culture,A,29,Matthew Hadley,hadl0046,CSCL 3323
1233,Spr 2023,UMNTC,CSCL,3323,001,LEC,Science and Culture,A-,18,Matthew Hadley,hadl0046,CSCL 3323
1233,Spr 2023,UMNTC,CSCL,3323,001,LEC,Science and Culture,B,1,Matthew Hadley,hadl0046,CSCL 3323
1233,Spr 2023,UMNTC,CSCL,3323,001,LEC,Science and Culture,B+,8,Matthew Hadley,hadl0046,CSCL 3323
1233,Spr 2023,UMNTC,CSCL,3323,001,LEC,Science and Culture,D,1,Matthew Hadley,hadl0046,CSCL 3323
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",A,31,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",A-,9,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",B,8,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",B+,11,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",B-,1,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",C,1,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",C+,2,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",C-,1,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",D,1,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",F,1,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",S,3,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3334,001,LEC,"Monsters, Robots, Cyborgs",W,3,Matthew Hadley,hadl0046,CSCL 3334
1233,Spr 2023,UMNTC,CSCL,3350W,001,LEC,Sexuality and Culture,A,8,Thomas David,davi0914,CSCL 3350W
1233,Spr 2023,UMNTC,CSCL,3350W,001,LEC,Sexuality and Culture,A-,9,Thomas David,davi0914,CSCL 3350W
1233,Spr 2023,UMNTC,CSCL,3350W,001,LEC,Sexuality and Culture,B,4,Thomas David,davi0914,CSCL 3350W
1233,Spr 2023,UMNTC,CSCL,3350W,001,LEC,Sexuality and Culture,B+,8,Thomas David,davi0914,CSCL 3350W
1233,Spr 2023,UMNTC,CSCL,3350W,001,LEC,Sexuality and Culture,C,2,Thomas David,davi0914,CSCL 3350W
1233,Spr 2023,UMNTC,CSCL,3350W,001,LEC,Sexuality and Culture,C-,1,Thomas David,davi0914,CSCL 3350W
1233,Spr 2023,UMNTC,CSCL,3350W,001,LEC,Sexuality and Culture,S,1,Thomas David,davi0914,CSCL 3350W
1233,Spr 2023,UMNTC,CSCL,3350W,001,LEC,Sexuality and Culture,W,4,Thomas David,davi0914,CSCL 3350W
1233,Spr 2023,UMNTC,CSCL,3351W,001,LEC,Body and Politics,A,9,Zosha Winegar-Schultz,,CSCL 3351W
1233,Spr 2023,UMNTC,CSCL,3351W,001,LEC,Body and Politics,A-,2,Zosha Winegar-Schultz,,CSCL 3351W
1233,Spr 2023,UMNTC,CSCL,3351W,001,LEC,Body and Politics,B,6,Zosha Winegar-Schultz,,CSCL 3351W
1233,Spr 2023,UMNTC,CSCL,3351W,001,LEC,Body and Politics,B+,5,Zosha Winegar-Schultz,,CSCL 3351W
1233,Spr 2023,UMNTC,CSCL,3351W,001,LEC,Body and Politics,B-,1,Zosha Winegar-Schultz,,CSCL 3351W
1233,Spr 2023,UMNTC,CSCL,3351W,001,LEC,Body and Politics,C,1,Zosha Winegar-Schultz,,CSCL 3351W
1233,Spr 2023,UMNTC,CSCL,3351W,001,LEC,Body and Politics,S,1,Zosha Winegar-Schultz,,CSCL 3351W
1233,Spr 2023,UMNTC,CSCL,3352W,001,LEC,Queer Aesthetics & Critique,A,4,Eva Hudecova,hude0011,CSCL 3352W
1233,Spr 2023,UMNTC,CSCL,3352W,001,LEC,Queer Aesthetics & Critique,A-,2,Eva Hudecova,hude0011,CSCL 3352W
1233,Spr 2023,UMNTC,CSCL,3352W,001,LEC,Queer Aesthetics & Critique,B,8,Eva Hudecova,hude0011,CSCL 3352W
1233,Spr 2023,UMNTC,CSCL,3352W,001,LEC,Queer Aesthetics & Critique,B+,2,Eva Hudecova,hude0011,CSCL 3352W
1233,Spr 2023,UMNTC,CSCL,3352W,001,LEC,Queer Aesthetics & Critique,C,1,Eva Hudecova,hude0011,CSCL 3352W
1233,Spr 2023,UMNTC,CSCL,3352W,001,LEC,Queer Aesthetics & Critique,F,1,Eva Hudecova,hude0011,CSCL 3352W
1233,Spr 2023,UMNTC,CSCL,3352W,001,LEC,Queer Aesthetics & Critique,N,1,Eva Hudecova,hude0011,CSCL 3352W
1233,Spr 2023,UMNTC,CSCL,3352W,001,LEC,Queer Aesthetics & Critique,S,1,Eva Hudecova,hude0011,CSCL 3352W
1233,Spr 2023,UMNTC,CSCL,3352W,001,LEC,Queer Aesthetics & Critique,W,3,Eva Hudecova,hude0011,CSCL 3352W
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,A,12,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,A-,3,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,B+,2,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,B-,2,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,C,6,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,C+,1,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,D+,1,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,F,2,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,S,2,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3405,001,LEC,Marx for Today,W,3,Cesare Casarino,casarino,CSCL 3405
1233,Spr 2023,UMNTC,CSCL,3425W,001,LEC,Critical Theory & Soc Change,A,25,Michael Gallope,mgallope,CSCL 3425W
1233,Spr 2023,UMNTC,CSCL,3425W,001,LEC,Critical Theory & Soc Change,A-,6,Michael Gallope,mgallope,CSCL 3425W
1233,Spr 2023,UMNTC,CSCL,3425W,001,LEC,Critical Theory & Soc Change,B+,4,Michael Gallope,mgallope,CSCL 3425W
1233,Spr 2023,UMNTC,CSCL,3425W,001,LEC,Critical Theory & Soc Change,C,1,Michael Gallope,mgallope,CSCL 3425W
1233,Spr 2023,UMNTC,CSCL,3425W,001,LEC,Critical Theory & Soc Change,F,1,Michael Gallope,mgallope,CSCL 3425W
1233,Spr 2023,UMNTC,CSCL,3425W,001,LEC,Critical Theory & Soc Change,W,1,Michael Gallope,mgallope,CSCL 3425W
1233,Spr 2023,UMNTC,CSE,1012,002,LAB,Project-based Inquiry,A,17,Aaron Massari,massari,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,002,LAB,Project-based Inquiry,A-,2,Aaron Massari,massari,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,003,LAB,Project-based Inquiry,A,9,James Flaten,flate001,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,003,LAB,Project-based Inquiry,A-,5,James Flaten,flate001,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,003,LAB,Project-based Inquiry,B+,2,James Flaten,flate001,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,003,LAB,Project-based Inquiry,W,2,James Flaten,flate001,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,005,LAB,Project-based Inquiry,A,12,Lorraine Francis,lfrancis,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,005,LAB,Project-based Inquiry,A-,2,Lorraine Francis,lfrancis,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,005,LAB,Project-based Inquiry,B,2,Lorraine Francis,lfrancis,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,005,LAB,Project-based Inquiry,B+,1,Lorraine Francis,lfrancis,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,006,LAB,Project-based Inquiry,A,18,Lauren Linderman,llinderm,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,006,LAB,Project-based Inquiry,B+,1,Lauren Linderman,llinderm,CSE 1012
1233,Spr 2023,UMNTC,CSE,1012,006,LAB,Project-based Inquiry,B-,1,Lauren Linderman,llinderm,CSE 1012
1233,Spr 2023,UMNTC,CSE,4896,002,DIS,Co-op Industrial Assign I,A,23,Kia Bazargan,kia,CSE 4896
1233,Spr 2023,UMNTC,CSE,4896,002,DIS,Co-op Industrial Assign I,B,1,Kia Bazargan,kia,CSE 4896
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,A,23,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,A-,9,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,B,4,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,B+,8,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,B-,2,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,C,1,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,C-,1,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,D,2,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,F,2,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,S,5,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,001,LEC,Health and Wellbeing,W,5,Maureen Anderson,ryan0418,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,A,38,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,A-,10,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,B,2,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,B+,3,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,B-,3,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,C,1,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,C+,1,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,C-,1,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,S,2,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,1001,002,LEC,Health and Wellbeing,W,1,Kate Eskuri,shele026,CSPH 1001
1233,Spr 2023,UMNTC,CSPH,3001,001,LEC,Intro to Integrative Healing,A,39,Roni Evans,evans972,CSPH 3001
1233,Spr 2023,UMNTC,CSPH,3001,001,LEC,Intro to Integrative Healing,A-,7,Roni Evans,evans972,CSPH 3001
1233,Spr 2023,UMNTC,CSPH,3001,001,LEC,Intro to Integrative Healing,B,7,Roni Evans,evans972,CSPH 3001
1233,Spr 2023,UMNTC,CSPH,3001,001,LEC,Intro to Integrative Healing,B+,2,Roni Evans,evans972,CSPH 3001
1233,Spr 2023,UMNTC,CSPH,3001,001,LEC,Intro to Integrative Healing,B-,1,Roni Evans,evans972,CSPH 3001
