TERM,TERM_DESCR,INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,CLASS_HDCNT,GRADE_HDCNT,INSTR_ROLE,NAME,JOBCODE_DESCR,INTERNET_ID
1255,Sum 2025,UMNDL,UMNDL,BCOM,3141,001,Bus Communications,D,11,1,PI,"Nancy,RUBY",Teaching Assistant Professor,rnancy
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,A,104,31,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,A-,104,5,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,B,104,17,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,B+,104,10,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,C,104,13,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,C+,104,6,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,C-,104,7,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,D,104,4,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,F,104,2,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNTC,UMNTC,BIOC,3021,090,Biochemistry,W,104,9,PI,"Roon,Robert J",Associate Professor,roonx001
1255,Sum 2025,UMNCR,UMNCR,BIOL,1000,E90,Biology and Society,A,21,4,PI,"Chapman,Katy",Associate Professor,katys
1255,Sum 2025,UMNCR,UMNCR,BIOL,1000,E90,Biology and Society,B,21,4,PI,"Chapman,Katy",Associate Professor,katys
1255,Sum 2025,UMNCR,UMNCR,BIOL,1000,E90,Biology and Society,C,21,2,PI,"Chapman,Katy",Associate Professor,katys
1255,Sum 2025,UMNCR,UMNCR,BIOL,1000,E90,Biology and Society,C+,21,1,PI,"Chapman,Katy",Associate Professor,katys
1255,Sum 2025,UMNCR,UMNCR,BIOL,1000,E90,Biology and Society,D,21,1,PI,"Chapman,Katy",Associate Professor,katys
1255,Sum 2025,UMNCR,UMNCR,BIOL,1000,E90,Biology and Society,F,21,6,PI,"Chapman,Katy",Associate Professor,katys
1255,Sum 2025,UMNCR,UMNCR,BIOL,1000,E90,Biology and Society,W,21,3,PI,"Chapman,Katy",Associate Professor,katys
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,A,24,2,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,A-,24,4,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,B,24,2,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,B+,24,1,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,B-,24,2,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,C,24,2,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,C+,24,2,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,D,24,1,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,F,24,2,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,S,24,4,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,090,Evolution & Ecology,W,24,2,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,A,20,6,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,A-,20,4,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,B,20,2,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,B+,20,2,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,B-,20,1,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,C+,20,1,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,D+,20,1,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,N,20,1,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,S,20,1,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1001,091,Evolution & Ecology,W,20,1,PI,"Willis,Charlie",Teaching Associate Professor,will1278
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,002,General Biology,A,23,8,PI,"Breiland,Ashley A",Education Program Spec 2,breil015
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,002,General Biology,A-,23,5,PI,"Breiland,Ashley A",Education Program Spec 2,breil015
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,002,General Biology,B,23,3,PI,"Breiland,Ashley A",Education Program Spec 2,breil015
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,002,General Biology,B+,23,3,PI,"Breiland,Ashley A",Education Program Spec 2,breil015
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,002,General Biology,B-,23,2,PI,"Breiland,Ashley A",Education Program Spec 2,breil015
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,002,General Biology,C+,23,2,PI,"Breiland,Ashley A",Education Program Spec 2,breil015
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,A,21,2,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,A-,21,3,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,B,21,4,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,B+,21,2,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,B-,21,2,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,C,21,2,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,C+,21,1,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,C-,21,2,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,S,21,1,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,090,General Biology,W,21,2,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,091,General Biology,A,23,1,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,091,General Biology,A-,23,4,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,091,General Biology,B,23,4,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,091,General Biology,B+,23,4,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,091,General Biology,B-,23,3,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,091,General Biology,C,23,4,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,091,General Biology,C+,23,1,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,091,General Biology,C-,23,1,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNTC,UMNTC,BIOL,1009,091,General Biology,S,23,1,PI,"Gibbens PhD,Brian",Teaching Associate Professor,gibbens
1255,Sum 2025,UMNDL,UMNDL,BIOL,1011,003,General Biology I,A,12,4,PI,"Nemeth,Katie M.",Teaching Assistant Professor,kmnemeth
1255,Sum 2025,UMNDL,UMNDL,BIOL,1011,003,General Biology I,B,12,2,PI,"Nemeth,Katie M.",Teaching Assistant Professor,kmnemeth
1255,Sum 2025,UMNDL,UMNDL,BIOL,1011,003,General Biology I,B+,12,2,PI,"Nemeth,Katie M.",Teaching Assistant Professor,kmnemeth
1255,Sum 2025,UMNDL,UMNDL,BIOL,1011,003,General Biology I,D+,12,1,PI,"Nemeth,Katie M.",Teaching Assistant Professor,kmnemeth
1255,Sum 2025,UMNDL,UMNDL,BIOL,1011,003,General Biology I,F,12,3,PI,"Nemeth,Katie M.",Teaching Assistant Professor,kmnemeth
1255,Sum 2025,UMNMO,UMNMO,BIOL,1054,098,Intro to Immunology,A,16,10,PI,"Johnson,Rachel M",Associate Professor,rmjohns
1255,Sum 2025,UMNMO,UMNMO,BIOL,1054,098,Intro to Immunology,A-,16,2,PI,"Johnson,Rachel M",Associate Professor,rmjohns
1255,Sum 2025,UMNMO,UMNMO,BIOL,1054,098,Intro to Immunology,B+,16,2,PI,"Johnson,Rachel M",Associate Professor,rmjohns
1255,Sum 2025,UMNMO,UMNMO,BIOL,1054,098,Intro to Immunology,F,16,1,PI,"Johnson,Rachel M",Associate Professor,rmjohns
1255,Sum 2025,UMNMO,UMNMO,BIOL,1054,098,Intro to Immunology,S,16,1,PI,"Johnson,Rachel M",Associate Professor,rmjohns
1255,Sum 2025,UMNTC,UMNRO,BIOL,1310,001,Medical Terminology,A,10,2,PI,"Wollschlager,Jenny",Senior Teaching Specialist,jwollsch
1255,Sum 2025,UMNTC,UMNRO,BIOL,1310,001,Medical Terminology,A-,10,2,PI,"Wollschlager,Jenny",Senior Teaching Specialist,jwollsch
1255,Sum 2025,UMNTC,UMNRO,BIOL,1310,001,Medical Terminology,B,10,1,PI,"Wollschlager,Jenny",Senior Teaching Specialist,jwollsch
1255,Sum 2025,UMNTC,UMNRO,BIOL,1310,001,Medical Terminology,C+,10,3,PI,"Wollschlager,Jenny",Senior Teaching Specialist,jwollsch
1255,Sum 2025,UMNTC,UMNRO,BIOL,1310,001,Medical Terminology,F,10,1,PI,"Wollschlager,Jenny",Senior Teaching Specialist,jwollsch
1255,Sum 2025,UMNTC,UMNRO,BIOL,1310,001,Medical Terminology,W,10,1,PI,"Wollschlager,Jenny",Senior Teaching Specialist,jwollsch
1255,Sum 2025,UMNTC,UMNTC,BIOL,2003,001,Foundations of Biology II,A,40,9,PI,"Brooker,Robert James",Professor,brook005
1255,Sum 2025,UMNTC,UMNTC,BIOL,2003,001,Foundations of Biology II,A-,40,7,PI,"Brooker,Robert James",Professor,brook005
1255,Sum 2025,UMNTC,UMNTC,BIOL,2003,001,Foundations of Biology II,B,40,3,PI,"Brooker,Robert James",Professor,brook005
1255,Sum 2025,UMNTC,UMNTC,BIOL,2003,001,Foundations of Biology II,B+,40,13,PI,"Brooker,Robert James",Professor,brook005
1255,Sum 2025,UMNTC,UMNTC,BIOL,2003,001,Foundations of Biology II,B-,40,2,PI,"Brooker,Robert James",Professor,brook005
1255,Sum 2025,UMNTC,UMNTC,BIOL,2003,001,Foundations of Biology II,C+,40,2,PI,"Brooker,Robert James",Professor,brook005
1255,Sum 2025,UMNTC,UMNTC,BIOL,2003,001,Foundations of Biology II,F,40,2,PI,"Brooker,Robert James",Professor,brook005
1255,Sum 2025,UMNTC,UMNTC,BIOL,2003,001,Foundations of Biology II,W,40,2,PI,"Brooker,Robert James",Professor,brook005
1255,Sum 2025,UMNDL,UMNDL,BIOL,2201,001,Genetics,A,23,8,PI,"Strasburg,Jared L",Teaching Assistant Professor,jstrasbu
1255,Sum 2025,UMNDL,UMNDL,BIOL,2201,001,Genetics,A-,23,3,PI,"Strasburg,Jared L",Teaching Assistant Professor,jstrasbu
1255,Sum 2025,UMNDL,UMNDL,BIOL,2201,001,Genetics,B,23,2,PI,"Strasburg,Jared L",Teaching Assistant Professor,jstrasbu
1255,Sum 2025,UMNDL,UMNDL,BIOL,2201,001,Genetics,B+,23,3,PI,"Strasburg,Jared L",Teaching Assistant Professor,jstrasbu
1255,Sum 2025,UMNDL,UMNDL,BIOL,2201,001,Genetics,B-,23,3,PI,"Strasburg,Jared L",Teaching Assistant Professor,jstrasbu
1255,Sum 2025,UMNDL,UMNDL,BIOL,2201,001,Genetics,C+,23,3,PI,"Strasburg,Jared L",Teaching Assistant Professor,jstrasbu
1255,Sum 2025,UMNDL,UMNDL,BIOL,2201,001,Genetics,D,23,1,PI,"Strasburg,Jared L",Teaching Assistant Professor,jstrasbu
1255,Sum 2025,UMNTC,UMNRO,BIOL,2331,002,Anatomy and Physiology I,A,11,3,PI,"Haines,David Scott",Senior Teaching Specialist,dshaines
1255,Sum 2025,UMNTC,UMNRO,BIOL,2331,002,Anatomy and Physiology I,A-,11,1,PI,"Haines,David Scott",Senior Teaching Specialist,dshaines
1255,Sum 2025,UMNTC,UMNRO,BIOL,2331,002,Anatomy and Physiology I,B,11,1,PI,"Haines,David Scott",Senior Teaching Specialist,dshaines
1255,Sum 2025,UMNTC,UMNRO,BIOL,2331,002,Anatomy and Physiology I,B+,11,1,PI,"Haines,David Scott",Senior Teaching Specialist,dshaines
1255,Sum 2025,UMNTC,UMNRO,BIOL,2331,002,Anatomy and Physiology I,B-,11,2,PI,"Haines,David Scott",Senior Teaching Specialist,dshaines
1255,Sum 2025,UMNTC,UMNRO,BIOL,2331,002,Anatomy and Physiology I,C,11,1,PI,"Haines,David Scott",Senior Teaching Specialist,dshaines
1255,Sum 2025,UMNTC,UMNRO,BIOL,2331,002,Anatomy and Physiology I,C+,11,1,PI,"Haines,David Scott",Senior Teaching Specialist,dshaines
1255,Sum 2025,UMNTC,UMNRO,BIOL,2331,002,Anatomy and Physiology I,F,11,1,PI,"Haines,David Scott",Senior Teaching Specialist,dshaines
1255,Sum 2025,UMNDL,UMNDL,BIOL,3102,001,Cell Biology Human Disease,A,15,6,PI,"Stevenson,Shannon Lea",Teaching Assistant Professor,slsteven
1255,Sum 2025,UMNDL,UMNDL,BIOL,3102,001,Cell Biology Human Disease,A-,15,1,PI,"Stevenson,Shannon Lea",Teaching Assistant Professor,slsteven
1255,Sum 2025,UMNDL,UMNDL,BIOL,3102,001,Cell Biology Human Disease,B,15,2,PI,"Stevenson,Shannon Lea",Teaching Assistant Professor,slsteven
1255,Sum 2025,UMNDL,UMNDL,BIOL,3102,001,Cell Biology Human Disease,B+,15,3,PI,"Stevenson,Shannon Lea",Teaching Assistant Professor,slsteven
1255,Sum 2025,UMNDL,UMNDL,BIOL,3102,001,Cell Biology Human Disease,D,15,1,PI,"Stevenson,Shannon Lea",Teaching Assistant Professor,slsteven
1255,Sum 2025,UMNDL,UMNDL,BIOL,3102,001,Cell Biology Human Disease,D+,15,1,PI,"Stevenson,Shannon Lea",Teaching Assistant Professor,slsteven
1255,Sum 2025,UMNDL,UMNDL,BIOL,3102,001,Cell Biology Human Disease,F,15,1,PI,"Stevenson,Shannon Lea",Teaching Assistant Professor,slsteven
1255,Sum 2025,UMNTC,UMNRO,BIOL,3344,002,Microbiology,A,13,3,PI,"Olson,Rachel Lee",Senior Lecturer,olsonrl
1255,Sum 2025,UMNTC,UMNRO,BIOL,3344,002,Microbiology,A-,13,5,PI,"Olson,Rachel Lee",Senior Lecturer,olsonrl
1255,Sum 2025,UMNTC,UMNRO,BIOL,3344,002,Microbiology,B,13,2,PI,"Olson,Rachel Lee",Senior Lecturer,olsonrl
1255,Sum 2025,UMNTC,UMNRO,BIOL,3344,002,Microbiology,B+,13,1,PI,"Olson,Rachel Lee",Senior Lecturer,olsonrl
1255,Sum 2025,UMNTC,UMNRO,BIOL,3344,002,Microbiology,B-,13,1,PI,"Olson,Rachel Lee",Senior Lecturer,olsonrl
1255,Sum 2025,UMNTC,UMNRO,BIOL,3344,002,Microbiology,C+,13,1,PI,"Olson,Rachel Lee",Senior Lecturer,olsonrl
1255,Sum 2025,UMNTC,UMNTC,BIOL,3800,001,Special Topics in Biology,A,16,14,PI,"Petersen,Matt",Teaching Associate Professor,pet03207
1255,Sum 2025,UMNTC,UMNTC,BIOL,3800,001,Special Topics in Biology,B,16,1,PI,"Petersen,Matt",Teaching Associate Professor,pet03207
1255,Sum 2025,UMNTC,UMNTC,BIOL,3800,001,Special Topics in Biology,C+,16,1,PI,"Petersen,Matt",Teaching Associate Professor,pet03207
1255,Sum 2025,UMNTC,UMNTC,BIOL,3905,500,Swedish Innovation,A,10,7,PI,"Letawsky Shultz,Nikki",Assistant Dean,nlshultz
1255,Sum 2025,UMNTC,UMNTC,BIOL,3905,500,Swedish Innovation,A-,10,2,PI,"Letawsky Shultz,Nikki",Assistant Dean,nlshultz
1255,Sum 2025,UMNTC,UMNTC,BIOL,3905,500,Swedish Innovation,B+,10,1,PI,"Letawsky Shultz,Nikki",Assistant Dean,nlshultz
1255,Sum 2025,UMNTC,UMNTC,BIOL,4003,090,Genetics,A,64,26,PI,"Shima,Naoko",Associate Professor,shima023
1255,Sum 2025,UMNTC,UMNTC,BIOL,4003,090,Genetics,A-,64,6,PI,"Shima,Naoko",Associate Professor,shima023
1255,Sum 2025,UMNTC,UMNTC,BIOL,4003,090,Genetics,B,64,10,PI,"Shima,Naoko",Associate Professor,shima023
1255,Sum 2025,UMNTC,UMNTC,BIOL,4003,090,Genetics,B+,64,7,PI,"Shima,Naoko",Associate Professor,shima023
1255,Sum 2025,UMNTC,UMNTC,BIOL,4003,090,Genetics,B-,64,6,PI,"Shima,Naoko",Associate Professor,shima023
1255,Sum 2025,UMNTC,UMNTC,BIOL,4003,090,Genetics,C+,64,6,PI,"Shima,Naoko",Associate Professor,shima023
1255,Sum 2025,UMNTC,UMNTC,BIOL,4003,090,Genetics,C-,64,1,PI,"Shima,Naoko",Associate Professor,shima023
1255,Sum 2025,UMNTC,UMNTC,BIOL,4003,090,Genetics,F,64,1,PI,"Shima,Naoko",Associate Professor,shima023
1255,Sum 2025,UMNTC,UMNTC,BIOL,4003,090,Genetics,S,64,1,PI,"Shima,Naoko",Associate Professor,shima023
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,A,59,15,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,A-,59,9,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,B,59,7,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,B+,59,8,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,B-,59,5,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,C,59,2,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,C+,59,3,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,C-,59,3,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,D,59,3,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,D+,59,1,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,F,59,1,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4004,090,Cell Biology,W,59,2,PI,"Flynn,Emily E",Teaching Assistant Professor,flynn622
1255,Sum 2025,UMNTC,UMNTC,BIOL,4321W,001,Deconstructing Biology Rsearch,A,10,8,PI,"Kramer,Maxwell Lyman",Teaching Associate Professor,kram0247
1255,Sum 2025,UMNTC,UMNTC,BIOL,4321W,001,Deconstructing Biology Rsearch,A-,10,2,PI,"Kramer,Maxwell Lyman",Teaching Associate Professor,kram0247
1255,Sum 2025,UMNDL,UMNDL,BMS,8001,001,Found of Biomedical Sciences,A,19,15,PI,"Smoniewski,Clara Marie",Rsch Supv 4-Research Proj Mgmt,smoni002
1255,Sum 2025,UMNDL,UMNDL,BMS,8001,001,Found of Biomedical Sciences,A-,19,4,PI,"Smoniewski,Clara Marie",Rsch Supv 4-Research Proj Mgmt,smoni002
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E90,Spreadsheet Applications,A,29,21,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E90,Spreadsheet Applications,A-,29,1,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E90,Spreadsheet Applications,B+,29,3,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E90,Spreadsheet Applications,B-,29,1,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E90,Spreadsheet Applications,C,29,1,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E90,Spreadsheet Applications,D+,29,1,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E90,Spreadsheet Applications,W,29,1,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,A,28,6,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,A-,28,2,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,B,28,2,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,B+,28,2,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,B-,28,2,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,C,28,3,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,C-,28,1,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,D,28,1,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,F,28,4,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1020,E91,Spreadsheet Applications,W,28,5,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,CA,1040,E90,Web Site Development,A,24,15,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1040,E90,Web Site Development,A-,24,2,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1040,E90,Web Site Development,B,24,1,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1040,E90,Web Site Development,B-,24,1,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1040,E90,Web Site Development,C,24,1,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1040,E90,Web Site Development,F,24,2,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNCR,UMNCR,CA,1040,E90,Web Site Development,W,24,2,PI,"Hasan,Wordh Ul",Lecturer,whasan
1255,Sum 2025,UMNDL,UMNDL,CE,1000,001,History of Structures,A,30,23,PI,"Schokker,Andrea J",Professor,aschokke
1255,Sum 2025,UMNDL,UMNDL,CE,1000,001,History of Structures,A-,30,4,PI,"Schokker,Andrea J",Professor,aschokke
1255,Sum 2025,UMNDL,UMNDL,CE,1000,001,History of Structures,B+,30,1,PI,"Schokker,Andrea J",Professor,aschokke
1255,Sum 2025,UMNDL,UMNDL,CE,1000,001,History of Structures,C,30,1,PI,"Schokker,Andrea J",Professor,aschokke
1255,Sum 2025,UMNDL,UMNDL,CE,1000,001,History of Structures,C+,30,1,PI,"Schokker,Andrea J",Professor,aschokke
1255,Sum 2025,UMNDL,UMNDL,CE,2015,001,Engineering Statics,A,13,2,PI,"Kohn,Brian J",Instructor,bkohn
1255,Sum 2025,UMNDL,UMNDL,CE,2015,001,Engineering Statics,A-,13,4,PI,"Kohn,Brian J",Instructor,bkohn
1255,Sum 2025,UMNDL,UMNDL,CE,2015,001,Engineering Statics,B,13,3,PI,"Kohn,Brian J",Instructor,bkohn
1255,Sum 2025,UMNDL,UMNDL,CE,2015,001,Engineering Statics,B+,13,2,PI,"Kohn,Brian J",Instructor,bkohn
1255,Sum 2025,UMNDL,UMNDL,CE,2015,001,Engineering Statics,C,13,1,PI,"Kohn,Brian J",Instructor,bkohn
1255,Sum 2025,UMNDL,UMNDL,CE,2015,001,Engineering Statics,F,13,1,PI,"Kohn,Brian J",Instructor,bkohn
1255,Sum 2025,UMNDL,UMNDL,CE,2016,001,Mechanics of Materials,A,16,3,PI,"Kohn,Brian J",Instructor,bkohn
1255,Sum 2025,UMNDL,UMNDL,CE,2016,001,Mechanics of Materials,A-,16,5,PI,"Kohn,Brian J",Instructor,bkohn
