TERM,TERM_DESCR,INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,CLASS_HDCNT,GRADE_HDCNT,INSTR_ROLE,NAME,JOBCODE_DESCR,INTERNET_ID
1255,Sum 2025,UMNTC,UMNTC,EPSY,5135,101,Human Relations Wks,A,19,14,PI,"Pabon,Maria",Lecturer,pabo0002
1255,Sum 2025,UMNTC,UMNTC,EPSY,5135,101,Human Relations Wks,A-,19,2,PI,"Pabon,Maria",Lecturer,pabo0002
1255,Sum 2025,UMNTC,UMNTC,EPSY,5135,101,Human Relations Wks,B,19,2,PI,"Pabon,Maria",Lecturer,pabo0002
1255,Sum 2025,UMNTC,UMNTC,EPSY,5135,101,Human Relations Wks,B+,19,1,PI,"Pabon,Maria",Lecturer,pabo0002
1255,Sum 2025,UMNTC,UMNTC,EPSY,5261,001,Intro Statistical Methods,A,41,34,PI,"Legacy,Chelsey",Teaching Assistant Professor,legac006
1255,Sum 2025,UMNTC,UMNTC,EPSY,5261,001,Intro Statistical Methods,A-,41,3,PI,"Legacy,Chelsey",Teaching Assistant Professor,legac006
1255,Sum 2025,UMNTC,UMNTC,EPSY,5261,001,Intro Statistical Methods,B,41,1,PI,"Legacy,Chelsey",Teaching Assistant Professor,legac006
1255,Sum 2025,UMNTC,UMNTC,EPSY,5261,001,Intro Statistical Methods,B+,41,1,PI,"Legacy,Chelsey",Teaching Assistant Professor,legac006
1255,Sum 2025,UMNTC,UMNTC,EPSY,5261,001,Intro Statistical Methods,B-,41,1,PI,"Legacy,Chelsey",Teaching Assistant Professor,legac006
1255,Sum 2025,UMNTC,UMNTC,EPSY,5261,001,Intro Statistical Methods,S,41,1,PI,"Legacy,Chelsey",Teaching Assistant Professor,legac006
1255,Sum 2025,UMNTC,UMNTC,EPSY,5404,001,GroupCouns,A,42,38,PI,"Seifu,Feven",Teaching Assistant Professor,fseifu
1255,Sum 2025,UMNTC,UMNTC,EPSY,5404,001,GroupCouns,A-,42,2,PI,"Seifu,Feven",Teaching Assistant Professor,fseifu
1255,Sum 2025,UMNTC,UMNTC,EPSY,5404,001,GroupCouns,B-,42,2,PI,"Seifu,Feven",Teaching Assistant Professor,fseifu
1255,Sum 2025,UMNTC,UMNTC,EPSY,5405,001,CareerCouns,A,42,41,PI,"Christman,Seth T",Teaching Associate Professor,chri2031
1255,Sum 2025,UMNTC,UMNTC,EPSY,5405,001,CareerCouns,B,42,1,PI,"Christman,Seth T",Teaching Associate Professor,chri2031
1255,Sum 2025,UMNTC,UMNTC,EPSY,5642,001,Early Intervention: DHH,A,10,9,PI,"Kraning,Brynn Marie Roemen",Lecturer,kraning
1255,Sum 2025,UMNTC,UMNTC,EPSY,5642,001,Early Intervention: DHH,B+,10,1,PI,"Kraning,Brynn Marie Roemen",Lecturer,kraning
1255,Sum 2025,UMNTC,UMNTC,EPSY,5666,001,Disability Policy & Services,A,13,11,PI,"Dosch Brown,Rebecca",Education Program Spec 3,dosch018
1255,Sum 2025,UMNTC,UMNTC,EPSY,5666,001,Disability Policy & Services,A-,13,2,PI,"Dosch Brown,Rebecca",Education Program Spec 3,dosch018
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,100,Earth and Its Environments,A,23,8,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,100,Earth and Its Environments,A-,23,3,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,100,Earth and Its Environments,B,23,1,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,100,Earth and Its Environments,B+,23,3,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,100,Earth and Its Environments,B-,23,1,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,100,Earth and Its Environments,C,23,1,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,100,Earth and Its Environments,F,23,1,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,100,Earth and Its Environments,S,23,3,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,100,Earth and Its Environments,W,23,2,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,101,Earth and Its Environments,A,30,11,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,101,Earth and Its Environments,A-,30,5,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,101,Earth and Its Environments,B,30,6,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,101,Earth and Its Environments,B+,30,4,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,101,Earth and Its Environments,B-,30,1,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,101,Earth and Its Environments,C+,30,1,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,101,Earth and Its Environments,S,30,1,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1001,101,Earth and Its Environments,W,30,1,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1101,001,Introduction to Geology,A,31,26,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1101,001,Introduction to Geology,A-,31,2,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1101,001,Introduction to Geology,B+,31,1,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,1101,001,Introduction to Geology,S,31,2,PI,"Revenaugh,Justin",Professor,justinr
1255,Sum 2025,UMNTC,UMNTC,ESCI,3911,001,Intro Field Geology,A,26,2,PI,"Fayon,Annia",Adjunct Professor,fayon001
1255,Sum 2025,UMNTC,UMNTC,ESCI,3911,001,Intro Field Geology,A-,26,6,PI,"Fayon,Annia",Adjunct Professor,fayon001
1255,Sum 2025,UMNTC,UMNTC,ESCI,3911,001,Intro Field Geology,B,26,6,PI,"Fayon,Annia",Adjunct Professor,fayon001
1255,Sum 2025,UMNTC,UMNTC,ESCI,3911,001,Intro Field Geology,B+,26,7,PI,"Fayon,Annia",Adjunct Professor,fayon001
1255,Sum 2025,UMNTC,UMNTC,ESCI,3911,001,Intro Field Geology,C,26,2,PI,"Fayon,Annia",Adjunct Professor,fayon001
1255,Sum 2025,UMNTC,UMNTC,ESCI,3911,001,Intro Field Geology,C+,26,2,PI,"Fayon,Annia",Adjunct Professor,fayon001
1255,Sum 2025,UMNTC,UMNTC,ESCI,3911,001,Intro Field Geology,F,26,1,PI,"Fayon,Annia",Adjunct Professor,fayon001
1255,Sum 2025,UMNTC,UMNTC,ESCI,4911,001,Adv Field Geology,A,13,3,PI,"Hudak III PhD,George Julius",Lecturer,ghudak
1255,Sum 2025,UMNTC,UMNTC,ESCI,4911,001,Adv Field Geology,A-,13,3,PI,"Hudak III PhD,George Julius",Lecturer,ghudak
1255,Sum 2025,UMNTC,UMNTC,ESCI,4911,001,Adv Field Geology,B,13,6,PI,"Hudak III PhD,George Julius",Lecturer,ghudak
1255,Sum 2025,UMNTC,UMNTC,ESCI,4911,001,Adv Field Geology,B+,13,1,PI,"Hudak III PhD,George Julius",Lecturer,ghudak
1255,Sum 2025,UMNTC,UMNTC,ESCI,4971W,001,Field Hydrogeology,A,24,14,PI,"Daniels,William Carl",Teaching Assistant Professor,dani0357
1255,Sum 2025,UMNTC,UMNTC,ESCI,4971W,001,Field Hydrogeology,A-,24,4,PI,"Daniels,William Carl",Teaching Assistant Professor,dani0357
1255,Sum 2025,UMNTC,UMNTC,ESCI,4971W,001,Field Hydrogeology,B,24,3,PI,"Daniels,William Carl",Teaching Assistant Professor,dani0357
1255,Sum 2025,UMNTC,UMNTC,ESCI,4971W,001,Field Hydrogeology,B+,24,1,PI,"Daniels,William Carl",Teaching Assistant Professor,dani0357
1255,Sum 2025,UMNTC,UMNTC,ESCI,4971W,001,Field Hydrogeology,B-,24,1,PI,"Daniels,William Carl",Teaching Assistant Professor,dani0357
1255,Sum 2025,UMNTC,UMNTC,ESCI,4971W,001,Field Hydrogeology,C+,24,1,PI,"Daniels,William Carl",Teaching Assistant Professor,dani0357
1255,Sum 2025,UMNDL,UMNDL,EXSC,2030,002,Human Anat & Phy I,A,14,5,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,2030,002,Human Anat & Phy I,A-,14,3,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,2030,002,Human Anat & Phy I,B,14,1,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,2030,002,Human Anat & Phy I,C,14,1,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,2030,002,Human Anat & Phy I,C+,14,2,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,2030,002,Human Anat & Phy I,C-,14,2,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,2040,002,Human Anat & Phys II,A,14,6,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,2040,002,Human Anat & Phys II,A-,14,3,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,2040,002,Human Anat & Phys II,B+,14,2,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,2040,002,Human Anat & Phys II,B-,14,3,PI,"Nunez,Estephania",Teaching Assistant Professor,nuneze
1255,Sum 2025,UMNDL,UMNDL,EXSC,4700,001,"Statistics, Methods in Ex Sci",A,13,10,PI,"Hartman,Mark Edward",Assistant Professor,hartm373
1255,Sum 2025,UMNDL,UMNDL,EXSC,4700,001,"Statistics, Methods in Ex Sci",A-,13,1,PI,"Hartman,Mark Edward",Assistant Professor,hartm373
1255,Sum 2025,UMNDL,UMNDL,EXSC,4700,001,"Statistics, Methods in Ex Sci",B,13,1,PI,"Hartman,Mark Edward",Assistant Professor,hartm373
1255,Sum 2025,UMNDL,UMNDL,EXSC,4700,001,"Statistics, Methods in Ex Sci",B+,13,1,PI,"Hartman,Mark Edward",Assistant Professor,hartm373
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,A,26,5,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,A-,26,2,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,B,26,5,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,B+,26,1,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,B-,26,1,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,C,26,2,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,C+,26,6,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,C-,26,1,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,D,26,1,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNCR,UMNCR,FIN,3100,E90,Managerial Finance,F,26,2,PI,"Bowen,Kara",Lecturer,klbowen
1255,Sum 2025,UMNDL,UMNDL,FIN,3601,001,Corporate Finance,A,39,16,PI,"Huang,Wei",Assistant Professor,whuang6
1255,Sum 2025,UMNDL,UMNDL,FIN,3601,001,Corporate Finance,A-,39,6,PI,"Huang,Wei",Assistant Professor,whuang6
1255,Sum 2025,UMNDL,UMNDL,FIN,3601,001,Corporate Finance,B,39,4,PI,"Huang,Wei",Assistant Professor,whuang6
1255,Sum 2025,UMNDL,UMNDL,FIN,3601,001,Corporate Finance,B+,39,5,PI,"Huang,Wei",Assistant Professor,whuang6
1255,Sum 2025,UMNDL,UMNDL,FIN,3601,001,Corporate Finance,B-,39,2,PI,"Huang,Wei",Assistant Professor,whuang6
1255,Sum 2025,UMNDL,UMNDL,FIN,3601,001,Corporate Finance,C+,39,1,PI,"Huang,Wei",Assistant Professor,whuang6
1255,Sum 2025,UMNDL,UMNDL,FIN,3601,001,Corporate Finance,D,39,1,PI,"Huang,Wei",Assistant Professor,whuang6
1255,Sum 2025,UMNDL,UMNDL,FIN,3601,001,Corporate Finance,F,39,4,PI,"Huang,Wei",Assistant Professor,whuang6
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,A,31,12,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,A-,31,4,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,B,31,2,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,B+,31,4,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,B-,31,3,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,C,31,2,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,C+,31,1,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,D,31,1,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,D+,31,1,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3644,001,Investment Fundamentals,W,31,1,PI,"Stan,Raluca",Assistant Professor,rstan
1255,Sum 2025,UMNDL,UMNDL,FIN,3655,001,Risk Management and Insurance,A,16,4,PI,"Peterson,Timothy Jon",Instructor,tpeters2
1255,Sum 2025,UMNDL,UMNDL,FIN,3655,001,Risk Management and Insurance,A-,16,2,PI,"Peterson,Timothy Jon",Instructor,tpeters2
1255,Sum 2025,UMNDL,UMNDL,FIN,3655,001,Risk Management and Insurance,B,16,4,PI,"Peterson,Timothy Jon",Instructor,tpeters2
1255,Sum 2025,UMNDL,UMNDL,FIN,3655,001,Risk Management and Insurance,B+,16,6,PI,"Peterson,Timothy Jon",Instructor,tpeters2
1255,Sum 2025,UMNDL,UMNDL,FIN,3697,001,Finance Internship,A,18,12,PI,"Kitson,Marte Christofa Thabes",SS Pro 5,mkitson
1255,Sum 2025,UMNDL,UMNDL,FIN,3697,001,Finance Internship,A-,18,3,PI,"Kitson,Marte Christofa Thabes",SS Pro 5,mkitson
1255,Sum 2025,UMNDL,UMNDL,FIN,3697,001,Finance Internship,C,18,2,PI,"Kitson,Marte Christofa Thabes",SS Pro 5,mkitson
1255,Sum 2025,UMNDL,UMNDL,FIN,3697,001,Finance Internship,C+,18,1,PI,"Kitson,Marte Christofa Thabes",SS Pro 5,mkitson
1255,Sum 2025,UMNTC,UMNTC,FINA,3001,001,Finance Fundamentals,A,29,9,PI,"Webb,Stuart",Senior Lecturer,swebb
1255,Sum 2025,UMNTC,UMNTC,FINA,3001,001,Finance Fundamentals,A-,29,9,PI,"Webb,Stuart",Senior Lecturer,swebb
1255,Sum 2025,UMNTC,UMNTC,FINA,3001,001,Finance Fundamentals,B,29,4,PI,"Webb,Stuart",Senior Lecturer,swebb
1255,Sum 2025,UMNTC,UMNTC,FINA,3001,001,Finance Fundamentals,B+,29,5,PI,"Webb,Stuart",Senior Lecturer,swebb
1255,Sum 2025,UMNTC,UMNTC,FINA,3001,001,Finance Fundamentals,F,29,1,PI,"Webb,Stuart",Senior Lecturer,swebb
1255,Sum 2025,UMNTC,UMNTC,FINA,3001,001,Finance Fundamentals,W,29,1,PI,"Webb,Stuart",Senior Lecturer,swebb
1255,Sum 2025,UMNTC,UMNTC,FINA,6322,070,Financial Modeling,A,21,6,PI,"Nantell,Timothy J",Senior Lecturer,tnantell
1255,Sum 2025,UMNTC,UMNTC,FINA,6322,070,Financial Modeling,A-,21,6,PI,"Nantell,Timothy J",Senior Lecturer,tnantell
1255,Sum 2025,UMNTC,UMNTC,FINA,6322,070,Financial Modeling,B,21,3,PI,"Nantell,Timothy J",Senior Lecturer,tnantell
1255,Sum 2025,UMNTC,UMNTC,FINA,6322,070,Financial Modeling,B+,21,5,PI,"Nantell,Timothy J",Senior Lecturer,tnantell
1255,Sum 2025,UMNTC,UMNTC,FINA,6322,070,Financial Modeling,B-,21,1,PI,"Nantell,Timothy J",Senior Lecturer,tnantell
1255,Sum 2025,UMNTC,UMNTC,FOST,1201,500,Study Abroad,A,11,6,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,1201,500,Study Abroad,A-,11,2,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,1201,500,Study Abroad,B+,11,2,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,1201,500,Study Abroad,B-,11,1,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,3201,500,Study Abroad,A,72,46,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,3201,500,Study Abroad,A-,72,18,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,3201,500,Study Abroad,B,72,1,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,3201,500,Study Abroad,B+,72,6,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,3201,500,Study Abroad,C-,72,1,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,3202,500,Study Abroad,A,12,9,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,3202,500,Study Abroad,A-,12,2,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,3202,500,Study Abroad,B+,12,1,PI,,,
1255,Sum 2025,UMNTC,UMNTC,FOST,3331H,500,Honors Global Identity,A,14,12,PI,"Anderson,Christine Leona",Education Program Spec 3,ander590
1255,Sum 2025,UMNTC,UMNTC,FOST,3331H,500,Honors Global Identity,A-,14,1,PI,"Anderson,Christine Leona",Education Program Spec 3,ander590
1255,Sum 2025,UMNTC,UMNTC,FOST,3331H,500,Honors Global Identity,W,14,1,PI,"Anderson,Christine Leona",Education Program Spec 3,ander590
1255,Sum 2025,UMNTC,UMNTC,FOST,3332,500,Global Identity,A,21,14,PI,"Anderson,Christine Leona",Education Program Spec 3,ander590
1255,Sum 2025,UMNTC,UMNTC,FOST,3332,500,Global Identity,A-,21,1,PI,"Anderson,Christine Leona",Education Program Spec 3,ander590
1255,Sum 2025,UMNTC,UMNTC,FOST,3332,500,Global Identity,B+,21,1,PI,"Anderson,Christine Leona",Education Program Spec 3,ander590
1255,Sum 2025,UMNTC,UMNTC,FOST,3332,500,Global Identity,B-,21,1,PI,"Anderson,Christine Leona",Education Program Spec 3,ander590
1255,Sum 2025,UMNTC,UMNTC,FOST,3332,500,Global Identity,W,21,4,PI,"Anderson,Christine Leona",Education Program Spec 3,ander590
1255,Sum 2025,UMNTC,UMNTC,FREN,1003,001,Intermediate French I,A,13,6,PI,"Dupuis,Chimene",,
1255,Sum 2025,UMNTC,UMNTC,FREN,1003,001,Intermediate French I,A-,13,2,PI,"Dupuis,Chimene",,
1255,Sum 2025,UMNTC,UMNTC,FREN,1003,001,Intermediate French I,B,13,1,PI,"Dupuis,Chimene",,
1255,Sum 2025,UMNTC,UMNTC,FREN,1003,001,Intermediate French I,B-,13,1,PI,"Dupuis,Chimene",,
1255,Sum 2025,UMNTC,UMNTC,FREN,1003,001,Intermediate French I,C,13,1,PI,"Dupuis,Chimene",,
1255,Sum 2025,UMNTC,UMNTC,FREN,1003,001,Intermediate French I,S,13,2,PI,"Dupuis,Chimene",,
1255,Sum 2025,UMNTC,UMNTC,FREN,1004,001,Intermediate French II,A,16,9,PI,"Mais Hagen,Chloe Amina",Lecturer,maisx001
1255,Sum 2025,UMNTC,UMNTC,FREN,1004,001,Intermediate French II,A-,16,1,PI,"Mais Hagen,Chloe Amina",Lecturer,maisx001
1255,Sum 2025,UMNTC,UMNTC,FREN,1004,001,Intermediate French II,B,16,1,PI,"Mais Hagen,Chloe Amina",Lecturer,maisx001
1255,Sum 2025,UMNTC,UMNTC,FREN,1004,001,Intermediate French II,B-,16,1,PI,"Mais Hagen,Chloe Amina",Lecturer,maisx001
1255,Sum 2025,UMNTC,UMNTC,FREN,1004,001,Intermediate French II,C-,16,1,PI,"Mais Hagen,Chloe Amina",Lecturer,maisx001
1255,Sum 2025,UMNTC,UMNTC,FREN,1004,001,Intermediate French II,S,16,3,PI,"Mais Hagen,Chloe Amina",Lecturer,maisx001
1255,Sum 2025,UMNTC,UMNTC,FSCN,1112,002,Principles of Nutrition,A,47,33,PI,"Marion,Corrie Lynn",Education Program Spec 3,cmarion
1255,Sum 2025,UMNTC,UMNTC,FSCN,1112,002,Principles of Nutrition,A-,47,5,PI,"Marion,Corrie Lynn",Education Program Spec 3,cmarion
1255,Sum 2025,UMNTC,UMNTC,FSCN,1112,002,Principles of Nutrition,B,47,3,PI,"Marion,Corrie Lynn",Education Program Spec 3,cmarion
1255,Sum 2025,UMNTC,UMNTC,FSCN,1112,002,Principles of Nutrition,B+,47,1,PI,"Marion,Corrie Lynn",Education Program Spec 3,cmarion
1255,Sum 2025,UMNTC,UMNTC,FSCN,1112,002,Principles of Nutrition,B-,47,1,PI,"Marion,Corrie Lynn",Education Program Spec 3,cmarion
1255,Sum 2025,UMNTC,UMNTC,FSCN,1112,002,Principles of Nutrition,F,47,2,PI,"Marion,Corrie Lynn",Education Program Spec 3,cmarion
1255,Sum 2025,UMNTC,UMNTC,FSCN,1112,002,Principles of Nutrition,S,47,1,PI,"Marion,Corrie Lynn",Education Program Spec 3,cmarion
1255,Sum 2025,UMNTC,UMNTC,FSCN,1112,002,Principles of Nutrition,W,47,1,PI,"Marion,Corrie Lynn",Education Program Spec 3,cmarion
1255,Sum 2025,UMNTC,UMNTC,FSOS,1201,001,Human Develop Fam: Lifespan,A,44,35,PI,"Kawser,Umme",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1201,001,Human Develop Fam: Lifespan,A-,44,3,PI,"Kawser,Umme",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1201,001,Human Develop Fam: Lifespan,F,44,3,PI,"Kawser,Umme",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1201,001,Human Develop Fam: Lifespan,S,44,1,PI,"Kawser,Umme",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1201,001,Human Develop Fam: Lifespan,W,44,1,PI,"Kawser,Umme",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1301,001,Cash or Credit:You Need toKnow,A,16,6,PI,"Yu,Hanna",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1301,001,Cash or Credit:You Need toKnow,A-,16,3,PI,"Yu,Hanna",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1301,001,Cash or Credit:You Need toKnow,B,16,2,PI,"Yu,Hanna",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1301,001,Cash or Credit:You Need toKnow,B+,16,2,PI,"Yu,Hanna",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1301,001,Cash or Credit:You Need toKnow,B-,16,1,PI,"Yu,Hanna",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,1301,001,Cash or Credit:You Need toKnow,F,16,2,PI,"Yu,Hanna",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,3426,001,AlcohDrugs: FamCult,A,21,8,PI,"Hanson,Alex",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,3426,001,AlcohDrugs: FamCult,A-,21,1,PI,"Hanson,Alex",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,3426,001,AlcohDrugs: FamCult,B,21,2,PI,"Hanson,Alex",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,3426,001,AlcohDrugs: FamCult,B+,21,2,PI,"Hanson,Alex",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,3426,001,AlcohDrugs: FamCult,B-,21,1,PI,"Hanson,Alex",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,3426,001,AlcohDrugs: FamCult,C,21,1,PI,"Hanson,Alex",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,3426,001,AlcohDrugs: FamCult,C+,21,1,PI,"Hanson,Alex",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,3426,001,AlcohDrugs: FamCult,C-,21,1,PI,"Hanson,Alex",,
1255,Sum 2025,UMNTC,UMNTC,FSOS,3426,001,AlcohDrugs: FamCult,F,21,4,PI,"Hanson,Alex",,
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E90,Orientation to Online Learning,A,29,19,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E90,Orientation to Online Learning,A-,29,4,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E90,Orientation to Online Learning,B,29,1,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E90,Orientation to Online Learning,B+,29,1,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E90,Orientation to Online Learning,C+,29,1,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E90,Orientation to Online Learning,F,29,3,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E91,Orientation to Online Learning,A,28,14,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E91,Orientation to Online Learning,A-,28,4,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E91,Orientation to Online Learning,C+,28,1,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E91,Orientation to Online Learning,D,28,3,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E91,Orientation to Online Learning,D+,28,2,PI,"Konte,Mohammed",Lecturer,mkonte
1255,Sum 2025,UMNCR,UMNCR,GBUS,1005,E91,Orientation to Online Learning,F,28,4,PI,"Konte,Mohammed",Lecturer,mkonte
