TERM_DESCR,INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,COMPONENT_MAIN,DESCR,CRSE_GRADE_OFF,CLASS_HDCNT,GRADE_HDCNT,INSTR_ROLE,HR_NAME,JOBCODE_DESCR,UM_JOBCODE_GROUP,INTERNET_ID
Fall 2023,UMNTC,UMNTC,AAS,1101,1,LEC,Imagining Asian America,A,20,12,PI,"Ho,Karen",Professor,FA,karenho
Fall 2023,UMNTC,UMNTC,AAS,1101,1,LEC,Imagining Asian America,A-,20,1,PI,"Ho,Karen",Professor,FA,karenho
Fall 2023,UMNTC,UMNTC,AAS,1101,1,LEC,Imagining Asian America,B,20,1,PI,"Ho,Karen",Professor,FA,karenho
Fall 2023,UMNTC,UMNTC,AAS,1101,1,LEC,Imagining Asian America,B+,20,2,PI,"Ho,Karen",Professor,FA,karenho
Fall 2023,UMNTC,UMNTC,AAS,1101,1,LEC,Imagining Asian America,F,20,1,PI,"Ho,Karen",Professor,FA,karenho
Fall 2023,UMNTC,UMNTC,AAS,1101,1,LEC,Imagining Asian America,S,20,3,PI,"Ho,Karen",Professor,FA,karenho
Fall 2023,UMNTC,UMNTC,AAS,3211W,1,LEC,Race & Racism in the U.S.,A,27,11,PI,"Logan,Enid",Associate Professor,FA,elogan
Fall 2023,UMNTC,UMNTC,AAS,3211W,1,LEC,Race & Racism in the U.S.,A-,27,4,PI,"Logan,Enid",Associate Professor,FA,elogan
Fall 2023,UMNTC,UMNTC,AAS,3211W,1,LEC,Race & Racism in the U.S.,B,27,3,PI,"Logan,Enid",Associate Professor,FA,elogan
Fall 2023,UMNTC,UMNTC,AAS,3211W,1,LEC,Race & Racism in the U.S.,B+,27,1,PI,"Logan,Enid",Associate Professor,FA,elogan
Fall 2023,UMNTC,UMNTC,AAS,3211W,1,LEC,Race & Racism in the U.S.,B-,27,2,PI,"Logan,Enid",Associate Professor,FA,elogan
Fall 2023,UMNTC,UMNTC,AAS,3211W,1,LEC,Race & Racism in the U.S.,C,27,1,PI,"Logan,Enid",Associate Professor,FA,elogan
Fall 2023,UMNTC,UMNTC,AAS,3211W,1,LEC,Race & Racism in the U.S.,C+,27,3,PI,"Logan,Enid",Associate Professor,FA,elogan
Fall 2023,UMNTC,UMNTC,AAS,3211W,1,LEC,Race & Racism in the U.S.,W,27,2,PI,"Logan,Enid",Associate Professor,FA,elogan
Fall 2023,UMNTC,UMNTC,AAS,3251W,1,LEC,"Race, Class, and Gender",A,26,19,PI,"Pharris,Mark Henry Kristian",,,
Fall 2023,UMNTC,UMNTC,AAS,3251W,1,LEC,"Race, Class, and Gender",A-,26,3,PI,"Pharris,Mark Henry Kristian",,,
Fall 2023,UMNTC,UMNTC,AAS,3251W,1,LEC,"Race, Class, and Gender",B,26,1,PI,"Pharris,Mark Henry Kristian",,,
Fall 2023,UMNTC,UMNTC,AAS,3251W,1,LEC,"Race, Class, and Gender",C,26,1,PI,"Pharris,Mark Henry Kristian",,,
Fall 2023,UMNTC,UMNTC,AAS,3251W,1,LEC,"Race, Class, and Gender",C-,26,1,PI,"Pharris,Mark Henry Kristian",,,
Fall 2023,UMNTC,UMNTC,AAS,3251W,1,LEC,"Race, Class, and Gender",D,26,1,PI,"Pharris,Mark Henry Kristian",,,
Fall 2023,UMNTC,UMNTC,AAS,3303W,1,DIS,Writing Differences,A,29,16,PI,"Saini,Charlie",Teaching Specialist,AP,saini
Fall 2023,UMNTC,UMNTC,AAS,3303W,1,DIS,Writing Differences,A-,29,2,PI,"Saini,Charlie",Teaching Specialist,AP,saini
Fall 2023,UMNTC,UMNTC,AAS,3303W,1,DIS,Writing Differences,B+,29,2,PI,"Saini,Charlie",Teaching Specialist,AP,saini
Fall 2023,UMNTC,UMNTC,AAS,3303W,1,DIS,Writing Differences,C,29,2,PI,"Saini,Charlie",Teaching Specialist,AP,saini
Fall 2023,UMNTC,UMNTC,AAS,3303W,1,DIS,Writing Differences,C+,29,1,PI,"Saini,Charlie",Teaching Specialist,AP,saini
Fall 2023,UMNTC,UMNTC,AAS,3303W,1,DIS,Writing Differences,C-,29,1,PI,"Saini,Charlie",Teaching Specialist,AP,saini
Fall 2023,UMNTC,UMNTC,AAS,3303W,1,DIS,Writing Differences,F,29,2,PI,"Saini,Charlie",Teaching Specialist,AP,saini
Fall 2023,UMNTC,UMNTC,AAS,3303W,1,DIS,Writing Differences,S,29,2,PI,"Saini,Charlie",Teaching Specialist,AP,saini
Fall 2023,UMNTC,UMNTC,AAS,3303W,1,DIS,Writing Differences,W,29,1,PI,"Saini,Charlie",Teaching Specialist,AP,saini
Fall 2023,UMNTC,UMNTC,AAS,3351,1,DIS,Asian Amer and Popular Culture,A,10,5,PI,"Matsunaga,John Michael",Lecturer,AP,matsu100
Fall 2023,UMNTC,UMNTC,AAS,3351,1,DIS,Asian Amer and Popular Culture,B,10,3,PI,"Matsunaga,John Michael",Lecturer,AP,matsu100
Fall 2023,UMNTC,UMNTC,AAS,3351,1,DIS,Asian Amer and Popular Culture,B+,10,1,PI,"Matsunaga,John Michael",Lecturer,AP,matsu100
Fall 2023,UMNTC,UMNTC,AAS,3351,1,DIS,Asian Amer and Popular Culture,C,10,1,PI,"Matsunaga,John Michael",Lecturer,AP,matsu100
Fall 2023,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,A,33,19,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,B,33,5,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,B+,33,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,B-,33,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,C,33,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,C+,33,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,F,33,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,S,33,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,301,LEC,Career Search for Profl Envt,W,33,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,A,31,21,PI,"Maples,Alyssa",Teaching Specialist,AP,mapl0009
Fall 2023,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,A-,31,2,PI,"Maples,Alyssa",Teaching Specialist,AP,mapl0009
Fall 2023,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,B+,31,2,PI,"Maples,Alyssa",Teaching Specialist,AP,mapl0009
Fall 2023,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,B-,31,1,PI,"Maples,Alyssa",Teaching Specialist,AP,mapl0009
Fall 2023,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,C,31,1,PI,"Maples,Alyssa",Teaching Specialist,AP,mapl0009
Fall 2023,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,C-,31,1,PI,"Maples,Alyssa",Teaching Specialist,AP,mapl0009
Fall 2023,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,F,31,2,PI,"Maples,Alyssa",Teaching Specialist,AP,mapl0009
Fall 2023,UMNTC,UMNTC,ABUS,3051,302,LEC,Career Search for Profl Envt,S,31,1,PI,"Maples,Alyssa",Teaching Specialist,AP,mapl0009
Fall 2023,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,A,35,16,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,A-,35,3,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,B,35,6,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,B+,35,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,C,35,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,D,35,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,F,35,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,S,35,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,304,LEC,Career Search for Profl Envt,W,35,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,A,35,13,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,A-,35,3,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,B,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,B+,35,5,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,B-,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,C+,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,C-,35,2,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,D,35,2,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,D+,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,F,35,3,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,S,35,1,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,305,LEC,Career Search for Profl Envt,W,35,2,PI,"Marin,Caroline Rose",Teaching Specialist,AP,crmarin
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,A,36,20,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,A-,36,4,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,B,36,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,B+,36,3,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,B-,36,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,C,36,2,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,C+,36,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,C-,36,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,D,36,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3051,306,LEC,Career Search for Profl Envt,F,36,1,PI,"Klempka,Carol",Teaching Specialist,AP,cklempka
Fall 2023,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,A,19,14,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,A-,19,3,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,B+,19,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,301,LEC,Careers in Remote Gig Economy,F,19,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,A,35,19,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,A-,35,4,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,B,35,3,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,B+,35,4,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,B-,35,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,C,35,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,C-,35,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,F,35,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3052,302,LEC,Careers in Remote Gig Economy,W,35,1,PI,"Giordana,Uriah John",Teaching Specialist,AP,ugiordan
Fall 2023,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,A,31,16,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2023,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,A-,31,4,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2023,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,B+,31,4,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2023,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,B-,31,1,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2023,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,C,31,1,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2023,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,C+,31,1,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2023,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,F,31,3,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2023,UMNTC,UMNTC,ABUS,3201,301,LEC,Digital Design-Small Business,W,31,1,PI,"Husom,David Harold",Teaching Specialist,AP,husom001
Fall 2023,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,A,16,3,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2023,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,A-,16,3,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2023,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,B,16,2,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2023,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,B+,16,2,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2023,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,B-,16,3,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2023,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,C+,16,1,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2023,UMNTC,UMNTC,ABUS,3201,302,LEC,Digital Design-Small Business,F,16,2,PI,"Neidt,Jeff",Teaching Specialist,AP,neidt004
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,A,36,15,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,A-,36,4,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,B,36,2,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,B+,36,3,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,B-,36,4,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,C-,36,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,D,36,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,D+,36,1,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,F,36,3,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,301,LEC,Intro to Quality Management,W,36,2,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,A,35,17,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,A-,35,5,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,B,35,4,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,B+,35,2,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,B-,35,2,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,F,35,3,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3301,302,LEC,Intro to Quality Management,W,35,2,PI,"Schaffhausen,Karen Marie",Teaching Specialist,AP,lutt0002
Fall 2023,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,A,29,15,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2023,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,A-,29,4,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2023,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,B,29,1,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2023,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,B+,29,3,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2023,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,B-,29,2,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2023,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,C,29,2,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2023,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,C+,29,1,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2023,UMNTC,UMNTC,ABUS,3510,301,LEC,Virtual Global Communication,F,29,1,PI,"Lowry,Ann E.",Lecturer,AP,lowry009
Fall 2023,UMNTC,UMNTC,ABUS,3950,302,LEC,Special Topics,A,33,13,PI,"Rinkoff,Carol",Teaching Specialist,AP,crinkoff
Fall 2023,UMNTC,UMNTC,ABUS,3950,302,LEC,Special Topics,A-,33,6,PI,"Rinkoff,Carol",Teaching Specialist,AP,crinkoff
Fall 2023,UMNTC,UMNTC,ABUS,3950,302,LEC,Special Topics,B,33,2,PI,"Rinkoff,Carol",Teaching Specialist,AP,crinkoff
Fall 2023,UMNTC,UMNTC,ABUS,3950,302,LEC,Special Topics,B+,33,4,PI,"Rinkoff,Carol",Teaching Specialist,AP,crinkoff
Fall 2023,UMNTC,UMNTC,ABUS,3950,302,LEC,Special Topics,B-,33,2,PI,"Rinkoff,Carol",Teaching Specialist,AP,crinkoff
Fall 2023,UMNTC,UMNTC,ABUS,3950,302,LEC,Special Topics,C+,33,1,PI,"Rinkoff,Carol",Teaching Specialist,AP,crinkoff
Fall 2023,UMNTC,UMNTC,ABUS,3950,302,LEC,Special Topics,C-,33,1,PI,"Rinkoff,Carol",Teaching Specialist,AP,crinkoff
Fall 2023,UMNTC,UMNTC,ABUS,3950,302,LEC,Special Topics,F,33,3,PI,"Rinkoff,Carol",Teaching Specialist,AP,crinkoff
Fall 2023,UMNTC,UMNTC,ABUS,3950,302,LEC,Special Topics,W,33,1,PI,"Rinkoff,Carol",Teaching Specialist,AP,crinkoff
Fall 2023,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",A,28,16,PI,"Mackay,Deborah",Lecturer,AP,macka048
Fall 2023,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",A-,28,6,PI,"Mackay,Deborah",Lecturer,AP,macka048
Fall 2023,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",B,28,1,PI,"Mackay,Deborah",Lecturer,AP,macka048
Fall 2023,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",B+,28,3,PI,"Mackay,Deborah",Lecturer,AP,macka048
Fall 2023,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",F,28,1,PI,"Mackay,Deborah",Lecturer,AP,macka048
Fall 2023,UMNTC,UMNTC,ABUS,4013W,301,LEC,"Law, Ethics, &  Risk for Mgrs",W,28,1,PI,"Mackay,Deborah",Lecturer,AP,macka048
Fall 2023,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,A,30,10,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,A-,30,6,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,B,30,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,B+,30,3,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,B-,30,3,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,C+,30,3,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,D,30,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,301,LEC,Management in Organizations,W,30,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,A,29,13,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,A-,29,5,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,B,29,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,B+,29,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,B-,29,3,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,C+,29,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,C-,29,3,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,302,LEC,Management in Organizations,F,29,1,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,A,29,9,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,A-,29,5,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,B,29,6,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,B+,29,5,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
Fall 2023,UMNTC,UMNTC,ABUS,4022W,303,LEC,Management in Organizations,B-,29,2,PI,"Goodell,Bradley D",Teaching Specialist,AP,bgoodell
