TERM,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,GRADE_HDCNT,HR_NAME,INTERNET_ID,FULL_NAME
1235,UMNTC,CSCI,2021,003,Machine Architecture and Org,C,3,Jack Kolb,jhkolb,CSCI 2021
1235,UMNTC,CSCI,2021,003,Machine Architecture and Org,C+,5,Jack Kolb,jhkolb,CSCI 2021
1235,UMNTC,CSCI,2021,003,Machine Architecture and Org,C-,4,Jack Kolb,jhkolb,CSCI 2021
1235,UMNTC,CSCI,2021,003,Machine Architecture and Org,D,2,Jack Kolb,jhkolb,CSCI 2021
1235,UMNTC,CSCI,2021,003,Machine Architecture and Org,F,1,Jack Kolb,jhkolb,CSCI 2021
1235,UMNTC,CSCI,2021,003,Machine Architecture and Org,W,1,Jack Kolb,jhkolb,CSCI 2021
1235,UMNTC,CSCI,4707,001,Practice of DB Systems,A,13,Jaideep Srivastava,srivasta,CSCI 4707
1235,UMNTC,CSCI,4707,001,Practice of DB Systems,A-,5,Jaideep Srivastava,srivasta,CSCI 4707
1235,UMNTC,CSCI,4707,001,Practice of DB Systems,B,2,Jaideep Srivastava,srivasta,CSCI 4707
1235,UMNTC,CSCI,4707,001,Practice of DB Systems,B+,7,Jaideep Srivastava,srivasta,CSCI 4707
1235,UMNTC,CSCI,4707,001,Practice of DB Systems,C+,1,Jaideep Srivastava,srivasta,CSCI 4707
1235,UMNTC,CSCI,4707,883,Practice of DB Systems,A,7,Jaideep Srivastava,srivasta,CSCI 4707
1235,UMNTC,CSCI,4707,883,Practice of DB Systems,A-,1,Jaideep Srivastava,srivasta,CSCI 4707
1235,UMNTC,CSCI,4707,883,Practice of DB Systems,B+,2,Jaideep Srivastava,srivasta,CSCI 4707
1235,UMNTC,CSCL,1001W,001,Intro to Cultural Studies,A,5,Mitchell Hernandez,,CSCL 1001W
1235,UMNTC,CSCL,1001W,001,Intro to Cultural Studies,A-,4,Mitchell Hernandez,,CSCL 1001W
1235,UMNTC,CSCL,1001W,001,Intro to Cultural Studies,B,2,Mitchell Hernandez,,CSCL 1001W
1235,UMNTC,CSCL,1001W,001,Intro to Cultural Studies,B+,1,Mitchell Hernandez,,CSCL 1001W
1235,UMNTC,CSCL,1001W,001,Intro to Cultural Studies,S,1,Mitchell Hernandez,,CSCL 1001W
1235,UMNTC,CSCL,1401W,001,Reading Literature,A,14,Clare Harmon,,CSCL 1401W
1235,UMNTC,CSCL,1401W,001,Reading Literature,A-,2,Clare Harmon,,CSCL 1401W
1235,UMNTC,CSCL,1401W,001,Reading Literature,B+,3,Clare Harmon,,CSCL 1401W
1235,UMNTC,CSCL,1401W,001,Reading Literature,S,2,Clare Harmon,,CSCL 1401W
1235,UMNTC,CSCL,1401W,001,Reading Literature,W,2,Clare Harmon,,CSCL 1401W
1235,UMNTC,CSCL,3221,001,On Television,A,6,Nikolina Lazetic,,CSCL 3221
1235,UMNTC,CSCL,3221,001,On Television,A-,4,Nikolina Lazetic,,CSCL 3221
1235,UMNTC,CSCL,3221,001,On Television,B,5,Nikolina Lazetic,,CSCL 3221
1235,UMNTC,CSCL,3221,001,On Television,B+,2,Nikolina Lazetic,,CSCL 3221
1235,UMNTC,CSCL,3221,001,On Television,C,1,Nikolina Lazetic,,CSCL 3221
1235,UMNTC,CSCL,3221,001,On Television,C-,1,Nikolina Lazetic,,CSCL 3221
1235,UMNTC,CSCL,3221,001,On Television,S,1,Nikolina Lazetic,,CSCL 3221
1235,UMNTC,CSCL,3221,001,On Television,W,1,Nikolina Lazetic,,CSCL 3221
1235,UMNTC,CSE,4996,002,Co-op Industrial Assign II,A,18,Kia Bazargan,kia,CSE 4996
1235,UMNTC,CSE,4996,002,Co-op Industrial Assign II,A-,1,Kia Bazargan,kia,CSE 4996
1235,UMNTC,CSPH,5101,002,Intro to Int Healing Prac,A,24,Teri Verner,vern0024,CSPH 5101
1235,UMNTC,CSPH,5101,002,Intro to Int Healing Prac,A-,2,Teri Verner,vern0024,CSPH 5101
1235,UMNTC,CSPH,5101,002,Intro to Int Healing Prac,S,1,Teri Verner,vern0024,CSPH 5101
1235,UMNTC,CSPH,5317,001,"Yoga: Ethics, Spirit, Healing",A,11,Katie Schuver,schuv007,CSPH 5317
1235,UMNTC,CSPH,5317,001,"Yoga: Ethics, Spirit, Healing",A-,1,Katie Schuver,schuv007,CSPH 5317
1235,UMNTC,CSPH,5317,001,"Yoga: Ethics, Spirit, Healing",C-,1,Katie Schuver,schuv007,CSPH 5317
1235,UMNTC,CSPH,5317,001,"Yoga: Ethics, Spirit, Healing",F,1,Katie Schuver,schuv007,CSPH 5317
1235,UMNTC,CSPH,5317,001,"Yoga: Ethics, Spirit, Healing",W,1,Katie Schuver,schuv007,CSPH 5317
1235,UMNTC,CSPH,5343,001,Ayurveda Medicine,A,12,Asavari Manvikar,amanvika,CSPH 5343
1235,UMNTC,CSPH,5343,001,Ayurveda Medicine,S,1,Asavari Manvikar,amanvika,CSPH 5343
1235,UMNTC,CSPH,5503,001,Aromatherapy Fundamentals,A,10,Janet Tomaino,toma0131,CSPH 5503
1235,UMNTC,CSPH,5503,001,Aromatherapy Fundamentals,A-,1,Janet Tomaino,toma0131,CSPH 5503
1235,UMNTC,CSPH,5503,001,Aromatherapy Fundamentals,B,1,Janet Tomaino,toma0131,CSPH 5503
1235,UMNTC,CSPH,5503,001,Aromatherapy Fundamentals,B-,1,Janet Tomaino,toma0131,CSPH 5503
1235,UMNTC,CSPH,5522,001,Therapeutic Horticulture,A,10,Jean Larson,larso095,CSPH 5522
1235,UMNTC,CSPH,5522,001,Therapeutic Horticulture,C,1,Jean Larson,larso095,CSPH 5522
1235,UMNTC,CSPH,5522,001,Therapeutic Horticulture,N,1,Jean Larson,larso095,CSPH 5522
1235,UMNTC,CSPH,5713,001,Health Coaching for Hlth Prof,A,6,Cherie Kroh,kroh0057,CSPH 5713
1235,UMNTC,CSPH,5713,001,Health Coaching for Hlth Prof,A-,6,Cherie Kroh,kroh0057,CSPH 5713
1235,UMNTC,CSPH,5713,001,Health Coaching for Hlth Prof,B,1,Cherie Kroh,kroh0057,CSPH 5713
1235,UMNTC,CSPH,5713,001,Health Coaching for Hlth Prof,B+,2,Cherie Kroh,kroh0057,CSPH 5713
1235,UMNTC,DDS,6127,001,Periodontology Clinic D4 Sum,S,113,Elham Akhlaghi,eakhdagh,DDS 6127
1235,UMNTC,DDS,6231,001,Phys Evaluation I,A,65,Nelson Rhodus,rhodu001,DDS 6231
1235,UMNTC,DDS,6231,001,Phys Evaluation I,B,33,Nelson Rhodus,rhodu001,DDS 6231
1235,UMNTC,DDS,6231,001,Phys Evaluation I,C,4,Nelson Rhodus,rhodu001,DDS 6231
1235,UMNTC,DDS,6328,001,Dent Professional Dev IV,N,1,Karin Quick,quick003,DDS 6328
1235,UMNTC,DDS,6328,001,Dent Professional Dev IV,S,113,Karin Quick,quick003,DDS 6328
1235,UMNTC,DDS,6344,001,Dent Service-Learning D3Summer,S,31,Rachel Uppgaard,uppg0003,DDS 6344
1235,UMNTC,DDS,6347,001,Dent Service-Learning D4Summer,S,38,Rachel Uppgaard,uppg0003,DDS 6347
1235,UMNTC,DDS,6412,001,Biomaterials Science II,A,51,Hooi Chew,chew0014,DDS 6412
1235,UMNTC,DDS,6412,001,Biomaterials Science II,B,46,Hooi Chew,chew0014,DDS 6412
1235,UMNTC,DDS,6412,001,Biomaterials Science II,C,6,Hooi Chew,chew0014,DDS 6412
1235,UMNTC,DDS,6451,002,Intro to Endo,A,83,Rodriguez-Figueroa DDS,rodri274,DDS 6451
1235,UMNTC,DDS,6451,002,Intro to Endo,B,28,Rodriguez-Figueroa DDS,rodri274,DDS 6451
1235,UMNTC,DDS,6451,002,Intro to Endo,C,1,Rodriguez-Figueroa DDS,rodri274,DDS 6451
1235,UMNTC,DDS,6471,001,PC Pros Tech Lec II,A,43,Ranier Adarve,adar0002,DDS 6471
1235,UMNTC,DDS,6471,001,PC Pros Tech Lec II,B,55,Ranier Adarve,adar0002,DDS 6471
1235,UMNTC,DDS,6471,001,PC Pros Tech Lec II,C,5,Ranier Adarve,adar0002,DDS 6471
1235,UMNTC,DDS,6472,001,PC Pros Lab II,A,93,Ranier Adarve,adar0002,DDS 6472
1235,UMNTC,DDS,6472,001,PC Pros Lab II,B,10,Ranier Adarve,adar0002,DDS 6472
1235,UMNTC,DDS,6491,001,PC Pros Tech Lec VI,A,37,WookJin Seong,seong001,DDS 6491
1235,UMNTC,DDS,6491,001,PC Pros Tech Lec VI,B,57,WookJin Seong,seong001,DDS 6491
1235,UMNTC,DDS,6491,001,PC Pros Tech Lec VI,C,15,WookJin Seong,seong001,DDS 6491
1235,UMNTC,DDS,6491,001,PC Pros Tech Lec VI,C-,2,WookJin Seong,seong001,DDS 6491
1235,UMNTC,DDS,6491,001,PC Pros Tech Lec VI,F,1,WookJin Seong,seong001,DDS 6491
1235,UMNTC,DDS,6492,001,PC Pros Tech Lab VI,A,39,WookJin Seong,seong001,DDS 6492
1235,UMNTC,DDS,6492,001,PC Pros Tech Lab VI,B,60,WookJin Seong,seong001,DDS 6492
1235,UMNTC,DDS,6492,001,PC Pros Tech Lab VI,C,12,WookJin Seong,seong001,DDS 6492
1235,UMNTC,DDS,6492,001,PC Pros Tech Lab VI,F,1,WookJin Seong,seong001,DDS 6492
1235,UMNTC,DDS,7112,001,Periodontology II-B: Technique,A,85,Judy Danielson,danie056,DDS 7112
1235,UMNTC,DDS,7112,001,Periodontology II-B: Technique,B,14,Judy Danielson,danie056,DDS 7112
1235,UMNTC,DES,3151,500,Italian Design Studio,A,5,James Boyd Brent,jboydbre,DES 3151
1235,UMNTC,DES,3151,500,Italian Design Studio,A-,5,James Boyd Brent,jboydbre,DES 3151
1235,UMNTC,DES,3151,500,Italian Design Studio,B,5,James Boyd Brent,jboydbre,DES 3151
1235,UMNTC,DES,3151,500,Italian Design Studio,B+,3,James Boyd Brent,jboydbre,DES 3151
1235,UMNTC,DES,3151,500,Italian Design Studio,D,1,James Boyd Brent,jboydbre,DES 3151
1235,UMNTC,DH,3121,002,Local Anesthesia & Pain Mgmt,A,11,Jill Hormann,mudr0012,DH 3121
1235,UMNTC,DH,3121,002,Local Anesthesia & Pain Mgmt,A-,3,Jill Hormann,mudr0012,DH 3121
1235,UMNTC,DH,3121,002,Local Anesthesia & Pain Mgmt,B,1,Jill Hormann,mudr0012,DH 3121
1235,UMNTC,DH,3121,002,Local Anesthesia & Pain Mgmt,B+,6,Jill Hormann,mudr0012,DH 3121
1235,UMNTC,DH,3123,002,Clinical Application III,A,3,Mercedes VanDeWiele,borde111,DH 3123
1235,UMNTC,DH,3123,002,Clinical Application III,A-,4,Mercedes VanDeWiele,borde111,DH 3123
1235,UMNTC,DH,3123,002,Clinical Application III,B,6,Mercedes VanDeWiele,borde111,DH 3123
1235,UMNTC,DH,3123,002,Clinical Application III,B+,5,Mercedes VanDeWiele,borde111,DH 3123
1235,UMNTC,DH,3133,001,Pharmacology,A,6,Yvette Reibel,yreibel,DH 3133
1235,UMNTC,DH,3133,001,Pharmacology,B+,5,Yvette Reibel,yreibel,DH 3133
1235,UMNTC,DH,3133,001,Pharmacology,B-,7,Yvette Reibel,yreibel,DH 3133
1235,UMNTC,DH,3133,001,Pharmacology,C,1,Yvette Reibel,yreibel,DH 3133
1235,UMNTC,DH,3133,001,Pharmacology,C+,1,Yvette Reibel,yreibel,DH 3133
1235,UMNTC,DH,3133,001,Pharmacology,C-,1,Yvette Reibel,yreibel,DH 3133
1235,UMNTC,DH,3134,001,Pediatric Dentistry,A,6,Danae Seyffer,seyffer,DH 3134
1235,UMNTC,DH,3134,001,Pediatric Dentistry,A-,6,Danae Seyffer,seyffer,DH 3134
1235,UMNTC,DH,3134,001,Pediatric Dentistry,B,5,Danae Seyffer,seyffer,DH 3134
1235,UMNTC,DH,3134,001,Pediatric Dentistry,B+,2,Danae Seyffer,seyffer,DH 3134
1235,UMNTC,DH,3134,001,Pediatric Dentistry,B-,1,Danae Seyffer,seyffer,DH 3134
1235,UMNTC,DH,3134,001,Pediatric Dentistry,C+,1,Danae Seyffer,seyffer,DH 3134
1235,UMNTC,DH,3211,002,Biomaterials/Restorative Tech,A,1,Hiwet Ephrem,ephre001,DH 3211
1235,UMNTC,DH,3211,002,Biomaterials/Restorative Tech,A-,3,Hiwet Ephrem,ephre001,DH 3211
1235,UMNTC,DH,3211,002,Biomaterials/Restorative Tech,B,5,Hiwet Ephrem,ephre001,DH 3211
1235,UMNTC,DH,3211,002,Biomaterials/Restorative Tech,B+,7,Hiwet Ephrem,ephre001,DH 3211
1235,UMNTC,DH,3211,002,Biomaterials/Restorative Tech,B-,4,Hiwet Ephrem,ephre001,DH 3211
1235,UMNTC,DH,3211,002,Biomaterials/Restorative Tech,C+,1,Hiwet Ephrem,ephre001,DH 3211
1235,UMNTC,DH,4226,002,Clinical Application VI,A,17,Yvette Reibel,yreibel,DH 4226
1235,UMNTC,DH,4226,002,Clinical Application VI,B,1,Yvette Reibel,yreibel,DH 4226
1235,UMNTC,DH,4234,001,Leadership: Prof Development,A,15,Cyndee Stull,stul0045,DH 4234
1235,UMNTC,DH,4234,001,Leadership: Prof Development,A-,2,Cyndee Stull,stul0045,DH 4234
1235,UMNTC,DH,4234,001,Leadership: Prof Development,B+,1,Cyndee Stull,stul0045,DH 4234
1235,UMNTC,ECON,1101,004,Principles of Microeconomics,A,1,Sara Canilang,,ECON 1101
1235,UMNTC,ECON,1101,004,Principles of Microeconomics,A-,3,Sara Canilang,,ECON 1101
1235,UMNTC,ECON,1101,004,Principles of Microeconomics,B,3,Sara Canilang,,ECON 1101
1235,UMNTC,ECON,1101,004,Principles of Microeconomics,B-,1,Sara Canilang,,ECON 1101
1235,UMNTC,ECON,1101,004,Principles of Microeconomics,C,2,Sara Canilang,,ECON 1101
1235,UMNTC,ECON,1101,004,Principles of Microeconomics,C+,1,Sara Canilang,,ECON 1101
1235,UMNTC,ECON,1101,004,Principles of Microeconomics,C-,1,Sara Canilang,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,A,6,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,A-,4,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,B,3,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,B+,1,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,B-,1,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,C,2,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,C+,3,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,F,3,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,S,1,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1101,301,Principles of Microeconomics,W,1,Jacob Strauss,,ECON 1101
1235,UMNTC,ECON,1102,301,Principles Macro,A,4,Jacob Wright,,ECON 1102
1235,UMNTC,ECON,1102,301,Principles Macro,A-,4,Jacob Wright,,ECON 1102
1235,UMNTC,ECON,1102,301,Principles Macro,B,2,Jacob Wright,,ECON 1102
1235,UMNTC,ECON,1102,301,Principles Macro,B+,5,Jacob Wright,,ECON 1102
1235,UMNTC,ECON,1102,301,Principles Macro,B-,4,Jacob Wright,,ECON 1102
1235,UMNTC,ECON,1102,301,Principles Macro,D,1,Jacob Wright,,ECON 1102
1235,UMNTC,ECON,3101,002,Intermediate Microeconomics,A,8,Nicola Corbellini,,ECON 3101
1235,UMNTC,ECON,3101,002,Intermediate Microeconomics,A-,2,Nicola Corbellini,,ECON 3101
1235,UMNTC,ECON,3101,002,Intermediate Microeconomics,B,4,Nicola Corbellini,,ECON 3101
1235,UMNTC,ECON,3101,002,Intermediate Microeconomics,B+,3,Nicola Corbellini,,ECON 3101
1235,UMNTC,ECON,3101,002,Intermediate Microeconomics,B-,1,Nicola Corbellini,,ECON 3101
1235,UMNTC,ECON,3101,002,Intermediate Microeconomics,C,1,Nicola Corbellini,,ECON 3101
1235,UMNTC,ECON,3102,004,Intermediate Macroeconomics,A,7,Robert Winslow,,ECON 3102
1235,UMNTC,ECON,3102,004,Intermediate Macroeconomics,A-,1,Robert Winslow,,ECON 3102
1235,UMNTC,ECON,3102,004,Intermediate Macroeconomics,B,13,Robert Winslow,,ECON 3102
1235,UMNTC,ECON,3102,004,Intermediate Macroeconomics,B+,2,Robert Winslow,,ECON 3102
1235,UMNTC,ECON,3102,004,Intermediate Macroeconomics,B-,6,Robert Winslow,,ECON 3102
1235,UMNTC,ECON,3102,004,Intermediate Macroeconomics,C,3,Robert Winslow,,ECON 3102
1235,UMNTC,ECON,3102,004,Intermediate Macroeconomics,D,5,Robert Winslow,,ECON 3102
1235,UMNTC,ECON,3102,004,Intermediate Macroeconomics,F,1,Robert Winslow,,ECON 3102
1235,UMNTC,ECON,4331W,001,Economic Development,A,9,Johanna Torres Chain,,ECON 4331W
1235,UMNTC,ECON,4331W,001,Economic Development,A-,4,Johanna Torres Chain,,ECON 4331W
1235,UMNTC,ECON,4331W,001,Economic Development,B,6,Johanna Torres Chain,,ECON 4331W
1235,UMNTC,ECON,4331W,001,Economic Development,B+,5,Johanna Torres Chain,,ECON 4331W
1235,UMNTC,ECON,4331W,001,Economic Development,C,4,Johanna Torres Chain,,ECON 4331W
1235,UMNTC,ECON,4331W,001,Economic Development,F,2,Johanna Torres Chain,,ECON 4331W
1235,UMNTC,ECON,4428,500,London Trade and Brexit,A,9,Fahima Aziz,azizx002,ECON 4428
1235,UMNTC,ECON,4428,500,London Trade and Brexit,A-,2,Fahima Aziz,azizx002,ECON 4428
1235,UMNTC,ECON,4428,500,London Trade and Brexit,B,1,Fahima Aziz,azizx002,ECON 4428
1235,UMNTC,ECON,4721,001,Money and Banking,A,1,Sauhard Srivastava,,ECON 4721
1235,UMNTC,ECON,4721,001,Money and Banking,A-,1,Sauhard Srivastava,,ECON 4721
1235,UMNTC,ECON,4721,001,Money and Banking,B,6,Sauhard Srivastava,,ECON 4721
1235,UMNTC,ECON,4721,001,Money and Banking,B+,2,Sauhard Srivastava,,ECON 4721
1235,UMNTC,ECON,4721,001,Money and Banking,B-,1,Sauhard Srivastava,,ECON 4721
1235,UMNTC,ECON,4721,001,Money and Banking,C,3,Sauhard Srivastava,,ECON 4721
1235,UMNTC,ECON,4721,001,Money and Banking,D,1,Sauhard Srivastava,,ECON 4721
1235,UMNTC,ECON,4721,001,Money and Banking,W,2,Sauhard Srivastava,,ECON 4721
1235,UMNTC,ECON,4751,001,Financial Economics,A,6,Jakub Pawelczak,,ECON 4751
1235,UMNTC,ECON,4751,001,Financial Economics,A-,1,Jakub Pawelczak,,ECON 4751
1235,UMNTC,ECON,4751,001,Financial Economics,B,4,Jakub Pawelczak,,ECON 4751
1235,UMNTC,ECON,4751,001,Financial Economics,B-,1,Jakub Pawelczak,,ECON 4751
1235,UMNTC,ECON,4751,001,Financial Economics,C,2,Jakub Pawelczak,,ECON 4751
1235,UMNTC,ECON,4751,001,Financial Economics,C-,1,Jakub Pawelczak,,ECON 4751
1235,UMNTC,ECON,4831,001,Cost-Benefit Analysis,A,3,Teerat Wongrattanapiboon,,ECON 4831
1235,UMNTC,ECON,4831,001,Cost-Benefit Analysis,A-,4,Teerat Wongrattanapiboon,,ECON 4831
1235,UMNTC,ECON,4831,001,Cost-Benefit Analysis,B,7,Teerat Wongrattanapiboon,,ECON 4831
1235,UMNTC,ECON,4831,001,Cost-Benefit Analysis,B+,3,Teerat Wongrattanapiboon,,ECON 4831
1235,UMNTC,ECON,4831,001,Cost-Benefit Analysis,B-,1,Teerat Wongrattanapiboon,,ECON 4831
1235,UMNTC,ECON,4831,001,Cost-Benefit Analysis,C,4,Teerat Wongrattanapiboon,,ECON 4831
1235,UMNTC,ECON,4831,001,Cost-Benefit Analysis,F,5,Teerat Wongrattanapiboon,,ECON 4831
1235,UMNTC,ECON,4831,001,Cost-Benefit Analysis,W,1,Teerat Wongrattanapiboon,,ECON 4831
1235,UMNTC,EE,5373,001,Data Modeling Using R,A,6,Alexander Dukart,dukar014,EE 5373
1235,UMNTC,EE,5373,001,Data Modeling Using R,A-,3,Alexander Dukart,dukar014,EE 5373
1235,UMNTC,EE,5373,001,Data Modeling Using R,B,1,Alexander Dukart,dukar014,EE 5373
1235,UMNTC,EE,5373,001,Data Modeling Using R,C-,1,Alexander Dukart,dukar014,EE 5373
1235,UMNTC,EEB,3407,002,Ecology,A,1,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,3407,002,Ecology,A-,2,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,3407,002,Ecology,B,4,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,3407,002,Ecology,B+,2,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,3407,002,Ecology,B-,2,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,3407,002,Ecology,C+,2,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,3407,002,Ecology,C-,1,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,3407,003,Ecology,A,8,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,3407,003,Ecology,A-,1,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,3407,003,Ecology,B+,1,Forest Isbell,isbell,EEB 3407
1235,UMNTC,EEB,4844,001,Field Ornithology,A,9,Fred Beaudry,fbeaudry,EEB 4844
1235,UMNTC,EEB,4844,001,Field Ornithology,B,1,Fred Beaudry,fbeaudry,EEB 4844
1235,UMNTC,ENGL,1001W,001,Introduction to Literature,A,17,J. Richards,,ENGL 1001W
1235,UMNTC,ENGL,1001W,001,Introduction to Literature,A-,4,J. Richards,,ENGL 1001W
1235,UMNTC,ENGL,1001W,001,Introduction to Literature,B,1,J. Richards,,ENGL 1001W
1235,UMNTC,ENGL,1001W,001,Introduction to Literature,C,1,J. Richards,,ENGL 1001W
1235,UMNTC,ENGL,1001W,001,Introduction to Literature,W,1,J. Richards,,ENGL 1001W
1235,UMNTC,ENGL,1001W,002,Introduction to Literature,A,19,Nen Ramirez,,ENGL 1001W
1235,UMNTC,ENGL,1001W,002,Introduction to Literature,A-,2,Nen Ramirez,,ENGL 1001W
1235,UMNTC,ENGL,1001W,002,Introduction to Literature,B+,1,Nen Ramirez,,ENGL 1001W
1235,UMNTC,ENGL,1001W,002,Introduction to Literature,W,3,Nen Ramirez,,ENGL 1001W
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,A,5,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,A-,3,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,B,4,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,B+,6,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,B-,2,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,C,1,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,C-,2,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,D,1,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,F,1,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,N,1,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,S,3,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1031,001,Intro to the Short Story,W,1,Gregory Langen,,ENGL 1031
1235,UMNTC,ENGL,1051,001,"Lit, Science & Technology",A,14,Andrea Waldrep,,ENGL 1051
1235,UMNTC,ENGL,1051,001,"Lit, Science & Technology",A-,4,Andrea Waldrep,,ENGL 1051
1235,UMNTC,ENGL,1051,001,"Lit, Science & Technology",B,3,Andrea Waldrep,,ENGL 1051
1235,UMNTC,ENGL,1051,001,"Lit, Science & Technology",B+,4,Andrea Waldrep,,ENGL 1051
1235,UMNTC,ENGL,1051,001,"Lit, Science & Technology",B-,2,Andrea Waldrep,,ENGL 1051
1235,UMNTC,ENGL,1051,001,"Lit, Science & Technology",F,2,Andrea Waldrep,,ENGL 1051
1235,UMNTC,ENGL,1051,001,"Lit, Science & Technology",S,1,Andrea Waldrep,,ENGL 1051
1235,UMNTC,ENGL,1301W,001,Multicultural Lit of US,A,17,Jennifer Jodell,,ENGL 1301W
1235,UMNTC,ENGL,1301W,001,Multicultural Lit of US,B,1,Jennifer Jodell,,ENGL 1301W
1235,UMNTC,ENGL,1301W,001,Multicultural Lit of US,B+,2,Jennifer Jodell,,ENGL 1301W
1235,UMNTC,ENGL,1301W,001,Multicultural Lit of US,B-,1,Jennifer Jodell,,ENGL 1301W
1235,UMNTC,ENGL,1301W,001,Multicultural Lit of US,C+,1,Jennifer Jodell,,ENGL 1301W
1235,UMNTC,ENGL,1301W,001,Multicultural Lit of US,F,1,Jennifer Jodell,,ENGL 1301W
1235,UMNTC,ENGL,1301W,001,Multicultural Lit of US,S,2,Jennifer Jodell,,ENGL 1301W
1235,UMNTC,ENGL,1301W,002,Multicultural Lit of US,A,7,Moinak Choudhury,,ENGL 1301W
1235,UMNTC,ENGL,1301W,002,Multicultural Lit of US,A-,8,Moinak Choudhury,,ENGL 1301W
1235,UMNTC,ENGL,1301W,002,Multicultural Lit of US,B,4,Moinak Choudhury,,ENGL 1301W
1235,UMNTC,ENGL,1301W,002,Multicultural Lit of US,B+,1,Moinak Choudhury,,ENGL 1301W
1235,UMNTC,ENGL,1301W,002,Multicultural Lit of US,B-,1,Moinak Choudhury,,ENGL 1301W
1235,UMNTC,ENGL,1301W,002,Multicultural Lit of US,D,1,Moinak Choudhury,,ENGL 1301W
1235,UMNTC,ENGL,1301W,002,Multicultural Lit of US,N,1,Moinak Choudhury,,ENGL 1301W
1235,UMNTC,ENGL,1301W,002,Multicultural Lit of US,W,1,Moinak Choudhury,,ENGL 1301W
1235,UMNTC,ENGL,3003W,001,Survey British Literature I,A,13,Emily Jones,,ENGL 3003W
1235,UMNTC,ENGL,3003W,001,Survey British Literature I,A-,4,Emily Jones,,ENGL 3003W
1235,UMNTC,ENGL,3003W,001,Survey British Literature I,B+,1,Emily Jones,,ENGL 3003W
1235,UMNTC,ENGL,3003W,001,Survey British Literature I,C+,1,Emily Jones,,ENGL 3003W
1235,UMNTC,ENGL,3003W,001,Survey British Literature I,F,2,Emily Jones,,ENGL 3003W
1235,UMNTC,ENGL,3003W,001,Survey British Literature I,S,1,Emily Jones,,ENGL 3003W
1235,UMNTC,ENGL,3006W,001,Survey American Literature II,A,12,Scott Nelson,,ENGL 3006W
1235,UMNTC,ENGL,3006W,001,Survey American Literature II,A-,2,Scott Nelson,,ENGL 3006W
1235,UMNTC,ENGL,3006W,001,Survey American Literature II,B,1,Scott Nelson,,ENGL 3006W
1235,UMNTC,ENGL,3006W,001,Survey American Literature II,B+,2,Scott Nelson,,ENGL 3006W
1235,UMNTC,ENGL,3006W,001,Survey American Literature II,B-,1,Scott Nelson,,ENGL 3006W
1235,UMNTC,ENGL,3006W,001,Survey American Literature II,C,2,Scott Nelson,,ENGL 3006W
1235,UMNTC,ENGL,3006W,001,Survey American Literature II,C-,1,Scott Nelson,,ENGL 3006W
1235,UMNTC,ENGL,3006W,001,Survey American Literature II,F,3,Scott Nelson,,ENGL 3006W
