TERM,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,GRADE_HDCNT,HR_NAME,INTERNET_ID,FULL_NAME
1235,UMNTC,JPN,1012,001,Beginning Japanese II,A,8,Masanori Shiomi,shiom002,JPN 1012
1235,UMNTC,JPN,1012,001,Beginning Japanese II,A-,2,Masanori Shiomi,shiom002,JPN 1012
1235,UMNTC,JPN,1012,001,Beginning Japanese II,S,2,Masanori Shiomi,shiom002,JPN 1012
1235,UMNTC,JPN,3022,001,Intermediate Japanese II,A,6,Keiko Kawakami,kkawakam,JPN 3022
1235,UMNTC,JPN,3022,001,Intermediate Japanese II,B+,1,Keiko Kawakami,kkawakam,JPN 3022
1235,UMNTC,JPN,3022,001,Intermediate Japanese II,B-,1,Keiko Kawakami,kkawakam,JPN 3022
1235,UMNTC,JPN,3022,001,Intermediate Japanese II,C,1,Keiko Kawakami,kkawakam,JPN 3022
1235,UMNTC,JPN,3022,001,Intermediate Japanese II,C-,1,Keiko Kawakami,kkawakam,JPN 3022
1235,UMNTC,KIN,3027,002,Human Anatomy,A-,1,Hannah Studee,,KIN 3027
1235,UMNTC,KIN,3027,002,Human Anatomy,B,2,Hannah Studee,,KIN 3027
1235,UMNTC,KIN,3027,002,Human Anatomy,B+,2,Hannah Studee,,KIN 3027
1235,UMNTC,KIN,3027,002,Human Anatomy,B-,3,Hannah Studee,,KIN 3027
1235,UMNTC,KIN,3027,002,Human Anatomy,C-,1,Hannah Studee,,KIN 3027
1235,UMNTC,KIN,3027,002,Human Anatomy,D+,1,Hannah Studee,,KIN 3027
1235,UMNTC,KIN,3112,102,Introduction to Biomechanics,A,2,Juergen Konczak,jkonczak,KIN 3112
1235,UMNTC,KIN,3112,102,Introduction to Biomechanics,B,1,Juergen Konczak,jkonczak,KIN 3112
1235,UMNTC,KIN,3112,102,Introduction to Biomechanics,B-,3,Juergen Konczak,jkonczak,KIN 3112
1235,UMNTC,KIN,3112,102,Introduction to Biomechanics,C,5,Juergen Konczak,jkonczak,KIN 3112
1235,UMNTC,KIN,3112,102,Introduction to Biomechanics,C+,1,Juergen Konczak,jkonczak,KIN 3112
1235,UMNTC,KIN,3112,102,Introduction to Biomechanics,D,1,Juergen Konczak,jkonczak,KIN 3112
1235,UMNTC,KIN,3112,102,Introduction to Biomechanics,F,1,Juergen Konczak,jkonczak,KIN 3112
1235,UMNTC,KIN,3385,002,Human Physiology,A,1,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,002,Human Physiology,A-,1,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,002,Human Physiology,B,3,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,002,Human Physiology,B+,1,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,002,Human Physiology,B-,4,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,002,Human Physiology,W,1,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,003,Human Physiology,A,2,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,003,Human Physiology,A-,2,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,003,Human Physiology,B,2,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,003,Human Physiology,B+,1,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,003,Human Physiology,C,2,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,003,Human Physiology,C+,1,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,3385,003,Human Physiology,C-,1,Jack Dooley,,KIN 3385
1235,UMNTC,KIN,5125,001,Adv in Phys Activity & Health,A,19,Zan Gao,gaoz,KIN 5125
1235,UMNTC,KIN,5125,001,Adv in Phys Activity & Health,A-,1,Zan Gao,gaoz,KIN 5125
1235,UMNTC,KIN,5125,001,Adv in Phys Activity & Health,B,1,Zan Gao,gaoz,KIN 5125
1235,UMNTC,KIN,5125,001,Adv in Phys Activity & Health,B+,1,Zan Gao,gaoz,KIN 5125
1235,UMNTC,LA,3801,001,Intro. to Garden Design,A,8,Bradley Agee,ageex004,LA 3801
1235,UMNTC,LA,3801,001,Intro. to Garden Design,A-,4,Bradley Agee,ageex004,LA 3801
1235,UMNTC,LA,3801,001,Intro. to Garden Design,C-,2,Bradley Agee,ageex004,LA 3801
1235,UMNTC,LAMP,4177,301,Pathology for Allied Hlth Stdt,A,37,Haley Fleckenstein,fleck140,LAMP 4177
1235,UMNTC,LAMP,4177,301,Pathology for Allied Hlth Stdt,B,6,Haley Fleckenstein,fleck140,LAMP 4177
1235,UMNTC,LAMP,4177,301,Pathology for Allied Hlth Stdt,C,2,Haley Fleckenstein,fleck140,LAMP 4177
1235,UMNTC,LEAD,1961W,001,Personal Leadership in the U,A,15,Jenn Pollard-Win,jpollard,LEAD 1961W
1235,UMNTC,LEAD,1961W,001,Personal Leadership in the U,A-,2,Jenn Pollard-Win,jpollard,LEAD 1961W
1235,UMNTC,LEAD,1961W,001,Personal Leadership in the U,B,1,Jenn Pollard-Win,jpollard,LEAD 1961W
1235,UMNTC,LEAD,1961W,001,Personal Leadership in the U,B+,1,Jenn Pollard-Win,jpollard,LEAD 1961W
1235,UMNTC,LEAD,1961W,001,Personal Leadership in the U,C,1,Jenn Pollard-Win,jpollard,LEAD 1961W
1235,UMNTC,LEAD,1961W,001,Personal Leadership in the U,F,2,Jenn Pollard-Win,jpollard,LEAD 1961W
1235,UMNTC,LEAD,1961W,002,Personal Leadership in the U,A,12,Kacey Gregerson,kgregers,LEAD 1961W
1235,UMNTC,LEAD,1961W,002,Personal Leadership in the U,A-,5,Kacey Gregerson,kgregers,LEAD 1961W
1235,UMNTC,LEAD,1961W,002,Personal Leadership in the U,B-,1,Kacey Gregerson,kgregers,LEAD 1961W
1235,UMNTC,LEAD,1961W,002,Personal Leadership in the U,C,1,Kacey Gregerson,kgregers,LEAD 1961W
1235,UMNTC,LEAD,1961W,002,Personal Leadership in the U,W,1,Kacey Gregerson,kgregers,LEAD 1961W
1235,UMNTC,LEAD,4481,500,"Ldrship/Social Change, Ireland",A,8,Margaret Harris,mmharris,LEAD 4481
1235,UMNTC,LEAD,4481,500,"Ldrship/Social Change, Ireland",A-,3,Margaret Harris,mmharris,LEAD 4481
1235,UMNTC,LEAD,4481,500,"Ldrship/Social Change, Ireland",B+,1,Margaret Harris,mmharris,LEAD 4481
1235,UMNTC,LING,1701,002,Language & Society,A,6,Irina Zaykovskaya,irzaykov,LING 1701
1235,UMNTC,LING,1701,002,Language & Society,A-,1,Irina Zaykovskaya,irzaykov,LING 1701
1235,UMNTC,LING,1701,002,Language & Society,B,1,Irina Zaykovskaya,irzaykov,LING 1701
1235,UMNTC,LING,1701,002,Language & Society,B-,1,Irina Zaykovskaya,irzaykov,LING 1701
1235,UMNTC,LING,1701,002,Language & Society,C,1,Irina Zaykovskaya,irzaykov,LING 1701
1235,UMNTC,LING,1701,002,Language & Society,F,1,Irina Zaykovskaya,irzaykov,LING 1701
1235,UMNTC,LING,1701,002,Language & Society,S,1,Irina Zaykovskaya,irzaykov,LING 1701
1235,UMNTC,LING,5001,002,Introduction to Linguistics,A,5,Morgan Staley,mstaley,LING 5001
1235,UMNTC,LING,5001,002,Introduction to Linguistics,A-,3,Morgan Staley,mstaley,LING 5001
1235,UMNTC,LING,5001,002,Introduction to Linguistics,B,1,Morgan Staley,mstaley,LING 5001
1235,UMNTC,LING,5001,002,Introduction to Linguistics,B-,1,Morgan Staley,mstaley,LING 5001
1235,UMNTC,LNDN,3375,500,Global Internship London,A,5,Unknown Instructor,,LNDN 3375
1235,UMNTC,LNDN,3375,500,Global Internship London,A-,17,Unknown Instructor,,LNDN 3375
1235,UMNTC,MADR,3301,500,Cross-Cultural Psychology,A,18,Unknown Instructor,,MADR 3301
1235,UMNTC,MADR,3301,500,Cross-Cultural Psychology,A-,1,Unknown Instructor,,MADR 3301
1235,UMNTC,MADR,3301,500,Cross-Cultural Psychology,B,3,Unknown Instructor,,MADR 3301
1235,UMNTC,MADR,3301,500,Cross-Cultural Psychology,B+,4,Unknown Instructor,,MADR 3301
1235,UMNTC,MADR,4901,500,Research Lab in Psychology,A,28,Unknown Instructor,,MADR 4901
1235,UMNTC,MADR,4901,500,Research Lab in Psychology,A-,1,Unknown Instructor,,MADR 4901
1235,UMNTC,MATH,1271,001,Calculus I,A,2,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,A-,3,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,B,4,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,B+,2,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,B-,4,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,C,2,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,C+,1,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,C-,2,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,D,1,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,F,1,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,001,Calculus I,W,1,Yorkinoy Shermatova,,MATH 1271
1235,UMNTC,MATH,1271,002,Calculus I,A,2,Devadatta Hegde,,MATH 1271
1235,UMNTC,MATH,1271,002,Calculus I,A-,3,Devadatta Hegde,,MATH 1271
1235,UMNTC,MATH,1271,002,Calculus I,B,2,Devadatta Hegde,,MATH 1271
1235,UMNTC,MATH,1271,002,Calculus I,B+,3,Devadatta Hegde,,MATH 1271
1235,UMNTC,MATH,1271,002,Calculus I,B-,6,Devadatta Hegde,,MATH 1271
1235,UMNTC,MATH,1271,002,Calculus I,C,2,Devadatta Hegde,,MATH 1271
1235,UMNTC,MATH,1271,002,Calculus I,C+,2,Devadatta Hegde,,MATH 1271
1235,UMNTC,MATH,1271,002,Calculus I,C-,1,Devadatta Hegde,,MATH 1271
1235,UMNTC,MATH,1271,002,Calculus I,F,2,Devadatta Hegde,,MATH 1271
1235,UMNTC,MATH,1272,001,Calculus II,A,7,Zane Huttinga,,MATH 1272
1235,UMNTC,MATH,1272,001,Calculus II,A-,3,Zane Huttinga,,MATH 1272
1235,UMNTC,MATH,1272,001,Calculus II,B,5,Zane Huttinga,,MATH 1272
1235,UMNTC,MATH,1272,001,Calculus II,B+,2,Zane Huttinga,,MATH 1272
1235,UMNTC,MATH,1272,001,Calculus II,B-,2,Zane Huttinga,,MATH 1272
1235,UMNTC,MATH,1272,001,Calculus II,C,5,Zane Huttinga,,MATH 1272
1235,UMNTC,MATH,1272,001,Calculus II,C-,2,Zane Huttinga,,MATH 1272
1235,UMNTC,MATH,1272,001,Calculus II,F,2,Zane Huttinga,,MATH 1272
1235,UMNTC,MATH,1272,003,Calculus II,A,3,David Demark,,MATH 1272
1235,UMNTC,MATH,1272,003,Calculus II,A-,2,David Demark,,MATH 1272
1235,UMNTC,MATH,1272,003,Calculus II,B,11,David Demark,,MATH 1272
1235,UMNTC,MATH,1272,003,Calculus II,C,4,David Demark,,MATH 1272
1235,UMNTC,MATH,1272,003,Calculus II,C+,2,David Demark,,MATH 1272
1235,UMNTC,MATH,1272,003,Calculus II,C-,2,David Demark,,MATH 1272
1235,UMNTC,MATH,1272,003,Calculus II,D,2,David Demark,,MATH 1272
1235,UMNTC,MATH,1272,003,Calculus II,F,1,David Demark,,MATH 1272
1235,UMNTC,MATH,1272,003,Calculus II,W,1,David Demark,,MATH 1272
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,A,3,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,A-,1,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,B,2,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,B+,3,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,B-,2,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,C,1,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,C+,2,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,C-,1,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,F,1,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,001,Lin Alg & Diff Eqs,W,2,Shengkai Mao,,MATH 2243
1235,UMNTC,MATH,2243,002,Lin Alg & Diff Eqs,A,4,Christine Brasic,,MATH 2243
1235,UMNTC,MATH,2243,002,Lin Alg & Diff Eqs,A-,1,Christine Brasic,,MATH 2243
1235,UMNTC,MATH,2243,002,Lin Alg & Diff Eqs,B,1,Christine Brasic,,MATH 2243
1235,UMNTC,MATH,2243,002,Lin Alg & Diff Eqs,B+,2,Christine Brasic,,MATH 2243
1235,UMNTC,MATH,2243,002,Lin Alg & Diff Eqs,B-,3,Christine Brasic,,MATH 2243
1235,UMNTC,MATH,2243,002,Lin Alg & Diff Eqs,W,1,Christine Brasic,,MATH 2243
1235,UMNTC,MATH,2263,001,Multivariable Calc,A,8,Zhengyi Gong,,MATH 2263
1235,UMNTC,MATH,2263,001,Multivariable Calc,B,1,Zhengyi Gong,,MATH 2263
1235,UMNTC,MATH,2263,001,Multivariable Calc,C,3,Zhengyi Gong,,MATH 2263
1235,UMNTC,MATH,2263,001,Multivariable Calc,W,1,Zhengyi Gong,,MATH 2263
1235,UMNTC,MATH,2263,002,Multivariable Calc,A,5,Hyekyung Kim,,MATH 2263
1235,UMNTC,MATH,2263,002,Multivariable Calc,A-,2,Hyekyung Kim,,MATH 2263
1235,UMNTC,MATH,2263,002,Multivariable Calc,B+,2,Hyekyung Kim,,MATH 2263
1235,UMNTC,MATH,2263,002,Multivariable Calc,B-,1,Hyekyung Kim,,MATH 2263
1235,UMNTC,MATH,2263,002,Multivariable Calc,C,1,Hyekyung Kim,,MATH 2263
1235,UMNTC,MATH,2263,002,Multivariable Calc,C+,1,Hyekyung Kim,,MATH 2263
1235,UMNTC,MATH,2263,002,Multivariable Calc,C-,2,Hyekyung Kim,,MATH 2263
1235,UMNTC,MATH,2263,002,Multivariable Calc,D,1,Hyekyung Kim,,MATH 2263
1235,UMNTC,MATH,2263,002,Multivariable Calc,W,3,Hyekyung Kim,,MATH 2263
1235,UMNTC,MATH,4242,001,Applied Lin Alg,A,4,Kaelyn Willingham,,MATH 4242
1235,UMNTC,MATH,4242,001,Applied Lin Alg,A-,3,Kaelyn Willingham,,MATH 4242
1235,UMNTC,MATH,4242,001,Applied Lin Alg,B,5,Kaelyn Willingham,,MATH 4242
1235,UMNTC,MATH,4242,001,Applied Lin Alg,B+,2,Kaelyn Willingham,,MATH 4242
1235,UMNTC,MATH,4242,001,Applied Lin Alg,C+,1,Kaelyn Willingham,,MATH 4242
1235,UMNTC,MBA,6031,070,Financial Acctg,A,7,Kendell Poch,beck0620,MBA 6031
1235,UMNTC,MBA,6031,070,Financial Acctg,A-,8,Kendell Poch,beck0620,MBA 6031
1235,UMNTC,MBA,6031,070,Financial Acctg,B,6,Kendell Poch,beck0620,MBA 6031
1235,UMNTC,MBA,6031,070,Financial Acctg,B+,3,Kendell Poch,beck0620,MBA 6031
1235,UMNTC,MBA,6035,070,Managerial Acctg,A,21,Clayton Forester,claytonf,MBA 6035
1235,UMNTC,MBA,6035,070,Managerial Acctg,A-,4,Clayton Forester,claytonf,MBA 6035
1235,UMNTC,MBA,6035,070,Managerial Acctg,B,2,Clayton Forester,claytonf,MBA 6035
1235,UMNTC,MBA,6035,070,Managerial Acctg,B+,6,Clayton Forester,claytonf,MBA 6035
1235,UMNTC,MBA,6035,070,Managerial Acctg,B-,2,Clayton Forester,claytonf,MBA 6035
1235,UMNTC,MBA,6035,070,Managerial Acctg,C,6,Clayton Forester,claytonf,MBA 6035
1235,UMNTC,MBA,6035,070,Managerial Acctg,C+,2,Clayton Forester,claytonf,MBA 6035
1235,UMNTC,MBA,6035,070,Managerial Acctg,C-,1,Clayton Forester,claytonf,MBA 6035
1235,UMNTC,MBA,6111,090,Organizational Behavior,A,9,Brandon Sullivan,sull0179,MBA 6111
1235,UMNTC,MBA,6111,090,Organizational Behavior,B+,8,Brandon Sullivan,sull0179,MBA 6111
1235,UMNTC,MBA,6121,070,Data Analysis for Managers,A,5,Steven Huchendorf,huche001,MBA 6121
1235,UMNTC,MBA,6121,070,Data Analysis for Managers,A-,4,Steven Huchendorf,huche001,MBA 6121
1235,UMNTC,MBA,6121,070,Data Analysis for Managers,B,2,Steven Huchendorf,huche001,MBA 6121
1235,UMNTC,MBA,6121,070,Data Analysis for Managers,B+,5,Steven Huchendorf,huche001,MBA 6121
1235,UMNTC,MBA,6121,070,Data Analysis for Managers,C,1,Steven Huchendorf,huche001,MBA 6121
1235,UMNTC,MBA,6211,070,Marketing Management,A,28,Corey Nelson,nels9420,MBA 6211
1235,UMNTC,MBA,6211,070,Marketing Management,A-,4,Corey Nelson,nels9420,MBA 6211
1235,UMNTC,MBA,6211,070,Marketing Management,B,1,Corey Nelson,nels9420,MBA 6211
1235,UMNTC,MBA,6211,070,Marketing Management,B+,29,Corey Nelson,nels9420,MBA 6211
1235,UMNTC,MBA,6221,090,Supply Chain & Operations,A,12,Bob Azman,razman,MBA 6221
1235,UMNTC,MBA,6221,090,Supply Chain & Operations,A-,10,Bob Azman,razman,MBA 6221
1235,UMNTC,MBA,6221,090,Supply Chain & Operations,B+,5,Bob Azman,razman,MBA 6221
1235,UMNTC,MBA,6315,070,Business Ethics,A,37,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBA,6315,070,Business Ethics,A-,7,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBA,6315,070,Business Ethics,B,2,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBA,6315,070,Business Ethics,B+,11,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBA,6315,070,Business Ethics,B-,1,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBA,6315,071,Business Ethics,A,12,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBA,6315,071,Business Ethics,A-,22,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBA,6315,071,Business Ethics,B,8,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBA,6315,071,Business Ethics,B+,3,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBA,6315,071,Business Ethics,B-,2,Alfred Marcus,amarcus,MBA 6315
1235,UMNTC,MBT,6333,070,Tax Aspects Consolidated Rtrns,A,3,Nicholas Hara,hara0090,MBT 6333
1235,UMNTC,MBT,6333,070,Tax Aspects Consolidated Rtrns,A-,4,Nicholas Hara,hara0090,MBT 6333
1235,UMNTC,MBT,6333,070,Tax Aspects Consolidated Rtrns,B,2,Nicholas Hara,hara0090,MBT 6333
1235,UMNTC,MBT,6333,070,Tax Aspects Consolidated Rtrns,B+,4,Nicholas Hara,hara0090,MBT 6333
1235,UMNTC,MBT,6353,070,Income Taxation of Fiduciaries,A,5,Kelli Hill,krue0053,MBT 6353
1235,UMNTC,MBT,6353,070,Income Taxation of Fiduciaries,A-,7,Kelli Hill,krue0053,MBT 6353
1235,UMNTC,MBT,6353,070,Income Taxation of Fiduciaries,B,3,Kelli Hill,krue0053,MBT 6353
1235,UMNTC,MBT,6353,070,Income Taxation of Fiduciaries,B+,3,Kelli Hill,krue0053,MBT 6353
1235,UMNTC,MBT,6353,070,Income Taxation of Fiduciaries,B-,2,Kelli Hill,krue0053,MBT 6353
1235,UMNTC,MBT,6353,070,Income Taxation of Fiduciaries,C+,4,Kelli Hill,krue0053,MBT 6353
1235,UMNTC,MBT,6353,070,Income Taxation of Fiduciaries,F,1,Kelli Hill,krue0053,MBT 6353
1235,UMNTC,ME,3333,001,Heat Transfer,A,3,Ankit Saini,,ME 3333
1235,UMNTC,ME,3333,001,Heat Transfer,A-,1,Ankit Saini,,ME 3333
1235,UMNTC,ME,3333,001,Heat Transfer,B,2,Ankit Saini,,ME 3333
1235,UMNTC,ME,3333,001,Heat Transfer,B+,1,Ankit Saini,,ME 3333
1235,UMNTC,ME,3333,001,Heat Transfer,B-,2,Ankit Saini,,ME 3333
1235,UMNTC,ME,3333,001,Heat Transfer,C+,1,Ankit Saini,,ME 3333
1235,UMNTC,ME,3333,001,Heat Transfer,W,1,Ankit Saini,,ME 3333
1235,UMNTC,MED,7500,081,Medicine Clerkship,N,1,Julie Pierce,pierc035,MED 7500
1235,UMNTC,MED,7500,081,Medicine Clerkship,P,24,Julie Pierce,pierc035,MED 7500
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,A,10,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,A-,6,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,B,7,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,B+,7,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,B-,6,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,C,2,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,C+,2,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,C-,1,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,D,4,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,F,2,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,3001,070,Fund. of Mgmt,W,1,Kelsey Baumann,bauma170,MGMT 3001
1235,UMNTC,MGMT,6004,070,Negotiation Strategies,A,14,Jane Kuhn,kuhn0049,MGMT 6004
1235,UMNTC,MGMT,6004,070,Negotiation Strategies,A-,2,Jane Kuhn,kuhn0049,MGMT 6004
1235,UMNTC,MGMT,6004,070,Negotiation Strategies,B-,1,Jane Kuhn,kuhn0049,MGMT 6004
1235,UMNTC,MGMT,6004,070,Negotiation Strategies,C,1,Jane Kuhn,kuhn0049,MGMT 6004
1235,UMNTC,MGMT,6084,050,Management of Teams,A,11,Svjetlana Madzar,smadzar,MGMT 6084
1235,UMNTC,MGMT,6084,050,Management of Teams,A-,17,Svjetlana Madzar,smadzar,MGMT 6084
1235,UMNTC,MGMT,6305,090,Int'l Envrmt of Business,A,2,Michelle Heyn,mheyn,MGMT 6305
1235,UMNTC,MGMT,6305,090,Int'l Envrmt of Business,A-,8,Michelle Heyn,mheyn,MGMT 6305
1235,UMNTC,MGMT,6305,090,Int'l Envrmt of Business,B,2,Michelle Heyn,mheyn,MGMT 6305
1235,UMNTC,MGMT,6305,090,Int'l Envrmt of Business,B+,1,Michelle Heyn,mheyn,MGMT 6305
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,A,3,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,A-,1,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,B+,1,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,B-,1,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,C,1,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,C+,1,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,C-,1,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,D,1,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,D+,1,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MICB,3301,002,Biology of Microorganisms,W,1,Christian Mohr,mohrx005,MICB 3301
1235,UMNTC,MKTG,3001,070,Principles  of Mktg,A,3,Corey Nelson,nels9420,MKTG 3001
1235,UMNTC,MKTG,3001,070,Principles  of Mktg,A-,4,Corey Nelson,nels9420,MKTG 3001
1235,UMNTC,MKTG,3001,070,Principles  of Mktg,B,4,Corey Nelson,nels9420,MKTG 3001
1235,UMNTC,MKTG,3001,070,Principles  of Mktg,B+,3,Corey Nelson,nels9420,MKTG 3001
1235,UMNTC,MKTG,3001,070,Principles  of Mktg,B-,2,Corey Nelson,nels9420,MKTG 3001
1235,UMNTC,MKTG,3001,070,Principles  of Mktg,C,2,Corey Nelson,nels9420,MKTG 3001
1235,UMNTC,MKTG,3001,070,Principles  of Mktg,C+,1,Corey Nelson,nels9420,MKTG 3001
1235,UMNTC,MKTG,3001,070,Principles  of Mktg,W,1,Corey Nelson,nels9420,MKTG 3001
1235,UMNTC,MKTG,6084,070,Persuasion and Influence,A,21,Vladas Griskevicius,vladasg,MKTG 6084
1235,UMNTC,MKTG,6084,070,Persuasion and Influence,A-,19,Vladas Griskevicius,vladasg,MKTG 6084
1235,UMNTC,MKTG,6084,070,Persuasion and Influence,B,2,Vladas Griskevicius,vladasg,MKTG 6084
1235,UMNTC,MKTG,6084,070,Persuasion and Influence,B+,7,Vladas Griskevicius,vladasg,MKTG 6084
1235,UMNTC,MKTG,6085,050,Nudge: Improving Decisions,A,10,Kathleen Vohs,vohsx005,MKTG 6085
1235,UMNTC,MKTG,6085,050,Nudge: Improving Decisions,A-,4,Kathleen Vohs,vohsx005,MKTG 6085
1235,UMNTC,MKTG,6085,050,Nudge: Improving Decisions,B,3,Kathleen Vohs,vohsx005,MKTG 6085
1235,UMNTC,MKTG,6085,050,Nudge: Improving Decisions,B+,3,Kathleen Vohs,vohsx005,MKTG 6085
1235,UMNTC,MKTG,6087,070,Power of Story,A,20,Vladas Griskevicius,vladasg,MKTG 6087
1235,UMNTC,MKTG,6087,070,Power of Story,A-,11,Vladas Griskevicius,vladasg,MKTG 6087
1235,UMNTC,MKTG,6087,070,Power of Story,B,3,Vladas Griskevicius,vladasg,MKTG 6087
1235,UMNTC,MKTG,6087,070,Power of Story,B+,5,Vladas Griskevicius,vladasg,MKTG 6087
1235,UMNTC,MKTG,6088,070,Strategic Marketing,A,26,David Hopkins,hopk0027,MKTG 6088
1235,UMNTC,MKTG,6088,070,Strategic Marketing,A-,11,David Hopkins,hopk0027,MKTG 6088
1235,UMNTC,MKTG,6088,070,Strategic Marketing,B,2,David Hopkins,hopk0027,MKTG 6088
1235,UMNTC,MKTG,6088,070,Strategic Marketing,B+,3,David Hopkins,hopk0027,MKTG 6088
1235,UMNTC,MLSP,5011W,001,Prof Issues Health Care Comm,A,10,Donna Spannaus-Martin,spann003,MLSP 5011W
1235,UMNTC,MLSP,5011W,001,Prof Issues Health Care Comm,A-,3,Donna Spannaus-Martin,spann003,MLSP 5011W
1235,UMNTC,MLSP,5011W,001,Prof Issues Health Care Comm,B+,1,Donna Spannaus-Martin,spann003,MLSP 5011W
1235,UMNTC,MLSP,5014W,001,Lab Oper in Health Care,A,10,Andrew Yue,yuex0004,MLSP 5014W
1235,UMNTC,MLSP,5014W,001,Lab Oper in Health Care,A-,7,Andrew Yue,yuex0004,MLSP 5014W
