INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,GRADE_HDCNT,NAME,INTERNET_ID,TERM,FULL_NAME
UMNTC,UMNTC,COMM,1313W,008,Analysis of Argument,D,1,Saumya Malhotra,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,008,Analysis of Argument,W,1,Saumya Malhotra,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,009,Analysis of Argument,A,17,Alexa Mayerhofer,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,009,Analysis of Argument,B,4,Alexa Mayerhofer,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,009,Analysis of Argument,B+,1,Alexa Mayerhofer,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,009,Analysis of Argument,C,2,Alexa Mayerhofer,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,009,Analysis of Argument,C-,1,Alexa Mayerhofer,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,A,6,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,A-,4,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,B,4,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,B+,3,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,B-,1,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,C,1,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,C+,3,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,C-,1,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,D,1,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,010,Analysis of Argument,F,1,Jeremy Rose,rosex013,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,A,10,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,A-,2,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,B,1,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,B+,3,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,B-,1,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,C,1,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,C+,1,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,C-,1,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,F,1,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,S,1,Michael Tahmoressi,,1253,COMM 1313W
UMNTC,UMNTC,COMM,1313W,011,Analysis of Argument,W,3,Michael Tahmoressi,,1253,COMM 1313W
UMNDL,UMNDL,COMM,1500,001,"Media, Society",A,2,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",A-,5,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",B,4,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",B+,2,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",B-,3,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",C,2,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",C+,2,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",C-,2,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",D,2,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",D+,3,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",F,3,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNDL,UMNDL,COMM,1500,001,"Media, Society",W,2,Lawrance Bernabo,lbernabo,1253,COMM 1500
UMNCR,UMNCR,COMM,2002,040,Interpersonal Communication,A,8,Penny Schmidgall,,1253,COMM 2002
UMNCR,UMNCR,COMM,2002,040,Interpersonal Communication,A-,3,Penny Schmidgall,,1253,COMM 2002
UMNCR,UMNCR,COMM,2002,040,Interpersonal Communication,B,2,Penny Schmidgall,,1253,COMM 2002
UMNCR,UMNCR,COMM,2002,040,Interpersonal Communication,B+,1,Penny Schmidgall,,1253,COMM 2002
UMNCR,UMNCR,COMM,2002,E90,Interpersonal Communication,A,12,Jacob Bell,jdbell,1253,COMM 2002
UMNCR,UMNCR,COMM,2002,E90,Interpersonal Communication,B,5,Jacob Bell,jdbell,1253,COMM 2002
UMNCR,UMNCR,COMM,2002,E90,Interpersonal Communication,C,1,Jacob Bell,jdbell,1253,COMM 2002
UMNCR,UMNCR,COMM,2002,E90,Interpersonal Communication,F,3,Jacob Bell,jdbell,1253,COMM 2002
UMNCR,UMNCR,COMM,2002,E90,Interpersonal Communication,W,1,Jacob Bell,jdbell,1253,COMM 2002
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",A,3,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",A-,3,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",B,7,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",B+,3,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",B-,2,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",C,2,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",C+,2,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",C-,1,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",D,1,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2025,001,"Comm Inquiry:Rhet, Hist Method",W,1,Michael Pfau,mpfau,1253,COMM 2025
UMNDL,UMNDL,COMM,2030,001,Comm Inquiry: Social Science,A-,3,Edward Downs,epdowns,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,001,Comm Inquiry: Social Science,B,3,Edward Downs,epdowns,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,001,Comm Inquiry: Social Science,B+,3,Edward Downs,epdowns,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,001,Comm Inquiry: Social Science,B-,6,Edward Downs,epdowns,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,001,Comm Inquiry: Social Science,C,2,Edward Downs,epdowns,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,001,Comm Inquiry: Social Science,C+,2,Edward Downs,epdowns,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,001,Comm Inquiry: Social Science,W,2,Edward Downs,epdowns,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,002,Comm Inquiry: Social Science,A,3,Lingzi Zhong,l-zhong,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,002,Comm Inquiry: Social Science,A-,3,Lingzi Zhong,l-zhong,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,002,Comm Inquiry: Social Science,B,3,Lingzi Zhong,l-zhong,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,002,Comm Inquiry: Social Science,B+,3,Lingzi Zhong,l-zhong,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,002,Comm Inquiry: Social Science,B-,1,Lingzi Zhong,l-zhong,1253,COMM 2030
UMNDL,UMNDL,COMM,2030,002,Comm Inquiry: Social Science,F,1,Lingzi Zhong,l-zhong,1253,COMM 2030
UMNTC,UMNRO,COMM,2711,001,Comm in Professional Contexts,A,11,Aaron Bruenger,brue0067,1253,COMM 2711
UMNTC,UMNRO,COMM,2711,001,Comm in Professional Contexts,B+,1,Aaron Bruenger,brue0067,1253,COMM 2711
UMNTC,UMNRO,COMM,2711,001,Comm in Professional Contexts,B-,2,Aaron Bruenger,brue0067,1253,COMM 2711
UMNTC,UMNRO,COMM,2711,001,Comm in Professional Contexts,D,1,Aaron Bruenger,brue0067,1253,COMM 2711
UMNTC,UMNRO,COMM,2711,001,Comm in Professional Contexts,F,2,Aaron Bruenger,brue0067,1253,COMM 2711
UMNTC,UMNRO,COMM,2711,002,Comm in Professional Contexts,A,19,Aaron Bruenger,brue0067,1253,COMM 2711
UMNTC,UMNRO,COMM,2711,002,Comm in Professional Contexts,W,1,Aaron Bruenger,brue0067,1253,COMM 2711
UMNCR,UMNCR,COMM,3001,E90,Human Relationships/Leadership,A,12,Jacob Bell,jdbell,1253,COMM 3001
UMNCR,UMNCR,COMM,3001,E90,Human Relationships/Leadership,B,8,Jacob Bell,jdbell,1253,COMM 3001
UMNCR,UMNCR,COMM,3001,E90,Human Relationships/Leadership,D,1,Jacob Bell,jdbell,1253,COMM 3001
UMNCR,UMNCR,COMM,3001,E91,Human Relationships/Leadership,A,13,Megan Pederson,hulst006,1253,COMM 3001
UMNCR,UMNCR,COMM,3001,E91,Human Relationships/Leadership,A-,2,Megan Pederson,hulst006,1253,COMM 3001
UMNCR,UMNCR,COMM,3001,E91,Human Relationships/Leadership,B,3,Megan Pederson,hulst006,1253,COMM 3001
UMNCR,UMNCR,COMM,3001,E91,Human Relationships/Leadership,C+,1,Megan Pederson,hulst006,1253,COMM 3001
UMNCR,UMNCR,COMM,3001,E91,Human Relationships/Leadership,C-,1,Megan Pederson,hulst006,1253,COMM 3001
UMNCR,UMNCR,COMM,3001,E91,Human Relationships/Leadership,D+,1,Megan Pederson,hulst006,1253,COMM 3001
UMNCR,UMNCR,COMM,3001,E91,Human Relationships/Leadership,F,1,Megan Pederson,hulst006,1253,COMM 3001
UMNCR,UMNCR,COMM,3002,001,Intercultural Communication,A,5,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,001,Intercultural Communication,B,7,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,001,Intercultural Communication,D,1,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,001,Intercultural Communication,F,2,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E90,Intercultural Communication,A,15,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E90,Intercultural Communication,B,3,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E90,Intercultural Communication,D,1,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E90,Intercultural Communication,F,2,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E90,Intercultural Communication,W,2,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E91,Intercultural Communication,A,12,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E91,Intercultural Communication,B,4,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E91,Intercultural Communication,C,1,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E91,Intercultural Communication,D,1,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E91,Intercultural Communication,F,2,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3002,E91,Intercultural Communication,W,1,Megan Bell,umnt002,1253,COMM 3002
UMNCR,UMNCR,COMM,3008,001,Business Writing,A,7,Elizabeth Tollefson,ltollefs,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,001,Business Writing,B,6,Elizabeth Tollefson,ltollefs,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,001,Business Writing,C,1,Elizabeth Tollefson,ltollefs,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E90,Business Writing,A,2,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E90,Business Writing,A-,5,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E90,Business Writing,B,7,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E90,Business Writing,B+,3,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E90,Business Writing,B-,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E90,Business Writing,F,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E91,Business Writing,A,6,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E91,Business Writing,A-,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E91,Business Writing,B,6,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E91,Business Writing,B-,3,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E91,Business Writing,C,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E91,Business Writing,C-,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E91,Business Writing,W,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E92,Business Writing,A,5,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E92,Business Writing,B,5,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E92,Business Writing,B+,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E92,Business Writing,B-,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E92,Business Writing,C+,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E92,Business Writing,C-,2,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E92,Business Writing,F,3,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E92,Business Writing,W,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E93,Business Writing,A,2,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E93,Business Writing,A-,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E93,Business Writing,B,4,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E93,Business Writing,B+,3,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E93,Business Writing,B-,2,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E93,Business Writing,C,2,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E93,Business Writing,C-,1,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E93,Business Writing,D,2,Amanda Lucas,lucas342,1253,COMM 3008
UMNCR,UMNCR,COMM,3008,E93,Business Writing,F,2,Amanda Lucas,lucas342,1253,COMM 3008
UMNDL,UMNDL,COMM,3116,001,Professional Communication,A,12,Kristin Carlson,kcarlso3,1253,COMM 3116
UMNDL,UMNDL,COMM,3116,001,Professional Communication,A-,7,Kristin Carlson,kcarlso3,1253,COMM 3116
UMNDL,UMNDL,COMM,3116,001,Professional Communication,B,2,Kristin Carlson,kcarlso3,1253,COMM 3116
UMNDL,UMNDL,COMM,3116,001,Professional Communication,B+,1,Kristin Carlson,kcarlso3,1253,COMM 3116
UMNDL,UMNDL,COMM,3116,001,Professional Communication,C,1,Kristin Carlson,kcarlso3,1253,COMM 3116
UMNDL,UMNDL,COMM,3116,001,Professional Communication,C+,1,Kristin Carlson,kcarlso3,1253,COMM 3116
UMNDL,UMNDL,COMM,3200,001,Interpersonal Comm Theory,A,5,Hairong Feng,hfeng,1253,COMM 3200
UMNDL,UMNDL,COMM,3200,001,Interpersonal Comm Theory,A-,8,Hairong Feng,hfeng,1253,COMM 3200
UMNDL,UMNDL,COMM,3200,001,Interpersonal Comm Theory,B,2,Hairong Feng,hfeng,1253,COMM 3200
UMNDL,UMNDL,COMM,3200,001,Interpersonal Comm Theory,B+,5,Hairong Feng,hfeng,1253,COMM 3200
UMNDL,UMNDL,COMM,3200,001,Interpersonal Comm Theory,C+,1,Hairong Feng,hfeng,1253,COMM 3200
UMNDL,UMNDL,COMM,3200,001,Interpersonal Comm Theory,D,1,Hairong Feng,hfeng,1253,COMM 3200
UMNDL,UMNDL,COMM,3200,001,Interpersonal Comm Theory,F,1,Hairong Feng,hfeng,1253,COMM 3200
UMNTC,UMNTC,COMM,3201,001,Electronic Media Production,A,6,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,001,Electronic Media Production,A-,2,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,001,Electronic Media Production,B,4,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,001,Electronic Media Production,B+,2,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,001,Electronic Media Production,B-,1,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,002,Electronic Media Production,A,2,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,002,Electronic Media Production,A-,5,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,002,Electronic Media Production,B,1,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,002,Electronic Media Production,B+,1,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,002,Electronic Media Production,B-,2,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,002,Electronic Media Production,F,1,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,002,Electronic Media Production,W,1,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,003,Electronic Media Production,A,3,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,003,Electronic Media Production,A-,2,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,003,Electronic Media Production,B,4,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,003,Electronic Media Production,B+,5,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3201,003,Electronic Media Production,C+,1,Lisa Hutchinson,hutch354,1253,COMM 3201
UMNTC,UMNTC,COMM,3202,001,Audio Production and Podcast,A,13,Dawn Schot Klotzbach,scho0062,1253,COMM 3202
UMNTC,UMNTC,COMM,3202,001,Audio Production and Podcast,A-,1,Dawn Schot Klotzbach,scho0062,1253,COMM 3202
UMNTC,UMNTC,COMM,3202,001,Audio Production and Podcast,B,1,Dawn Schot Klotzbach,scho0062,1253,COMM 3202
UMNTC,UMNTC,COMM,3202,001,Audio Production and Podcast,B+,1,Dawn Schot Klotzbach,scho0062,1253,COMM 3202
UMNTC,UMNTC,COMM,3202,001,Audio Production and Podcast,C,1,Dawn Schot Klotzbach,scho0062,1253,COMM 3202
UMNTC,UMNTC,COMM,3202,001,Audio Production and Podcast,F,1,Dawn Schot Klotzbach,scho0062,1253,COMM 3202
UMNTC,UMNTC,COMM,3202,001,Audio Production and Podcast,W,3,Dawn Schot Klotzbach,scho0062,1253,COMM 3202
UMNTC,UMNTC,COMM,3204,001,Adv Electronic Media Prod,A,12,Dawn Schot Klotzbach,scho0062,1253,COMM 3204
UMNTC,UMNTC,COMM,3204,001,Adv Electronic Media Prod,B,2,Dawn Schot Klotzbach,scho0062,1253,COMM 3204
UMNTC,UMNTC,COMM,3204,001,Adv Electronic Media Prod,B+,2,Dawn Schot Klotzbach,scho0062,1253,COMM 3204
UMNTC,UMNTC,COMM,3204,001,Adv Electronic Media Prod,B-,1,Dawn Schot Klotzbach,scho0062,1253,COMM 3204
UMNTC,UMNTC,COMM,3204,001,Adv Electronic Media Prod,C-,1,Dawn Schot Klotzbach,scho0062,1253,COMM 3204
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,A,22,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,A-,11,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,B,10,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,B+,4,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,B-,7,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,C,4,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,C+,4,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,C-,3,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,D,1,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,F,2,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNTC,UMNTC,COMM,3211,001,Introduction to Media Studies,W,6,Heidi Zimmerman,zimme313,1253,COMM 3211
UMNDL,UMNDL,COMM,3223,001,Communication and Creativity,A,2,Kelsea Schoenbauer,kelsea,1253,COMM 3223
UMNDL,UMNDL,COMM,3223,001,Communication and Creativity,A-,5,Kelsea Schoenbauer,kelsea,1253,COMM 3223
UMNDL,UMNDL,COMM,3223,001,Communication and Creativity,B,4,Kelsea Schoenbauer,kelsea,1253,COMM 3223
UMNDL,UMNDL,COMM,3223,001,Communication and Creativity,B+,4,Kelsea Schoenbauer,kelsea,1253,COMM 3223
UMNDL,UMNDL,COMM,3223,001,Communication and Creativity,B-,2,Kelsea Schoenbauer,kelsea,1253,COMM 3223
UMNDL,UMNDL,COMM,3223,001,Communication and Creativity,C+,1,Kelsea Schoenbauer,kelsea,1253,COMM 3223
UMNDL,UMNDL,COMM,3223,001,Communication and Creativity,C-,3,Kelsea Schoenbauer,kelsea,1253,COMM 3223
UMNDL,UMNDL,COMM,3223,001,Communication and Creativity,D+,1,Kelsea Schoenbauer,kelsea,1253,COMM 3223
UMNDL,UMNDL,COMM,3223,001,Communication and Creativity,F,1,Kelsea Schoenbauer,kelsea,1253,COMM 3223
UMNTC,UMNTC,COMM,3231,001,Reality TV: History/Culture/Ec,A,14,Laurie Ouellette,ouell031,1253,COMM 3231
UMNTC,UMNTC,COMM,3231,001,Reality TV: History/Culture/Ec,A-,5,Laurie Ouellette,ouell031,1253,COMM 3231
UMNTC,UMNTC,COMM,3231,001,Reality TV: History/Culture/Ec,B,2,Laurie Ouellette,ouell031,1253,COMM 3231
UMNTC,UMNTC,COMM,3231,001,Reality TV: History/Culture/Ec,B+,1,Laurie Ouellette,ouell031,1253,COMM 3231
UMNTC,UMNTC,COMM,3231,001,Reality TV: History/Culture/Ec,B-,4,Laurie Ouellette,ouell031,1253,COMM 3231
UMNTC,UMNTC,COMM,3231,001,Reality TV: History/Culture/Ec,C+,2,Laurie Ouellette,ouell031,1253,COMM 3231
UMNTC,UMNTC,COMM,3231,001,Reality TV: History/Culture/Ec,C-,1,Laurie Ouellette,ouell031,1253,COMM 3231
UMNTC,UMNTC,COMM,3231,001,Reality TV: History/Culture/Ec,D,1,Laurie Ouellette,ouell031,1253,COMM 3231
UMNTC,UMNTC,COMM,3263W,001,Media Literacy,A,21,Marceleen Mosher,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,001,Media Literacy,A-,1,Marceleen Mosher,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,001,Media Literacy,B+,2,Marceleen Mosher,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,001,Media Literacy,F,1,Marceleen Mosher,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,002,Media Literacy,A,12,Nou-Chee Chang,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,002,Media Literacy,A-,3,Nou-Chee Chang,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,002,Media Literacy,B,1,Nou-Chee Chang,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,002,Media Literacy,B+,1,Nou-Chee Chang,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,002,Media Literacy,C,1,Nou-Chee Chang,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,003,Media Literacy,A,19,Karina Horsti,khorsti,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,003,Media Literacy,A-,2,Karina Horsti,khorsti,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,003,Media Literacy,B,2,Karina Horsti,khorsti,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,003,Media Literacy,C+,1,Karina Horsti,khorsti,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,003,Media Literacy,F,1,Karina Horsti,khorsti,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,004,Media Literacy,A,11,Emily Scroggins,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,004,Media Literacy,A-,7,Emily Scroggins,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,004,Media Literacy,B,2,Emily Scroggins,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,004,Media Literacy,B+,2,Emily Scroggins,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,004,Media Literacy,C+,1,Emily Scroggins,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,004,Media Literacy,D+,1,Emily Scroggins,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,004,Media Literacy,F,1,Emily Scroggins,,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,005,Media Literacy,A,9,Liora Elias,elia0039,1253,COMM 3263W
UMNTC,UMNTC,COMM,3263W,005,Media Literacy,A-,3,Liora Elias,elia0039,1253,COMM 3263W
