INSTITUTION,CAMPUS,SUBJECT,CATALOG_NBR,CLASS_SECTION,DESCR,CRSE_GRADE_OFF,GRADE_HDCNT,NAME,INTERNET_ID,TERM,FULL_NAME
UMNTC,UMNTC,KIN,3385,002,Human Physiology,C-,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,002,Human Physiology,W,1,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,003,Human Physiology,A,4,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,003,Human Physiology,A-,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,003,Human Physiology,B,1,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,003,Human Physiology,B+,1,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,003,Human Physiology,B-,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,003,Human Physiology,C,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,003,Human Physiology,C+,5,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,003,Human Physiology,C-,1,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,003,Human Physiology,D,1,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,004,Human Physiology,A,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,004,Human Physiology,A-,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,004,Human Physiology,B,5,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,004,Human Physiology,B+,3,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,004,Human Physiology,B-,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,004,Human Physiology,C,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,004,Human Physiology,C+,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,004,Human Physiology,C-,1,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,005,Human Physiology,A,6,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,005,Human Physiology,A-,1,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,005,Human Physiology,B,5,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,005,Human Physiology,B+,3,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,005,Human Physiology,B-,2,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3385,005,Human Physiology,C,1,Anton Hesse,hesse151,1253,KIN 3385
UMNTC,UMNTC,KIN,3982,001,Research Methods,A,29,Tyler Dregney,dregn011,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,001,Research Methods,A-,3,Tyler Dregney,dregn011,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,001,Research Methods,B,1,Tyler Dregney,dregn011,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,001,Research Methods,B+,2,Tyler Dregney,dregn011,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,002,Research Methods,A,17,Emily Kringle,ekringle,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,002,Research Methods,A-,8,Emily Kringle,ekringle,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,002,Research Methods,B,4,Emily Kringle,ekringle,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,002,Research Methods,B+,4,Emily Kringle,ekringle,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,002,Research Methods,B-,1,Emily Kringle,ekringle,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,002,Research Methods,F,1,Emily Kringle,ekringle,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,003,Research Methods,A,28,Christopher Carroll,carro194,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,003,Research Methods,B+,2,Christopher Carroll,carro194,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,003,Research Methods,C+,1,Christopher Carroll,carro194,1253,KIN 3982
UMNTC,UMNTC,KIN,3982,003,Research Methods,W,1,Christopher Carroll,carro194,1253,KIN 3982
UMNTC,UMNTC,KIN,4028,001,Impact of the LA Olympics,A,5,Donald Dengel,denge001,1253,KIN 4028
UMNTC,UMNTC,KIN,4028,001,Impact of the LA Olympics,A-,1,Donald Dengel,denge001,1253,KIN 4028
UMNTC,UMNTC,KIN,4028,001,Impact of the LA Olympics,B,3,Donald Dengel,denge001,1253,KIN 4028
UMNTC,UMNTC,KIN,4028,001,Impact of the LA Olympics,B+,6,Donald Dengel,denge001,1253,KIN 4028
UMNTC,UMNTC,KIN,4028,001,Impact of the LA Olympics,C+,1,Donald Dengel,denge001,1253,KIN 4028
UMNTC,UMNTC,KIN,4028,001,Impact of the LA Olympics,C-,1,Donald Dengel,denge001,1253,KIN 4028
UMNTC,UMNTC,KIN,4214,001,Health Promotion,A,28,Katie Schuver,schuv007,1253,KIN 4214
UMNTC,UMNTC,KIN,4214,001,Health Promotion,B+,1,Katie Schuver,schuv007,1253,KIN 4214
UMNTC,UMNTC,KIN,4214,001,Health Promotion,C+,1,Katie Schuver,schuv007,1253,KIN 4214
UMNTC,UMNTC,KIN,4214,001,Health Promotion,D,1,Katie Schuver,schuv007,1253,KIN 4214
UMNTC,UMNTC,KIN,4214,002,Health Promotion,A,23,Katie Schuver,schuv007,1253,KIN 4214
UMNTC,UMNTC,KIN,4214,002,Health Promotion,A-,4,Katie Schuver,schuv007,1253,KIN 4214
UMNTC,UMNTC,KIN,4214,002,Health Promotion,B,2,Katie Schuver,schuv007,1253,KIN 4214
UMNTC,UMNTC,KIN,4214,002,Health Promotion,B+,1,Katie Schuver,schuv007,1253,KIN 4214
UMNTC,UMNTC,KIN,4385,002,Exercise Physiology,A,4,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,002,Exercise Physiology,A-,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,002,Exercise Physiology,B,3,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,002,Exercise Physiology,B+,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,002,Exercise Physiology,B-,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,002,Exercise Physiology,C,3,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,002,Exercise Physiology,D+,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,002,Exercise Physiology,W,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,003,Exercise Physiology,A,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,003,Exercise Physiology,A-,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,003,Exercise Physiology,B,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,003,Exercise Physiology,B+,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,003,Exercise Physiology,B-,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,003,Exercise Physiology,C,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,003,Exercise Physiology,C+,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,003,Exercise Physiology,C-,4,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,003,Exercise Physiology,F,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,004,Exercise Physiology,B,3,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,004,Exercise Physiology,B+,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,004,Exercise Physiology,B-,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,004,Exercise Physiology,C,5,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,004,Exercise Physiology,C+,4,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,004,Exercise Physiology,D+,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,A,3,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,A-,3,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,B,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,B+,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,B-,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,C,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,C+,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,C-,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,D,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,005,Exercise Physiology,W,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,006,Exercise Physiology,A-,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,006,Exercise Physiology,B,3,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,006,Exercise Physiology,B+,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,006,Exercise Physiology,B-,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,006,Exercise Physiology,C,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,006,Exercise Physiology,C+,3,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,006,Exercise Physiology,C-,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,006,Exercise Physiology,D,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,007,Exercise Physiology,A,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,007,Exercise Physiology,B,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,007,Exercise Physiology,B+,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,007,Exercise Physiology,B-,4,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,007,Exercise Physiology,C,3,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,007,Exercise Physiology,C+,2,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4385,007,Exercise Physiology,C-,1,Donald Dengel,denge001,1253,KIN 4385
UMNTC,UMNTC,KIN,4641,001,Training Theory I,A,23,Christopher Lundstrom,lund0982,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,001,Training Theory I,A-,1,Christopher Lundstrom,lund0982,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,001,Training Theory I,B,1,Christopher Lundstrom,lund0982,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,001,Training Theory I,B+,3,Christopher Lundstrom,lund0982,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,001,Training Theory I,C,1,Christopher Lundstrom,lund0982,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,001,Training Theory I,C-,1,Christopher Lundstrom,lund0982,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,002,Training Theory I,A,11,Daniel Craighead,dcraighe,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,002,Training Theory I,A-,5,Daniel Craighead,dcraighe,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,002,Training Theory I,B,3,Daniel Craighead,dcraighe,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,002,Training Theory I,B+,3,Daniel Craighead,dcraighe,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,002,Training Theory I,B-,2,Daniel Craighead,dcraighe,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,002,Training Theory I,C,1,Daniel Craighead,dcraighe,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,002,Training Theory I,C+,1,Daniel Craighead,dcraighe,1253,KIN 4641
UMNTC,UMNTC,KIN,4641,002,Training Theory I,D+,1,Daniel Craighead,dcraighe,1253,KIN 4641
UMNTC,UMNTC,KIN,4687,001,Prin & Theory Sports Coaching,A,9,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,001,Prin & Theory Sports Coaching,A-,6,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,001,Prin & Theory Sports Coaching,B,1,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,001,Prin & Theory Sports Coaching,B+,9,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,001,Prin & Theory Sports Coaching,C,1,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,001,Prin & Theory Sports Coaching,D,1,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,002,Prin & Theory Sports Coaching,A,11,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,002,Prin & Theory Sports Coaching,A-,10,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,002,Prin & Theory Sports Coaching,B,1,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,002,Prin & Theory Sports Coaching,B+,7,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,4687,002,Prin & Theory Sports Coaching,B-,1,Michael Navarre,navar007,1253,KIN 4687
UMNTC,UMNTC,KIN,5123,001,Physical Activity Intervention,A,19,Katie Schuver,schuv007,1253,KIN 5123
UMNTC,UMNTC,KIN,5123,001,Physical Activity Intervention,A-,4,Katie Schuver,schuv007,1253,KIN 5123
UMNTC,UMNTC,KIN,5123,001,Physical Activity Intervention,B,1,Katie Schuver,schuv007,1253,KIN 5123
UMNTC,UMNTC,KIN,5123,001,Physical Activity Intervention,B-,1,Katie Schuver,schuv007,1253,KIN 5123
UMNTC,UMNTC,KIN,5125,001,Adv in Phys Activity & Health,A,15,Brianna Leitzelar,leitz025,1253,KIN 5125
UMNTC,UMNTC,KIN,5125,001,Adv in Phys Activity & Health,A-,4,Brianna Leitzelar,leitz025,1253,KIN 5125
UMNTC,UMNTC,KIN,5125,001,Adv in Phys Activity & Health,B,3,Brianna Leitzelar,leitz025,1253,KIN 5125
UMNTC,UMNTC,KIN,5125,001,Adv in Phys Activity & Health,B+,6,Brianna Leitzelar,leitz025,1253,KIN 5125
UMNTC,UMNTC,KIN,5125,002,Adv in Phys Activity & Health,A,13,Brianna Leitzelar,leitz025,1253,KIN 5125
UMNTC,UMNTC,KIN,5125,002,Adv in Phys Activity & Health,A-,9,Brianna Leitzelar,leitz025,1253,KIN 5125
UMNTC,UMNTC,KIN,5125,002,Adv in Phys Activity & Health,B,1,Brianna Leitzelar,leitz025,1253,KIN 5125
UMNTC,UMNTC,KIN,5125,002,Adv in Phys Activity & Health,B+,1,Brianna Leitzelar,leitz025,1253,KIN 5125
UMNTC,UMNTC,KIN,5125,002,Adv in Phys Activity & Health,B-,1,Brianna Leitzelar,leitz025,1253,KIN 5125
UMNTC,UMNTC,KIN,5126,001,Social Psych of Sport & P A,A,8,Candace Hogue,chogue,1253,KIN 5126
UMNTC,UMNTC,KIN,5126,001,Social Psych of Sport & P A,A-,3,Candace Hogue,chogue,1253,KIN 5126
UMNTC,UMNTC,KIN,5126,001,Social Psych of Sport & P A,B,1,Candace Hogue,chogue,1253,KIN 5126
UMNTC,UMNTC,KIN,5126,001,Social Psych of Sport & P A,B-,1,Candace Hogue,chogue,1253,KIN 5126
UMNTC,UMNTC,KIN,5126,001,Social Psych of Sport & P A,C,1,Candace Hogue,chogue,1253,KIN 5126
UMNTC,UMNTC,KIN,5126,001,Social Psych of Sport & P A,C+,1,Candace Hogue,chogue,1253,KIN 5126
UMNTC,UMNTC,KIN,5181,001,Understanding Kin Research,A,5,Lisa Kihl,lkihl,1253,KIN 5181
UMNTC,UMNTC,KIN,5181,001,Understanding Kin Research,B+,3,Lisa Kihl,lkihl,1253,KIN 5181
UMNTC,UMNTC,KIN,5181,001,Understanding Kin Research,B-,2,Lisa Kihl,lkihl,1253,KIN 5181
UMNTC,UMNTC,KIN,5181,001,Understanding Kin Research,C-,1,Lisa Kihl,lkihl,1253,KIN 5181
UMNTC,UMNTC,KIN,5181,001,Understanding Kin Research,D,1,Lisa Kihl,lkihl,1253,KIN 5181
UMNTC,UMNTC,KIN,5181,001,Understanding Kin Research,D+,1,Lisa Kihl,lkihl,1253,KIN 5181
UMNTC,UMNTC,KIN,5371,001,Sport and Society,A,4,Dunja Antunovic,dunjaant,1253,KIN 5371
UMNTC,UMNTC,KIN,5371,001,Sport and Society,A-,1,Dunja Antunovic,dunjaant,1253,KIN 5371
UMNTC,UMNTC,KIN,5371,001,Sport and Society,B,1,Dunja Antunovic,dunjaant,1253,KIN 5371
UMNTC,UMNTC,KIN,5371,001,Sport and Society,B+,1,Dunja Antunovic,dunjaant,1253,KIN 5371
UMNTC,UMNTC,KIN,5371,001,Sport and Society,B-,1,Dunja Antunovic,dunjaant,1253,KIN 5371
UMNTC,UMNTC,KIN,5371,001,Sport and Society,C-,1,Dunja Antunovic,dunjaant,1253,KIN 5371
UMNTC,UMNTC,KIN,5371,001,Sport and Society,F,1,Dunja Antunovic,dunjaant,1253,KIN 5371
UMNTC,UMNTC,KIN,5421,001,Sport Finance,A,28,Bo Yu,yub,1253,KIN 5421
UMNTC,UMNTC,KIN,5421,001,Sport Finance,B+,1,Bo Yu,yub,1253,KIN 5421
UMNTC,UMNTC,KIN,5421,001,Sport Finance,D,1,Bo Yu,yub,1253,KIN 5421
UMNTC,UMNTC,KIN,5601,001,Sport Mgt Ethics and Policy,A,12,Lisa Kihl,lkihl,1253,KIN 5601
UMNTC,UMNTC,KIN,5601,001,Sport Mgt Ethics and Policy,A-,2,Lisa Kihl,lkihl,1253,KIN 5601
UMNTC,UMNTC,KIN,5601,001,Sport Mgt Ethics and Policy,B+,1,Lisa Kihl,lkihl,1253,KIN 5601
UMNTC,UMNTC,KIN,5641,001,Scientific Training in Sport,A,13,Christopher Lundstrom,lund0982,1253,KIN 5641
UMNTC,UMNTC,KIN,5641,001,Scientific Training in Sport,A-,1,Christopher Lundstrom,lund0982,1253,KIN 5641
UMNTC,UMNTC,KIN,5641,001,Scientific Training in Sport,B-,1,Christopher Lundstrom,lund0982,1253,KIN 5641
UMNTC,UMNTC,KIN,5723,001,Psych of Sport Injury & Rehab,A,13,Diane Wiese-Bjornstal,dwiese,1253,KIN 5723
UMNTC,UMNTC,KIN,5723,001,Psych of Sport Injury & Rehab,A-,11,Diane Wiese-Bjornstal,dwiese,1253,KIN 5723
UMNTC,UMNTC,KIN,5725,001,Org and Mgmt of Spt,A,10,George Brown,gmbrown,1253,KIN 5725
UMNTC,UMNTC,KIN,5725,001,Org and Mgmt of Spt,A-,2,George Brown,gmbrown,1253,KIN 5725
UMNTC,UMNTC,KIN,5736,001,Sport Performance Psychology,A,20,Andrea Silva,silva330,1253,KIN 5736
UMNTC,UMNTC,KIN,5736,001,Sport Performance Psychology,A-,1,Andrea Silva,silva330,1253,KIN 5736
UMNTC,UMNTC,KIN,5736,001,Sport Performance Psychology,B+,1,Andrea Silva,silva330,1253,KIN 5736
UMNTC,UMNTC,KIN,5736,001,Sport Performance Psychology,B-,1,Andrea Silva,silva330,1253,KIN 5736
UMNTC,UMNTC,KIN,5804,001,NCAA Compliance,A,2,John Wallace,wallacej,1253,KIN 5804
UMNTC,UMNTC,KIN,5804,001,NCAA Compliance,A-,8,John Wallace,wallacej,1253,KIN 5804
UMNTC,UMNTC,KIN,5804,001,NCAA Compliance,B,2,John Wallace,wallacej,1253,KIN 5804
UMNTC,UMNTC,KIN,5804,001,NCAA Compliance,B+,4,John Wallace,wallacej,1253,KIN 5804
UMNTC,UMNTC,KIN,5804,001,NCAA Compliance,C,1,John Wallace,wallacej,1253,KIN 5804
UMNTC,UMNTC,KIN,5995,014,Research Problems-Applied Kin,A,8,Christopher Lundstrom,lund0982,1253,KIN 5995
UMNTC,UMNTC,KIN,5995,014,Research Problems-Applied Kin,A-,1,Christopher Lundstrom,lund0982,1253,KIN 5995
UMNTC,UMNTC,KIN,5995,014,Research Problems-Applied Kin,B-,2,Christopher Lundstrom,lund0982,1253,KIN 5995
UMNTC,UMNTC,KIN,5995,014,Research Problems-Applied Kin,C-,1,Christopher Lundstrom,lund0982,1253,KIN 5995
UMNTC,UMNTC,KIN,5995,015,Research Problems-Applied Kin,A,18,Vicki Schull,schu1850,1253,KIN 5995
UMNTC,UMNTC,KIN,5995,015,Research Problems-Applied Kin,A-,2,Vicki Schull,schu1850,1253,KIN 5995
UMNTC,UMNTC,KIN,8980,001,Grad Res Sem Kin,A,12,Alex Garn,garn0079,1253,KIN 8980
UMNTC,UMNTC,KIN,8980,001,Grad Res Sem Kin,A-,1,Alex Garn,garn0079,1253,KIN 8980
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,A,9,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,A-,2,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,B,3,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,B+,2,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,C,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,D,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,D+,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,F,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,S,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,002,Beginning Korean II,W,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,003,Beginning Korean II,A,12,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,003,Beginning Korean II,A-,1,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,003,Beginning Korean II,B-,2,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,003,Beginning Korean II,C+,2,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,005,Beginning Korean II,A,6,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,005,Beginning Korean II,A-,1,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,005,Beginning Korean II,B,1,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,005,Beginning Korean II,B+,3,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,005,Beginning Korean II,D,1,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,005,Beginning Korean II,F,1,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,005,Beginning Korean II,W,1,Suyon Kim,kim00996,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,006,Beginning Korean II,A,3,Hangtae Cho,htcho,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,006,Beginning Korean II,A-,3,Hangtae Cho,htcho,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,006,Beginning Korean II,B,2,Hangtae Cho,htcho,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,006,Beginning Korean II,B+,3,Hangtae Cho,htcho,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,050,Beginning Korean II,A,10,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,050,Beginning Korean II,B,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,050,Beginning Korean II,B+,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,050,Beginning Korean II,C-,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,050,Beginning Korean II,F,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,050,Beginning Korean II,S,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,1012,050,Beginning Korean II,W,1,Fatima Walji Han,walji003,1253,KOR 1012
UMNTC,UMNTC,KOR,3022,001,Intermediate Korean II,A,10,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,001,Intermediate Korean II,A-,2,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,001,Intermediate Korean II,B,1,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,001,Intermediate Korean II,S,1,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,002,Intermediate Korean II,A,6,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,002,Intermediate Korean II,A-,2,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,002,Intermediate Korean II,B,1,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,002,Intermediate Korean II,B+,1,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,050,Intermediate Korean II,A,14,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,050,Intermediate Korean II,A-,4,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,050,Intermediate Korean II,B,2,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3022,050,Intermediate Korean II,B+,1,Sugyung Kim,kimx3116,1253,KOR 3022
UMNTC,UMNTC,KOR,3032,001,Third Year Korean II,A,11,Suyon Kim,kim00996,1253,KOR 3032
UMNTC,UMNTC,KOR,3032,001,Third Year Korean II,A-,1,Suyon Kim,kim00996,1253,KOR 3032
UMNTC,UMNTC,KOR,3032,001,Third Year Korean II,C,1,Suyon Kim,kim00996,1253,KOR 3032
UMNTC,UMNTC,KOR,3032,001,Third Year Korean II,W,1,Suyon Kim,kim00996,1253,KOR 3032
UMNTC,UMNTC,LA,1201,001,Learning Landscape,A,66,Laura Musacchio,musac003,1253,LA 1201
UMNTC,UMNTC,LA,1201,001,Learning Landscape,A-,21,Laura Musacchio,musac003,1253,LA 1201
