DEEP_UND,STIM_INT,TECH_EFF,ACC_SUP,EFFORT,GRAD_STAND,RECC,RESP,FULL_NAME
5.06,4.88,5.06,5.12,5.24,5.41,5.41,17,PUBH 6541
4.7,4.45,4.73,4.64,5.09,5.0,4.64,11,PUBH 6541
3.57,3.24,3.14,3.81,4.24,3.19,3.14,24,PUBH 6542
5.5,5.29,5.64,5.43,5.07,5.14,5.57,14,PUBH 6542
5.17,4.78,5.06,5.17,4.44,4.11,4.59,18,PUBH 6544
5.18,4.3,5.0,4.64,4.36,4.0,4.55,11,PUBH 6544
5.33,5.0,5.25,5.0,4.25,4.33,5.0,12,PUBH 6547
3.35,3.12,3.0,3.65,4.76,3.65,3.12,17,PUBH 6547
4.0,4.29,5.0,4.29,3.29,4.14,4.0,7,PUBH 6554
4.45,4.27,4.73,4.32,5.18,4.95,4.43,22,PUBH 6554
5.33,5.05,5.35,5.29,5.33,5.38,5.24,21,PUBH 6555
5.13,4.5,5.13,5.0,5.38,5.5,5.0,8,PUBH 6555
5.89,5.56,5.67,5.76,5.0,5.56,5.67,19,PUBH 6556
5.69,5.38,5.54,5.46,4.62,5.15,5.23,13,PUBH 6556
5.14,4.48,4.71,5.05,5.29,5.1,4.9,21,PUBH 6557
4.2,3.7,4.7,4.0,5.1,5.0,3.8,10,PUBH 6557
4.8,4.33,5.33,4.8,4.8,5.1,4.5,10,PUBH 6558
4.14,3.41,3.73,4.0,4.95,4.45,3.73,22,PUBH 6558
5.79,5.66,5.76,5.84,5.76,5.87,5.76,38,PUBH 6560
5.52,5.29,5.61,5.58,5.61,5.68,5.58,31,PUBH 6560
5.36,5.27,5.27,5.18,5.45,5.27,5.09,11,PUBH 6562
4.77,4.36,5.09,4.32,5.18,3.95,4.45,22,PUBH 6562
5.3,4.91,5.27,5.18,4.73,4.91,5.3,11,PUBH 6564
4.76,4.0,5.05,4.9,4.14,4.71,4.5,21,PUBH 6564
5.57,5.65,5.74,5.61,5.91,5.7,5.78,23,PUBH 6565
5.79,5.89,5.58,5.95,5.95,5.95,5.95,19,PUBH 6565
5.58,5.42,5.58,5.5,5.58,5.58,5.58,12,PUBH 6570
5.26,4.8,5.47,5.3,5.5,5.3,5.11,20,PUBH 6571
5.56,5.22,5.67,5.56,5.56,5.56,5.44,9,PUBH 6571
5.6,5.4,5.44,5.67,4.5,4.9,5.67,10,PUBH 6577
5.2,5.0,5.0,5.5,4.9,5.2,5.0,10,PUBH 6577
5.88,5.82,5.71,5.88,5.76,5.47,5.88,17,PUBH 6578
5.0,5.0,5.0,4.67,5.33,5.11,5.0,9,PUBH 6580
5.2,5.6,5.2,5.2,5.4,5.2,5.8,5,PUBH 6580
5.67,5.07,5.53,5.53,5.33,4.33,5.33,15,PUBH 6597
5.29,5.12,5.41,5.35,4.94,5.24,5.0,17,PUBH 6597
5.83,5.5,5.33,5.33,5.83,5.83,5.5,6,PUBH 6600
5.5,5.75,5.5,5.43,5.63,5.63,5.5,8,PUBH 6602
5.53,5.47,5.06,5.29,5.12,5.35,5.41,17,PUBH 6605
5.0,5.26,5.17,5.04,4.82,5.48,5.17,23,PUBH 6605
5.6,5.5,5.25,5.44,5.44,5.56,5.44,16,PUBH 6606
5.38,5.06,5.13,5.19,4.88,4.81,4.75,16,PUBH 6606
5.4,5.33,5.33,5.29,5.0,5.07,5.33,15,PUBH 6607
6.0,5.86,5.57,5.86,5.86,6.0,5.71,7,PUBH 6613
5.67,5.5,5.83,5.83,6.0,5.67,5.67,6,PUBH 6613
5.67,5.67,5.67,5.5,5.6,5.8,5.83,6,PUBH 6627
5.71,5.86,5.57,6.0,6.0,5.86,6.0,7,PUBH 6627
5.36,5.29,4.86,5.36,5.79,5.21,5.29,14,PUBH 6630
6.0,6.0,5.0,6.0,6.0,5.67,6.0,3,PUBH 6630
5.36,5.18,4.73,5.45,5.55,5.27,5.36,11,PUBH 6630
5.5,6.0,6.0,6.0,5.5,5.0,6.0,2,PUBH 6630
5.56,5.11,5.28,5.61,5.33,5.67,5.39,18,PUBH 6636
5.6,5.1,5.7,5.5,5.4,5.3,5.4,10,PUBH 6636
4.79,4.05,4.95,4.84,3.79,4.53,4.17,19,PUBH 6673
5.08,4.75,5.0,5.42,4.92,4.91,5.0,12,PUBH 6673
4.67,5.11,4.89,4.78,5.11,4.56,4.56,9,PUBH 6675
3.42,3.33,4.08,3.58,4.5,3.42,3.0,12,PUBH 6675
4.5,5.0,4.5,4.0,3.0,3.5,3.5,2,PUBH 6702
4.0,4.0,4.0,5.0,4.0,4.0,4.0,1,PUBH 6702
5.56,5.5,4.4,5.4,5.4,4.8,5.5,10,PUBH 6711
6.0,5.89,5.89,6.0,5.44,5.89,5.89,9,PUBH 6711
5.67,5.67,4.78,5.56,5.67,5.11,5.44,9,PUBH 6711
5.86,6.0,5.43,5.71,5.43,5.86,5.86,7,PUBH 6711
5.42,5.27,5.36,5.0,5.08,5.17,5.0,12,PUBH 6717
6.0,5.75,6.0,6.0,5.25,5.5,5.75,4,PUBH 6717
5.7,5.65,5.37,5.65,5.35,5.3,5.45,20,PUBH 6724
5.81,5.62,5.62,5.62,5.4,5.65,5.58,26,PUBH 6724
5.88,5.76,5.47,5.59,5.59,5.82,5.65,17,PUBH 6724
5.65,5.32,5.52,5.42,5.07,5.55,5.35,31,PUBH 6724
5.5,5.57,5.71,5.29,5.57,5.71,5.57,14,PUBH 6727
5.35,5.09,5.65,5.48,5.7,5.61,5.61,23,PUBH 6727
5.58,5.53,5.63,5.47,5.28,5.32,5.58,19,PUBH 6727
5.5,5.14,5.43,5.57,5.29,5.29,5.46,14,PUBH 6727
5.33,5.33,5.33,5.17,5.33,5.5,5.33,6,PUBH 6730
5.82,5.53,5.56,5.76,5.41,5.76,5.82,18,PUBH 6735
5.45,5.09,5.55,5.45,5.45,5.45,5.45,11,PUBH 6735
5.31,5.31,5.23,5.08,5.62,5.31,5.31,14,PUBH 6735
5.58,5.42,5.53,5.42,5.42,5.53,5.47,19,PUBH 6735
5.46,5.29,5.42,5.42,5.38,5.08,5.21,24,PUBH 6739
5.67,5.33,5.67,5.4,5.83,5.5,5.67,6,PUBH 6739
5.46,5.62,5.38,5.46,5.54,5.38,5.38,13,PUBH 6739
5.71,5.71,5.71,5.71,6.0,5.86,5.86,7,PUBH 6739
5.53,5.22,5.25,5.31,5.03,5.31,5.29,32,PUBH 6741
5.33,5.03,5.31,5.29,5.25,5.22,5.08,37,PUBH 6741
5.83,5.39,5.61,5.56,5.24,5.44,5.72,18,PUBH 6741
5.67,5.31,5.64,5.49,5.04,5.42,5.45,45,PUBH 6741
5.56,5.25,5.43,5.36,5.3,5.4,5.28,53,PUBH 6741
5.5,5.5,5.75,5.5,6.0,6.0,5.5,4,PUBH 6742
3.67,3.67,4.5,3.83,4.83,5.33,3.5,6,PUBH 6742
4.69,4.63,4.0,4.63,5.0,4.38,4.13,16,PUBH 6742
5.0,4.33,4.67,5.5,5.33,5.67,5.33,3,PUBH 6744
5.8,5.8,5.2,5.6,5.8,5.8,5.8,5,PUBH 6744
5.8,5.73,5.8,5.73,5.67,5.67,5.6,15,PUBH 6745
5.56,5.56,5.39,5.44,5.33,5.28,5.61,18,PUBH 6745
4.76,4.34,4.94,4.78,4.78,4.94,4.34,51,PUBH 6751
5.54,5.16,5.28,5.4,5.56,5.64,5.2,26,PUBH 6751
5.32,5.15,5.4,5.35,5.25,5.3,5.15,20,PUBH 6751
5.18,4.83,5.4,5.22,5.25,5.27,5.05,60,PUBH 6751
5.21,4.79,5.39,5.12,5.31,5.33,4.94,33,PUBH 6751
5.72,5.47,5.74,5.53,5.58,5.58,5.79,19,PUBH 6751
5.31,5.08,5.38,5.62,4.77,4.77,5.0,13,PUBH 6755
5.52,5.12,5.4,5.45,4.93,5.33,5.29,43,PUBH 6755
5.26,4.8,4.95,5.3,4.88,5.33,4.95,40,PUBH 6755
5.5,5.38,5.13,5.25,5.13,4.63,5.13,8,PUBH 6765
4.92,4.75,5.0,4.58,4.42,5.25,4.58,12,PUBH 6765
5.33,4.75,5.25,5.0,5.25,5.0,5.25,4,PUBH 6765
5.33,5.0,5.0,4.94,4.94,5.22,5.0,18,PUBH 6765
5.5,5.67,5.4,5.5,5.67,5.33,5.5,6,PUBH 6772
5.5,5.63,5.38,5.5,5.5,5.0,5.75,8,PUBH 6772
6.0,5.5,6.0,6.0,6.0,5.5,5.0,2,PUBH 6780
5.73,5.27,5.18,5.64,5.64,5.09,5.36,11,PUBH 6803
6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,PUBH 6803
5.8,5.6,4.2,5.4,5.2,5.4,5.4,5,PUBH 6804
5.0,5.14,5.29,5.0,5.57,4.43,5.0,7,PUBH 6805
4.63,4.63,4.75,4.88,4.75,5.25,4.63,8,PUBH 6806
5.05,4.52,5.25,4.9,4.9,5.24,4.86,21,PUBH 6806
4.55,4.35,4.85,4.75,5.0,4.45,4.53,20,PUBH 6806
3.33,2.92,3.0,3.08,4.27,3.27,2.73,12,PUBH 6806
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,PUBH 6809
4.5,5.5,5.0,5.0,5.5,5.5,5.0,2,PUBH 6810
5.67,5.67,5.0,4.67,5.33,5.0,5.0,3,PUBH 6810
5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,PUBH 6813
5.0,4.0,5.0,4.0,5.0,4.0,5.0,1,PUBH 6813
6.0,6.0,5.33,5.83,6.0,5.33,6.0,6,PUBH 6815
5.4,5.8,5.0,4.4,5.2,5.6,5.4,5,PUBH 6815
5.25,5.25,5.67,5.0,4.25,5.25,4.75,4,PUBH 6819
5.67,6.0,5.0,6.0,5.67,5.33,6.0,3,PUBH 6819
5.83,5.67,5.75,5.75,5.42,5.17,5.75,12,PUBH 6832
5.0,5.0,5.11,4.78,5.25,5.22,4.44,9,PUBH 6832
6.0,6.0,5.0,6.0,6.0,6.0,6.0,1,PUBH 6845
5.67,6.0,4.0,5.67,5.33,5.67,5.33,3,PUBH 6845
5.31,5.29,5.38,5.43,5.43,5.5,5.31,14,PUBH 6852
4.0,4.0,4.25,4.5,5.25,4.75,4.5,4,PUBH 6855
5.6,5.6,4.8,5.4,5.4,5.0,6.0,5,PUBH 6855
5.83,5.67,5.33,5.83,4.67,5.5,5.67,6,PUBH 6862
5.4,5.0,5.4,5.2,5.4,4.8,5.2,5,PUBH 6864
5.55,5.55,5.73,5.55,5.73,5.8,5.82,11,PUBH 6901
5.75,5.75,5.38,5.75,5.75,5.63,5.88,8,PUBH 6901
3.5,4.5,4.5,3.5,5.0,5.0,5.0,2,PUBH 6904
5.6,5.6,5.8,5.6,5.8,5.8,5.8,5,PUBH 6906
5.33,5.5,5.5,5.5,5.5,5.5,5.5,6,PUBH 6906
5.5,5.42,5.67,5.42,5.67,5.67,5.42,12,PUBH 6907
5.4,5.4,5.4,5.2,5.6,5.6,5.6,5,PUBH 6907
5.0,5.13,5.27,5.33,5.4,5.33,5.33,15,PUBH 6907
6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,PUBH 6907
5.67,5.42,5.67,5.75,5.75,5.58,5.75,12,PUBH 6914
5.75,5.5,5.75,5.82,5.58,5.58,5.75,12,PUBH 6914
5.31,4.75,5.2,5.13,4.75,4.13,4.88,16,PUBH 6915
5.67,4.67,5.0,5.33,5.67,5.67,5.33,3,PUBH 6915
5.27,5.13,5.5,5.29,5.6,5.47,5.4,15,PUBH 6933
6.0,6.0,5.75,5.75,5.75,5.75,5.75,4,PUBH 6933
5.6,5.33,5.17,5.33,5.33,5.67,5.33,6,PUBH 6954
5.4,5.0,5.2,4.8,4.8,5.8,5.2,5,PUBH 6954
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,PUBH 6955
5.0,4.63,5.13,4.75,5.63,5.63,5.0,8,PUBH 6955
5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,PUBH 6995
5.5,4.0,5.6,5.2,5.2,5.6,5.2,5,PUBH 6996
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,PUBH 7193
5.51,5.58,5.6,5.57,,5.5,5.49,106,PUBH 7200
4.5,5.33,4.33,5.33,,5.33,5.0,3,PUBH 7227
5.76,5.59,5.82,5.59,,5.71,5.82,18,PUBH 7230
5.83,5.67,6.0,6.0,,6.0,6.0,6,PUBH 7235
5.67,5.67,5.83,5.67,,5.83,5.83,6,PUBH 7235
5.7,5.8,5.5,5.7,,5.6,5.7,10,PUBH 7242
5.58,5.58,5.75,5.79,,5.29,5.79,24,PUBH 7250
6.0,6.0,6.0,6.0,0.0,6.0,6.0,2,PUBH 7250
5.25,5.63,5.75,5.38,,5.75,5.38,8,PUBH 7253
5.5,5.7,5.6,5.8,,5.7,5.9,10,PUBH 7257
5.08,5.08,4.83,5.17,,4.67,5.0,12,PUBH 7262
5.5,5.0,5.57,5.71,,5.0,5.14,7,PUBH 7264
5.22,5.33,5.56,5.22,,5.44,5.0,9,PUBH 7264
5.33,5.0,5.52,5.38,4.9,5.38,5.24,21,PUBH 7401
5.58,5.5,5.92,5.58,5.5,5.64,5.92,12,PUBH 7401
4.13,3.0,3.88,4.5,4.5,4.63,3.38,8,PUBH 7402
5.67,5.33,5.33,5.33,5.33,5.67,5.67,3,PUBH 7402
5.65,5.13,4.71,5.35,5.41,5.53,5.29,17,PUBH 7405
5.21,5.17,5.13,5.38,5.33,4.63,5.25,24,PUBH 7405
5.86,5.64,5.57,5.57,5.71,5.57,5.77,14,PUBH 7406
5.87,5.53,5.67,5.93,5.47,5.27,5.53,15,PUBH 7406
5.5,5.5,4.83,5.17,4.67,5.33,5.67,6,PUBH 7415
5.8,5.6,5.0,5.6,5.4,5.4,5.4,5,PUBH 7415
5.5,5.0,4.5,5.5,5.0,5.5,5.0,2,PUBH 7415
5.67,5.17,5.67,5.33,5.5,5.83,5.5,6,PUBH 7415
5.47,5.21,5.2,5.33,5.47,5.2,5.38,30,PUBH 7420
5.85,5.38,5.58,5.48,5.54,5.5,5.65,26,PUBH 7420
5.71,5.46,5.83,5.76,5.58,5.78,5.67,46,PUBH 7430
5.78,5.56,5.78,5.63,5.19,5.19,5.38,32,PUBH 7430
5.29,5.14,5.0,5.14,5.43,4.71,5.0,7,PUBH 7440
5.0,5.25,5.0,4.75,5.25,5.75,4.25,4,PUBH 7440
5.0,4.81,4.88,4.75,5.06,5.5,4.75,16,PUBH 7445
5.5,5.25,4.75,5.25,5.25,5.25,5.25,4,PUBH 7445
5.23,4.85,4.46,4.62,4.77,5.31,4.46,13,PUBH 7450
4.55,4.18,4.27,4.5,5.09,5.18,4.36,11,PUBH 7450
5.83,5.72,5.72,5.65,5.28,5.78,5.56,18,PUBH 7461
6.0,5.92,5.77,5.85,5.77,5.85,5.85,13,PUBH 7461
5.2,5.1,5.0,5.0,4.78,4.89,5.0,10,PUBH 7462
5.73,5.73,5.64,5.64,5.36,5.73,5.73,11,PUBH 7462
5.71,5.71,5.86,5.86,5.71,4.14,5.71,7,PUBH 7465
5.5,5.33,5.33,5.33,5.33,5.75,5.67,6,PUBH 7465
5.3,5.09,5.3,5.27,5.0,5.0,5.2,11,PUBH 7475
5.5,5.42,5.0,5.33,5.25,5.25,5.33,12,PUBH 7475
5.44,5.33,5.33,5.44,5.0,5.0,5.22,9,PUBH 7485
5.14,4.57,5.0,4.79,5.0,3.79,4.64,14,PUBH 7485
5.75,5.75,5.75,5.75,4.5,5.75,5.75,4,PUBH 7525
5.14,4.93,4.71,4.64,4.29,4.79,5.0,14,PUBH 7525
4.15,4.23,4.92,4.46,5.08,4.77,4.31,13,PUBH 7533
4.57,4.57,5.29,5.0,4.43,5.14,4.43,7,PUBH 7533
5.2,5.2,5.4,5.2,5.4,5.4,5.4,5,PUBH 7537
5.5,5.58,5.58,5.5,5.36,5.5,5.75,12,PUBH 7537
4.93,4.33,3.93,4.2,3.33,3.93,4.0,15,PUBH 7538
5.13,4.25,5.43,4.5,4.0,5.25,4.0,8,PUBH 7538
4.0,4.6,4.4,4.5,4.2,5.0,4.4,5,PUBH 7541
4.71,3.79,3.6,4.33,2.93,4.4,3.8,15,PUBH 7541
4.25,4.0,5.25,4.75,3.25,5.25,5.0,4,PUBH 7541
4.92,5.0,5.33,5.17,5.42,5.33,5.08,12,PUBH 7542
5.2,5.6,5.5,5.6,5.6,5.4,5.4,5,PUBH 7547
4.29,4.0,4.77,4.36,4.29,3.14,3.64,14,PUBH 7547
5.88,5.88,5.71,5.75,5.5,5.75,6.0,8,PUBH 7551
5.5,5.5,5.5,5.0,4.67,5.33,5.5,6,PUBH 7551
5.69,5.5,5.44,5.56,5.63,5.75,5.69,16,PUBH 7553
5.8,5.5,5.5,5.83,5.83,5.83,6.0,6,PUBH 7553
6.0,5.75,5.75,5.75,5.5,5.75,5.75,4,PUBH 7554
2.44,2.44,3.78,2.56,2.44,3.22,2.0,9,PUBH 7554
5.25,5.25,5.57,5.38,5.0,5.38,5.38,8,PUBH 7555
5.5,5.5,5.5,5.5,5.5,5.17,5.5,6,PUBH 7555
5.75,5.25,5.5,5.5,4.25,5.0,5.25,4,PUBH 7555
5.6,5.55,4.85,5.4,4.2,5.05,5.35,20,PUBH 7556
5.65,5.1,5.25,5.1,4.3,5.4,5.0,20,PUBH 7556
5.4,5.27,5.33,5.47,5.47,5.6,5.47,15,PUBH 7560
5.48,5.22,5.22,5.43,4.83,5.3,5.55,23,PUBH 7560
5.0,4.93,5.21,5.13,5.47,5.4,5.29,15,PUBH 7562
5.29,5.43,5.29,5.57,5.57,5.57,5.57,7,PUBH 7562
5.57,5.5,5.64,5.5,5.57,5.57,5.43,14,PUBH 7562
5.25,3.75,4.5,4.75,2.75,3.25,3.75,4,PUBH 7564
5.38,4.88,5.75,5.25,4.88,5.4,5.06,16,PUBH 7564
5.84,5.89,5.68,5.68,5.74,5.53,5.89,19,PUBH 7565
6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,PUBH 7565
5.25,5.4,5.25,5.4,5.2,5.2,5.75,5,PUBH 7566
5.29,5.43,5.5,5.43,5.29,5.14,5.29,7,PUBH 7566
5.38,5.25,5.63,5.5,5.63,5.38,5.13,8,PUBH 7569
5.89,5.89,5.78,5.78,5.67,5.67,5.89,9,PUBH 7576
4.0,4.0,4.5,4.0,3.33,4.25,4.25,7,PUBH 7596
5.38,5.13,5.13,5.29,5.22,5.21,5.25,24,PUBH 7710
5.48,5.11,5.19,5.15,5.3,5.19,5.26,27,PUBH 7710
3.5,3.25,3.5,3.33,4.17,3.58,2.92,12,PUBH 7720
5.43,5.43,5.29,5.57,5.64,5.43,5.5,14,PUBH 7720
4.71,5.0,5.0,4.57,5.14,5.43,4.86,7,PUBH 7730
5.56,5.22,5.22,5.11,4.67,4.22,4.78,9,PUBH 7730
5.69,5.64,5.79,5.69,5.77,5.71,5.71,14,PUBH 7740
5.3,5.4,5.8,5.7,5.8,5.9,5.6,10,PUBH 7740
5.33,5.2,5.25,5.44,5.38,5.5,5.47,16,PUBH 7784
5.25,5.13,5.33,5.22,5.44,5.56,5.38,9,PUBH 7784
5.2,4.6,5.5,5.06,5.38,5.13,5.4,16,PUBH 7784
4.82,4.45,5.55,4.55,5.45,5.55,5.0,12,PUBH 7784
5.71,5.71,5.73,5.71,5.21,5.64,5.71,15,PUBH 7794
5.5,5.2,6.0,5.78,5.4,5.4,5.78,10,PUBH 7794
5.1,4.91,5.36,5.25,5.5,5.6,5.08,12,PUBH 8120
5.25,5.0,5.25,5.0,5.25,5.25,5.0,4,PUBH 8120
5.33,5.33,5.5,5.5,5.33,5.17,5.33,6,PUBH 8120
5.5,5.25,5.67,5.5,5.75,5.75,5.5,4,PUBH 8120
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,PUBH 8161
5.71,5.86,5.5,5.29,5.71,5.86,5.86,7,PUBH 8341
5.75,5.6,5.4,5.6,5.6,5.0,5.8,5,PUBH 8341
5.3,5.4,5.2,5.0,5.5,4.8,5.5,10,PUBH 8342
5.75,5.5,5.33,5.75,5.5,4.75,5.75,4,PUBH 8342
5.5,5.75,5.42,5.58,5.67,5.58,5.83,12,PUBH 8343
5.25,5.5,5.75,5.25,5.75,5.75,5.25,4,PUBH 8344
5.0,5.0,5.33,5.67,6.0,6.0,5.33,3,PUBH 8344
4.5,3.75,4.75,3.5,2.75,4.0,4.0,4,PUBH 8345
5.67,6.0,6.0,5.25,5.75,6.0,5.75,4,PUBH 8400
5.3,5.1,5.3,4.9,3.9,5.1,5.33,10,PUBH 8401
5.17,4.5,4.4,4.8,3.17,3.67,4.4,6,PUBH 8401
5.2,5.0,5.4,5.4,4.8,4.9,5.44,10,PUBH 8403
5.25,5.6,5.4,5.0,5.0,6.0,5.6,5,PUBH 8403
5.17,5.0,5.33,5.33,4.83,5.17,5.0,6,PUBH 8412
5.8,5.8,5.0,5.0,5.6,5.6,5.8,5,PUBH 8412
5.27,4.82,4.82,4.82,5.09,5.18,4.91,11,PUBH 8432
5.14,4.71,5.0,5.0,5.14,5.43,4.67,7,PUBH 8432
5.57,5.57,5.0,5.14,5.14,5.0,5.29,7,PUBH 8442
5.75,5.63,5.86,5.63,5.63,5.5,5.5,8,PUBH 8442
6.0,5.5,2.5,4.5,5.0,3.0,3.5,2,PUBH 8445
4.5,5.0,5.5,6.0,6.0,6.0,5.0,2,PUBH 8446
4.0,3.0,3.0,3.0,4.0,3.0,3.0,1,PUBH 8452
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,PUBH 8472
5.75,5.5,5.0,5.5,5.5,4.75,5.0,4,PUBH 8475
5.4,4.8,5.0,4.8,4.6,4.4,4.8,5,PUBH 8475
6.0,6.0,6.0,5.67,5.75,5.75,6.0,4,PUBH 8482
5.0,6.0,6.0,6.0,4.0,3.0,5.0,1,PUBH 8485
4.58,3.92,4.42,4.5,3.67,4.08,3.83,12,PUBH 8485
5.5,6.0,5.5,5.5,5.5,5.5,5.5,2,PUBH 8801
4.25,4.25,5.25,5.0,5.75,5.75,5.0,4,PUBH 8801
5.6,5.6,5.8,5.8,5.0,4.6,5.4,5,PUBH 8802
5.5,6.0,5.5,6.0,5.5,5.0,5.5,2,PUBH 8805
5.25,5.25,5.25,5.0,5.5,4.25,5.5,4,PUBH 8810
5.67,5.0,5.33,5.0,5.67,4.33,5.5,3,PUBH 8810
6.0,6.0,4.67,6.0,6.0,5.0,6.0,3,PUBH 8811
5.0,4.8,5.6,5.2,5.6,5.6,5.2,5,PUBH 8811
5.7,5.5,5.7,5.67,5.7,5.67,5.7,10,PUBH 8816
5.67,5.67,5.33,5.67,5.33,2.67,5.0,3,PUBH 8821
5.0,5.5,5.5,5.5,5.5,5.0,6.0,2,PUBH 8830
4.5,5.0,5.5,4.5,5.0,3.0,4.5,3,PUBH 8830
3.8,3.4,4.25,4.2,4.6,3.2,3.4,6,PUBH 8831
5.33,5.0,5.5,5.67,5.67,5.0,5.33,3,PUBH 8831
5.75,6.0,5.75,6.0,5.75,5.75,5.75,4,REC 3321
5.5,6.0,5.5,6.0,5.5,5.5,6.0,2,REC 3322
4.5,4.17,4.5,5.0,4.83,4.67,4.0,6,RELS 1001
5.61,5.16,5.42,5.29,5.32,5.35,5.35,31,RELS 1002
5.5,4.67,4.83,5.25,5.08,5.08,5.0,13,RELS 1002
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,RELS 1034
5.56,5.78,5.44,5.56,5.56,5.56,5.67,9,RELS 1082
5.33,5.33,5.0,5.33,5.0,5.33,5.33,3,RELS 1082
5.6,5.1,5.5,5.5,5.44,4.89,5.1,10,RELS 1201
5.0,4.0,5.0,5.0,5.67,5.67,5.0,3,RELS 1201
5.5,4.25,5.5,5.25,4.75,4.5,5.0,4,RELS 3001
5.5,4.5,4.5,4.5,5.0,5.0,5.0,2,RELS 3034
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,RELS 3071
5.5,6.0,5.0,5.5,5.0,5.0,5.5,2,RELS 3071
5.5,5.5,6.0,5.0,6.0,5.5,5.5,2,RELS 3072
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,RELS 3076
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,RELS 3079
4.88,4.5,5.13,4.75,5.25,5.0,4.88,8,RELS 3092
6.0,6.0,5.5,6.0,6.0,5.5,6.0,2,RELS 3092
4.0,4.0,4.0,4.0,5.0,5.0,4.0,1,RELS 3113
5.25,4.5,4.75,4.75,5.0,5.5,4.75,4,RELS 3201
5.0,5.0,5.0,5.0,5.0,,5.0,1,RELS 3205
6.0,6.0,5.5,6.0,5.5,6.0,6.0,2,RELS 3206
6.0,6.0,4.0,5.0,5.0,6.0,6.0,1,RELS 3321
6.0,6.0,6.0,6.0,5.5,6.0,6.0,2,RELS 3371
6.0,6.0,5.0,6.0,6.0,6.0,6.0,1,RELS 3374
6.0,6.0,5.0,5.0,5.0,6.0,6.0,1,RELS 3377
6.0,6.0,5.0,5.0,,,6.0,1,RELS 3520
5.5,4.83,5.33,4.67,5.33,5.5,5.67,6,RELS 3535
6.0,6.0,6.0,5.0,5.0,6.0,6.0,1,RELS 3543
5.75,6.0,3.5,5.25,4.0,3.25,5.75,4,RELS 3544
6.0,6.0,,6.0,6.0,6.0,6.0,1,RELS 3609
6.0,6.0,4.0,5.0,5.0,,6.0,1,RELS 3624
5.38,5.63,4.88,5.0,5.5,5.13,5.25,8,RELS 3627
6.0,4.0,6.0,6.0,5.0,1.0,3.0,1,RELS 3631
4.67,4.0,6.0,4.67,5.33,4.67,4.33,3,RELS 3671
6.0,6.0,5.0,5.0,5.0,5.0,5.0,1,RELS 3679
5.5,5.38,5.29,5.25,5.43,5.29,5.63,8,RELS 3704
4.5,5.0,5.5,4.5,6.0,5.5,4.5,2,RELS 3704
5.8,5.8,5.6,5.8,6.0,6.0,6.0,5,RELS 3712
6.0,6.0,3.0,5.0,4.0,6.0,5.0,1,RELS 3712
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,RELS 3716
5.5,5.0,4.5,4.5,5.5,5.0,5.0,2,RELS 3717
5.0,4.0,5.0,4.0,4.0,5.0,4.0,1,RELS 3717
6.0,6.0,6.0,6.0,6.0,5.0,6.0,1,RELS 3722
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,RELS 3722
6.0,6.0,5.5,5.5,5.5,5.5,5.5,2,RELS 8070
6.0,6.0,6.0,6.0,5.0,5.0,6.0,1,RELS 8190
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,RELS 8190
5.5,4.0,5.0,5.0,5.0,4.0,5.0,2,RELS 1544W
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,RELS 3415W
5.0,4.0,5.5,4.5,4.0,5.5,5.0,2,RELS 3626W
6.0,5.0,5.0,5.0,5.0,5.0,3.0,1,RELS 3626W
6.0,6.0,6.0,6.0,,,6.0,1,RELS 3718W
5.21,4.69,5.37,5.03,5.34,5.48,5.07,29,RM 2234
5.0,5.0,4.95,4.89,5.16,5.21,5.0,19,RM 2234
5.07,5.0,5.25,4.97,5.21,5.03,5.08,72,RM 2234
5.21,5.03,5.27,5.21,5.53,5.45,5.3,33,RM 2234
5.15,5.05,5.3,5.1,5.21,5.45,5.25,20,RM 3124
5.91,6.0,5.73,5.82,5.82,5.82,6.0,11,RM 3124
5.9,5.8,6.0,5.9,5.8,5.9,5.9,10,RM 3124
5.89,5.78,5.89,5.78,5.78,5.89,5.78,9,RM 3124
5.13,5.06,5.5,5.31,5.56,5.5,5.5,16,RM 3170
5.83,5.75,5.67,5.42,5.5,5.0,5.42,12,RM 3170
5.57,4.57,5.29,5.29,5.14,4.86,4.57,7,RM 3170
5.93,5.73,5.73,5.87,5.73,5.93,5.93,15,RM 3201
5.77,5.54,5.77,5.77,5.77,5.92,5.77,13,RM 3201
