DEEP_UND,STIM_INT,TECH_EFF,ACC_SUP,EFFORT,GRAD_STAND,RECC,RESP,FULL_NAME
4.8,4.8,5.0,4.8,5.8,5.4,5.0,5,ARTS 5401W
5.56,5.78,5.33,5.67,5.67,4.89,5.56,9,ARTS 5401W
5.57,5.25,5.02,5.26,4.96,5.35,5.38,84,ASL 1701
5.56,5.3,5.02,5.23,4.92,5.03,5.17,116,ASL 1701
5.67,5.5,5.67,5.67,5.17,5.33,5.83,6,ASL 1701
5.39,5.06,4.99,5.1,4.77,4.77,4.95,111,ASL 1701
5.51,5.23,5.15,5.2,5.04,5.12,5.17,132,ASL 1701
5.8,5.2,4.2,4.4,3.4,5.2,4.0,5,ASL 1701
5.4,5.12,4.86,5.14,4.8,5.26,5.26,50,ASL 1702
5.41,5.25,5.18,5.35,5.03,5.38,5.35,71,ASL 1702
5.69,5.56,5.56,5.81,5.31,5.44,5.56,16,ASL 1702
5.28,5.1,5.15,5.08,5.1,5.15,5.16,61,ASL 1702
5.34,5.03,5.13,4.98,4.85,5.03,4.98,96,ASL 1702
5.83,5.83,5.67,5.83,5.5,5.67,5.67,18,ASL 1702
4.95,4.89,4.67,4.88,4.84,5.17,5.09,58,ASL 3703
5.4,5.06,5.07,5.09,5.14,5.2,5.32,103,ASL 3703
5.71,5.45,5.71,5.45,5.32,5.58,5.32,31,ASL 3703
5.82,5.57,5.61,5.65,5.59,5.72,5.68,74,ASL 3703
5.62,5.39,5.54,5.5,5.56,5.57,5.65,69,ASL 3703
5.5,5.36,5.43,5.43,5.21,5.5,5.5,14,ASL 3703
5.49,5.28,5.02,5.13,5.26,5.28,5.28,47,ASL 3704
5.1,4.81,4.81,4.9,4.83,5.04,4.94,81,ASL 3704
5.55,5.39,5.58,5.61,5.58,5.58,5.64,33,ASL 3704
5.53,5.35,5.41,5.49,5.33,5.49,5.59,51,ASL 3704
5.45,5.35,5.4,5.42,5.35,5.15,5.33,60,ASL 3704
5.5,5.33,5.5,5.5,5.0,5.17,5.17,6,ASL 3704
5.11,4.87,5.17,5.08,5.11,5.23,5.03,330,AST 1001
4.86,4.54,4.85,4.85,4.91,5.07,4.77,181,AST 1001
5.3,5.4,5.4,5.3,5.38,5.25,5.3,10,AST 1001
5.19,4.79,5.02,5.13,5.23,5.43,5.02,475,AST 1001
4.85,4.52,4.77,4.83,4.88,5.11,4.65,320,AST 1001
6.0,6.0,6.0,6.0,5.6,6.0,6.0,5,AST 1001
5.27,4.69,4.44,4.33,4.27,4.33,4.75,16,AST 2001
5.05,4.91,4.8,4.55,4.68,4.68,4.64,22,AST 2001
4.69,4.5,4.63,4.44,4.94,5.44,4.56,16,AST 2001
5.03,4.71,4.48,4.43,4.13,5.0,4.42,31,AST 2001
5.5,5.75,6.0,5.33,6.0,5.0,5.0,4,AST 4001
3.92,4.23,4.23,4.08,5.0,3.77,4.23,13,AST 4001
5.75,5.75,5.25,5.75,5.75,5.5,5.75,4,AST 4002
5.85,5.55,5.5,5.6,5.9,5.3,5.8,20,AST 4002
5.0,4.33,4.0,4.33,3.0,4.0,4.67,3,AST 4101
5.67,6.0,5.67,5.67,4.0,5.0,5.67,3,AST 4101
5.4,5.44,5.22,5.0,5.2,3.67,5.1,10,AST 5012
5.15,5.38,5.17,4.77,4.92,5.0,5.15,13,AST 5022
5.57,5.29,5.71,5.43,5.57,4.43,5.57,7,AST 5201
5.0,5.0,4.5,4.0,2.5,4.0,5.0,2,AST 5731
5.56,4.89,5.11,5.0,4.33,4.22,4.33,10,AST 5731
4.67,4.38,4.25,4.33,4.56,4.67,4.56,9,AST 8001
5.75,5.25,4.5,5.25,5.0,5.0,5.5,4,AST 8011
4.5,4.25,3.5,4.5,5.0,5.25,4.0,4,AST 8031
6.0,5.5,5.5,6.0,6.0,4.5,5.75,4,AST 8110
5.5,4.5,4.5,4.5,5.0,3.5,5.0,2,AST 8110
5.7,5.6,5.5,5.5,5.0,5.5,5.7,10,AST 8581
4.67,4.0,4.33,5.0,5.67,5.0,4.33,3,AST 8581
5.75,5.38,5.25,5.38,5.13,5.25,5.88,8,AST 1011H
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AST 4994W
6.0,6.0,6.0,6.0,5.0,3.0,6.0,1,AST 4994W
6.0,6.0,5.67,6.0,5.33,3.33,6.0,3,AST 4994W
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,AST 4994W
5.63,5.12,5.49,5.53,5.14,5.31,5.39,283,BA 1001
5.65,4.96,5.41,5.43,4.5,5.13,5.14,134,BA 1001
5.51,4.97,5.38,5.35,4.72,5.07,5.18,323,BA 1001
5.63,5.26,5.61,5.6,5.14,5.41,5.46,153,BA 1001
6.0,5.75,6.0,5.92,6.0,5.82,6.0,12,BA 1919
5.46,5.21,5.46,5.42,5.6,5.33,5.28,57,BA 1990
5.71,5.29,5.29,5.29,5.43,4.86,5.0,7,BA 1990
5.51,5.36,5.37,5.63,5.4,5.52,5.58,103,BA 1990
5.32,4.91,5.31,5.18,5.37,5.47,5.13,186,BA 3000
5.51,5.06,5.35,5.27,5.44,5.57,5.41,230,BA 3000
5.51,5.09,5.36,5.34,5.41,5.42,5.33,209,BA 3000
5.46,5.1,5.34,5.38,5.42,5.51,5.23,211,BA 3000
5.53,4.94,5.18,5.12,4.53,3.94,4.65,17,BA 3001
5.91,5.91,5.82,5.82,5.91,5.91,6.0,11,BA 3900
5.5,5.43,5.86,5.43,5.57,5.57,5.71,7,BA 3996
5.25,5.25,5.5,5.5,5.25,5.75,5.75,4,BA 3996
3.0,3.0,4.33,3.0,5.33,5.67,3.0,3,BA 3996
5.5,5.5,5.5,5.5,4.5,5.0,5.5,2,BA 3996
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,BA 3996
5.0,4.0,5.0,5.0,3.0,5.0,4.0,1,BA 4501
6.0,6.0,5.5,5.5,5.0,5.0,6.0,2,BA 4501
6.0,4.67,6.0,6.0,5.67,5.0,5.33,3,BA 4501
5.67,5.33,5.67,5.33,4.67,4.67,5.67,3,BA 4502
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,BA 4502
5.0,5.0,4.0,4.0,4.0,5.0,5.0,1,BA 4503
5.5,5.5,5.5,5.5,5.5,5.5,5.5,4,BA 4503
5.0,6.0,5.0,5.0,5.0,4.0,6.0,1,BA 4503
6.0,6.0,6.0,6.0,6.0,3.5,6.0,2,BA 4503
5.88,6.0,5.88,5.63,5.25,5.38,5.88,8,BA 4504
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,BA 4504
5.67,5.67,5.5,5.83,5.5,5.33,5.67,6,BA 4505
6.0,5.5,5.0,6.0,4.5,4.5,5.5,2,BA 4505
5.5,5.5,5.0,5.5,3.0,5.5,5.5,2,BA 4505
4.87,4.32,5.08,4.77,4.09,4.3,4.37,261,BA 3033W
5.19,4.6,5.27,5.07,4.34,4.93,4.64,203,BA 3033W
5.61,5.38,5.64,5.61,5.24,5.45,5.39,29,BA 3033W
5.18,4.66,5.38,5.13,4.2,4.88,4.53,233,BA 3033W
5.2,4.72,5.36,5.12,3.88,4.73,4.48,207,BA 3033W
5.12,4.74,5.29,4.96,5.0,4.8,4.76,25,BA 4990H
5.14,4.62,5.0,4.91,4.55,3.7,4.57,23,BA 4990H
5.5,5.28,5.06,5.67,5.83,5.78,5.61,18,BBE 1001
5.38,4.92,5.25,5.31,5.85,5.85,5.69,13,BBE 1001
5.71,5.45,5.55,5.43,5.48,5.61,5.51,119,BBE 1002
5.41,5.24,5.28,5.26,5.12,5.42,5.19,59,BBE 1002
5.57,5.32,5.49,5.44,5.26,5.56,5.39,73,BBE 1002
5.68,5.42,5.73,5.57,5.63,5.63,5.68,65,BBE 1002
4.71,3.93,4.66,4.63,4.09,3.79,3.68,44,BBE 2001
5.25,5.21,5.3,5.25,4.8,5.05,4.65,22,BBE 2001
4.37,3.96,4.35,4.4,4.67,3.61,4.14,53,BBE 2002
2.76,2.29,2.53,2.65,2.06,2.24,1.76,17,BBE 2002
4.08,3.55,4.05,3.89,2.89,4.24,3.24,40,BBE 2003
4.2,3.5,4.25,4.13,3.25,3.63,3.25,16,BBE 2003
5.55,5.42,5.6,5.34,5.14,5.71,5.45,65,BBE 2201
5.79,5.63,5.79,5.61,5.5,5.74,5.58,38,BBE 2201
6.0,5.5,5.75,5.75,5.75,6.0,5.75,4,BBE 2201
5.59,5.49,5.49,5.37,5.41,5.59,5.55,51,BBE 2201
5.75,5.78,5.72,5.69,5.5,5.88,5.84,33,BBE 2201
3.49,2.23,2.67,2.97,1.74,2.37,1.86,35,BBE 3012
5.38,5.1,5.42,5.14,5.24,5.38,5.05,21,BBE 3012
5.18,4.91,4.55,5.03,4.7,4.58,4.76,34,BBE 3013
5.19,5.31,4.87,5.31,5.06,5.0,5.13,16,BBE 3013
5.11,5.17,5.0,5.06,5.24,5.0,5.28,18,BBE 3023
5.0,5.33,5.0,5.33,5.33,5.0,5.0,3,BBE 3023
3.25,2.63,2.6,2.56,2.44,3.0,2.06,16,BBE 3033
5.36,5.07,5.0,5.07,4.85,5.21,5.07,14,BBE 3033
5.1,4.6,5.33,5.22,4.8,5.2,4.8,10,BBE 3043
5.75,5.25,5.0,5.5,5.25,5.0,5.25,4,BBE 3043
5.26,5.18,5.25,5.14,5.35,5.4,5.35,72,BBE 3201
5.57,5.34,5.51,5.43,5.4,5.29,5.14,35,BBE 3201
5.52,5.24,5.57,5.48,5.29,5.29,5.19,21,BBE 3201
5.33,5.28,5.38,5.18,5.13,5.14,5.24,78,BBE 3201
5.33,5.04,5.24,5.04,5.23,5.12,5.13,78,BBE 3201
5.45,5.27,5.5,5.55,5.55,5.5,5.36,22,BBE 3201
5.44,4.89,5.5,5.28,5.28,5.06,5.18,18,BBE 4001
5.7,5.4,5.3,5.22,5.2,5.5,5.3,10,BBE 4001
3.34,1.97,2.62,2.29,1.31,1.97,1.41,29,BBE 4013
2.65,2.04,2.77,2.35,1.87,2.17,1.74,24,BBE 4013
4.43,4.0,3.14,4.5,3.57,4.57,3.83,7,BBE 4301
4.9,4.4,5.3,5.3,5.3,5.4,5.0,10,BBE 4301
5.52,5.0,5.48,5.38,5.52,5.24,4.9,21,BBE 4302
5.53,5.41,4.94,4.59,5.12,5.12,5.0,17,BBE 4302
5.6,5.05,5.26,5.19,5.38,4.67,5.1,21,BBE 4303
5.0,4.11,4.88,4.86,5.1,4.89,4.7,10,BBE 4303
6.0,5.33,5.33,5.33,5.33,5.33,5.67,3,BBE 4305
5.33,5.33,4.67,4.33,5.0,5.67,4.67,3,BBE 4305
5.0,4.0,4.8,5.0,3.6,4.0,4.0,5,BBE 4401
4.83,4.5,4.33,4.42,3.58,4.5,4.09,12,BBE 4401
5.75,5.0,6.0,5.75,5.0,5.0,5.25,4,BBE 4402
5.44,5.0,5.0,5.0,4.78,4.33,4.88,9,BBE 4402
5.5,5.5,5.5,5.7,5.7,5.7,5.6,10,BBE 4403
4.5,5.0,4.5,4.5,4.5,3.5,3.5,2,BBE 4403
5.8,5.3,5.7,5.9,5.8,5.9,6.0,10,BBE 4404
5.79,5.5,5.31,5.79,5.54,5.71,5.79,14,BBE 4404
6.0,6.0,5.67,5.67,6.0,6.0,6.0,3,BBE 4413
5.0,5.0,5.0,5.5,5.0,4.5,5.5,2,BBE 4413
6.0,6.0,5.67,6.0,4.33,5.67,6.0,3,BBE 4414
4.0,3.92,3.73,3.58,3.75,3.0,3.5,12,BBE 4523
3.9,3.5,3.0,3.7,3.5,1.9,2.9,10,BBE 4523
5.6,5.0,5.53,5.44,5.06,5.06,5.13,16,BBE 4533
4.56,3.56,5.0,4.33,4.78,3.44,3.89,9,BBE 4533
4.86,4.57,3.83,4.43,4.14,3.43,3.57,7,BBE 4535
3.6,3.7,2.5,2.7,3.6,1.9,3.11,10,BBE 4535
4.5,5.0,4.25,5.0,4.25,4.5,4.5,4,BBE 4608
6.0,6.0,5.5,5.0,5.0,5.0,5.5,2,BBE 4608
3.85,3.54,3.46,3.15,3.77,3.31,2.77,13,BBE 4713
3.0,3.25,3.33,3.25,4.5,3.0,3.0,4,BBE 4713
5.0,4.5,4.5,5.0,4.5,4.5,4.5,2,BBE 4723
5.5,5.5,3.5,4.5,4.5,4.0,4.0,2,BBE 4723
4.88,4.88,4.75,4.5,4.88,4.75,5.0,8,BBE 4733
5.4,5.4,5.0,5.2,5.6,5.4,5.6,5,BBE 4733
4.25,3.75,4.06,4.09,4.39,4.11,3.75,36,BBE 4744
5.78,5.89,5.56,5.67,5.67,5.67,5.89,9,BBE 4753
5.18,5.0,5.0,5.45,5.64,5.64,5.36,11,BBE 4753
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,BBE 4900
6.0,6.0,6.0,5.5,6.0,6.0,6.0,2,BBE 4900
6.0,4.0,,5.0,5.0,5.0,4.0,1,BBE 5001
6.0,6.0,6.0,6.0,5.0,5.0,5.5,2,BBE 5001
5.0,4.0,4.0,4.0,3.0,5.0,4.0,1,BBE 5023
5.0,4.5,2.5,4.5,4.0,4.0,3.5,2,BBE 5302
6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,BBE 5302
6.0,6.0,5.0,6.0,6.0,6.0,6.0,1,BBE 5305
5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,BBE 5401
6.0,4.0,5.0,6.0,5.0,6.0,6.0,1,BBE 5403
5.5,5.5,5.0,5.5,6.0,6.0,6.0,2,BBE 5404
5.0,5.0,6.0,5.0,5.0,5.0,6.0,1,BBE 5404
5.36,4.91,5.0,5.27,5.18,5.09,5.0,11,BBE 5513
5.71,5.59,5.53,5.71,5.71,5.76,5.76,18,BBE 5513
5.0,4.0,2.0,4.0,1.0,3.0,4.0,1,BBE 5523
4.5,4.0,3.0,4.0,5.0,3.5,3.5,2,BBE 5535
4.75,4.75,5.0,5.0,5.75,5.5,4.75,4,BBE 5608
5.8,5.6,5.25,5.6,5.6,5.6,5.4,5,BBE 5608
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,BBE 5713
4.0,4.0,1.0,1.0,1.0,1.0,4.0,1,BBE 5713
5.5,5.5,5.25,5.25,5.25,5.5,5.25,4,BBE 5733
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,BBE 5733
6.0,4.0,6.0,6.0,5.0,6.0,6.0,1,BBE 5753
4.5,5.0,4.5,4.5,5.5,4.0,4.5,2,BBE 8001
5.0,4.6,4.5,5.0,5.6,5.4,4.8,5,BBE 8001
4.0,3.67,3.67,3.67,5.0,3.33,3.33,3,BBE 8002
5.0,5.0,5.0,5.0,5.5,5.0,5.5,2,BBE 8002
5.67,5.22,5.67,5.56,5.44,5.78,5.56,9,BBE 8013
6.0,6.0,6.0,6.0,5.5,6.0,5.5,2,BBE 8513
6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,BBE 8703
4.73,4.53,4.86,5.13,4.6,5.0,4.8,15,BBE 4023W
4.93,4.43,4.79,4.68,4.86,4.61,4.5,28,BBE 4023W
5.39,5.39,5.45,5.16,5.48,5.5,5.38,32,BBE 4502W
5.62,5.42,5.17,5.38,5.48,5.19,5.58,26,BBE 4502W
5.33,5.11,5.78,5.56,5.56,5.56,5.33,9,BBE 4504W
4.93,3.93,5.07,4.71,5.36,5.43,4.29,14,BBE 4504W
5.38,5.28,5.34,5.25,4.92,5.3,5.2,65,BIE 3001
5.52,5.4,5.4,5.44,5.19,5.37,5.49,57,BIE 3001
5.5,5.5,5.5,5.5,5.0,5.0,5.5,2,BIE 3001
5.72,5.62,5.68,5.72,5.51,5.63,5.72,68,BIE 3001
5.67,5.48,5.67,5.65,5.24,5.61,5.63,54,BIE 3001
5.37,5.1,5.38,5.29,5.46,5.48,5.41,69,BIE 3624
5.23,5.1,5.38,5.21,5.36,5.43,5.31,61,BIE 3624
5.11,4.65,4.92,4.73,4.98,4.91,4.89,64,BIE 3624
5.51,5.21,5.53,5.44,5.58,5.5,5.51,68,BIE 3624
5.5,5.5,5.67,5.58,5.58,5.75,5.75,12,BIE 4001
5.86,5.57,5.43,5.43,5.86,6.0,5.86,7,BIE 4001
5.67,5.56,5.67,5.56,5.89,5.78,5.67,9,BIE 4001
5.45,5.36,5.45,5.36,5.64,5.64,5.45,11,BIE 4001
5.71,5.47,5.71,5.65,4.94,5.59,5.47,17,BIE 4420
5.56,5.44,5.56,5.67,5.22,5.39,5.61,18,BIE 4420
5.59,5.35,5.44,5.65,5.06,5.53,5.53,17,BIE 4420
5.71,5.23,5.57,5.64,5.64,5.71,5.79,14,BIE 4420
5.39,5.22,5.5,5.39,5.61,5.78,5.56,18,BIE 4626
5.32,5.11,5.29,5.21,5.5,5.57,5.29,28,BIE 4626
5.65,5.12,5.65,5.47,5.59,5.65,5.53,17,BIE 4626
5.24,4.82,5.41,5.21,5.56,5.56,5.26,34,BIE 4626
5.42,5.09,5.55,5.59,5.52,5.66,5.59,45,BIE 5011
5.4,5.19,5.56,5.47,5.54,5.3,5.49,57,BIE 5011
5.83,5.83,5.83,5.83,5.67,5.83,5.67,6,BIE 5011
5.53,5.32,5.79,5.63,5.68,5.63,5.58,19,BIE 5011
4.94,4.78,5.28,5.11,5.28,5.22,5.11,18,BIE 5011
4.05,3.48,4.19,4.33,4.0,4.86,3.67,21,BIOC 2011
4.54,3.69,5.0,4.42,3.92,4.92,3.62,13,BIOC 2011
4.78,4.23,5.08,4.6,4.55,4.59,4.31,109,BIOC 3021
4.74,4.21,4.57,4.32,4.38,4.56,4.1,86,BIOC 3021
4.0,3.63,4.26,3.89,3.75,4.55,3.55,20,BIOC 3021
4.61,4.1,4.59,4.37,4.43,4.61,4.18,89,BIOC 3021
4.6,3.8,4.51,4.21,4.41,4.41,3.9,83,BIOC 3021
5.38,4.84,5.06,5.13,4.43,4.89,4.8,63,BIOC 3022
4.53,3.79,4.78,4.13,3.53,4.45,3.74,77,BIOC 3022
6.0,6.0,5.67,6.0,6.0,5.67,6.0,3,BIOC 3022
5.33,4.6,5.06,5.05,4.22,4.75,4.62,66,BIOC 3022
4.83,4.05,4.59,4.41,4.0,4.48,4.02,88,BIOC 3022
6.0,5.8,6.0,5.8,5.4,5.2,5.4,5,BIOC 3022
4.73,4.56,4.3,4.29,4.13,4.53,4.22,46,BIOC 4025
5.01,4.61,4.7,4.58,3.55,4.61,4.34,99,BIOC 4025
5.38,5.0,4.38,4.88,3.25,5.0,3.63,8,BIOC 4025
4.59,3.95,4.03,4.33,2.95,4.25,3.44,40,BIOC 4025
3.79,3.17,3.36,3.35,2.53,3.51,2.25,85,BIOC 4025
5.2,5.0,5.0,5.2,5.0,4.8,5.0,5,BIOC 4125
6.0,3.0,2.0,,5.0,1.0,4.0,2,BIOC 4225
4.8,4.4,4.8,5.2,5.2,4.2,5.2,5,BIOC 4325
5.5,4.75,6.0,5.25,5.75,5.75,5.25,4,BIOC 4325
5.62,5.07,5.03,5.23,4.5,5.0,4.93,30,BIOC 4331
5.43,5.17,5.29,4.97,4.39,4.68,5.19,31,BIOC 4331
5.69,5.25,5.38,5.0,4.5,4.81,4.75,16,BIOC 4331
5.31,4.79,5.1,5.14,4.42,4.38,4.76,52,BIOC 4331
5.05,4.55,5.0,4.7,4.4,4.85,4.33,20,BIOC 4332
5.19,4.76,4.67,4.45,3.48,4.0,4.1,21,BIOC 4332
5.82,5.82,5.45,5.45,5.27,5.0,5.18,11,BIOC 4332
4.57,4.21,4.71,3.86,3.07,3.43,3.0,14,BIOC 4332
5.17,5.0,5.5,5.17,5.5,5.0,5.5,6,BIOC 4351
5.4,5.0,4.9,4.9,4.9,4.4,5.0,10,BIOC 4351
5.08,4.75,4.83,5.0,5.08,5.08,4.83,12,BIOC 4521
5.45,4.73,5.09,5.27,4.91,4.73,4.91,11,BIOC 4521
5.25,5.08,4.75,5.0,4.83,4.33,4.73,14,BIOC 4521
4.94,4.18,4.76,4.71,4.24,4.24,3.69,17,BIOC 4521
5.2,5.6,5.6,5.0,5.6,5.4,5.8,5,BIOC 5002
5.8,5.6,5.6,6.0,5.8,6.0,5.8,5,BIOC 5002
4.8,4.4,3.6,4.8,4.2,3.6,3.8,5,BIOC 5216
5.2,5.0,4.6,5.2,5.2,3.6,5.0,5,BIOC 5216
4.6,5.0,4.8,4.8,4.4,4.6,4.6,5,BIOC 5309
5.0,5.0,5.0,5.0,1.0,1.0,2.0,1,BIOC 5309
5.67,5.33,5.67,5.33,5.0,5.33,5.67,3,BIOC 5351
6.0,6.0,6.0,6.0,5.5,5.75,5.75,4,BIOC 5351
5.56,4.88,4.94,5.44,4.56,4.63,4.63,16,BIOC 5352
5.67,5.5,5.5,5.5,5.33,5.0,5.83,6,BIOC 5352
4.85,4.62,5.15,4.92,5.0,4.77,4.54,14,BIOC 5361
4.5,4.29,4.43,4.57,3.86,3.86,3.86,8,BIOC 5361
5.5,4.9,5.2,5.0,4.8,5.0,4.9,10,BIOC 5444
5.08,4.92,5.0,4.73,4.83,4.42,4.75,12,BIOC 5444
4.5,3.5,3.5,4.5,4.5,3.5,4.0,2,BIOC 5535
1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,BIOC 5535
5.75,5.5,5.25,5.25,5.5,5.25,6.0,4,BIOC 5536
5.0,5.0,5.0,4.0,5.0,3.0,5.0,1,BIOC 6021
3.5,5.0,4.0,4.5,3.0,5.5,3.0,2,BIOC 6021
4.0,2.67,3.67,3.0,2.33,5.33,2.67,3,BIOC 6021
5.0,3.75,5.0,4.25,5.0,5.5,4.33,4,BIOC 6021
5.0,4.5,5.0,4.5,4.75,5.5,4.5,4,BIOC 6021
6.0,5.0,6.0,6.0,6.0,4.5,5.5,2,BIOC 8005
4.5,3.5,5.0,3.0,3.5,2.5,3.0,2,BIOC 8005
5.41,5.12,5.29,5.29,4.88,5.12,5.24,17,BIOC 8006
5.5,5.67,5.5,5.4,5.67,5.33,5.83,6,BIOC 8006
5.23,4.92,5.23,5.0,5.23,5.62,5.54,13,BIOC 8007
5.5,5.33,5.67,5.67,5.67,6.0,5.67,6,BIOC 8007
5.77,5.08,5.38,5.38,4.92,4.77,5.38,13,BIOC 8008
5.75,5.25,4.75,5.5,4.75,5.5,5.75,4,BIOC 8008
5.0,5.0,5.0,5.0,6.0,4.5,5.0,2,BIOC 8101
6.0,6.0,5.5,6.0,6.0,6.0,6.0,2,BIOC 8102
5.5,5.5,5.75,5.0,6.0,5.0,5.75,4,BIOC 8103
5.67,5.67,5.33,5.67,5.33,5.33,5.33,3,BIOC 8104
5.33,5.0,5.33,4.67,5.5,5.5,6.0,3,BIOC 8184
4.44,4.25,4.19,4.38,5.31,4.81,4.56,16,BIOC 8401
4.5,4.0,4.57,4.38,5.38,4.88,4.17,8,BIOC 8401
5.38,5.25,5.0,5.13,5.25,5.13,5.0,8,BIOC 4025W
5.24,4.89,5.09,5.14,4.64,5.24,4.96,140,BIOL 1001
5.3,4.86,5.21,5.15,4.73,5.46,5.15,113,BIOL 1001
5.2,4.6,4.8,5.0,3.7,5.2,4.44,10,BIOL 1001
5.25,4.91,5.3,5.13,5.01,5.38,5.07,319,BIOL 1001
5.31,4.92,5.36,5.24,4.99,5.48,5.09,256,BIOL 1001
4.89,4.56,4.93,4.89,4.32,5.21,4.71,28,BIOL 1001
5.31,4.92,5.18,5.25,5.18,5.29,5.29,420,BIOL 1003
5.13,4.72,5.09,5.09,5.01,5.15,5.04,230,BIOL 1003
5.31,4.83,5.23,5.23,5.14,5.26,5.13,409,BIOL 1003
5.23,4.92,5.23,5.23,5.12,5.2,5.14,529,BIOL 1003
4.78,4.35,4.75,4.63,4.36,5.04,4.3,334,BIOL 1009
4.91,4.53,4.87,4.75,4.73,5.24,4.64,267,BIOL 1009
4.69,4.42,4.5,4.77,4.31,5.43,4.46,14,BIOL 1009
5.05,4.55,4.98,4.92,4.7,5.05,4.64,435,BIOL 1009
5.18,4.82,5.1,5.06,4.85,5.28,4.8,361,BIOL 1009
4.95,4.71,5.05,4.95,4.57,5.29,4.67,21,BIOL 1009
5.05,4.46,4.61,4.69,4.63,4.98,4.55,216,BIOL 1010
4.85,4.25,4.58,4.51,4.36,4.8,4.3,118,BIOL 1010
4.93,4.37,4.74,4.76,4.43,4.94,4.42,314,BIOL 1010
5.02,4.7,4.87,4.83,4.73,4.93,4.57,210,BIOL 1010
5.05,4.79,4.89,4.74,4.95,4.74,5.0,40,BIOL 1015
5.24,5.06,5.1,5.24,5.29,5.08,5.22,52,BIOL 1015
5.03,5.0,4.72,4.72,5.28,4.67,5.06,36,BIOL 1015
5.39,4.99,5.19,5.25,5.12,5.18,5.18,200,BIOL 1015
5.5,5.63,5.13,5.38,5.88,5.88,5.88,8,BIOL 1020
5.0,5.08,5.08,5.08,5.54,5.62,5.23,13,BIOL 1020
5.29,5.05,5.43,5.29,5.48,5.62,5.38,21,BIOL 1050
5.5,5.5,5.13,5.38,5.38,5.38,5.75,8,BIOL 1050
5.31,5.13,5.25,4.75,4.94,5.13,5.19,16,BIOL 1050
5.0,4.33,4.33,5.0,4.0,4.67,5.0,3,BIOL 1050
5.42,5.13,5.1,5.13,5.04,5.15,5.19,52,BIOL 1055
5.37,5.03,5.2,5.22,4.93,5.2,5.2,41,BIOL 1055
5.25,5.09,5.3,5.15,5.49,5.42,5.23,54,BIOL 1055
5.56,5.28,5.56,5.45,5.44,5.49,5.46,40,BIOL 1055
5.45,5.16,5.29,5.16,5.35,5.42,5.29,31,BIOL 1101
5.59,5.42,5.24,5.47,5.51,5.53,5.37,51,BIOL 1101
5.72,5.72,5.72,5.72,5.76,5.48,5.84,25,BIOL 1301
5.42,5.16,5.37,5.32,5.47,5.37,4.95,19,BIOL 1301
4.88,4.38,5.08,4.73,5.52,5.44,4.61,213,BIOL 1805
4.46,4.0,4.77,4.28,5.21,5.28,4.13,203,BIOL 1805
4.71,4.29,5.0,4.55,5.35,5.42,4.35,138,BIOL 1806
4.05,3.73,4.69,3.94,4.92,5.28,3.68,159,BIOL 1806
5.0,5.0,4.8,5.0,5.8,4.6,4.8,5,BIOL 1912
3.1,3.4,3.4,3.7,4.5,3.0,3.7,10,BIOL 1912
5.67,5.83,5.33,5.67,6.0,5.83,6.0,6,BIOL 1913
5.57,5.71,5.29,5.43,5.86,5.86,5.71,7,BIOL 1915
6.0,5.67,5.67,5.67,5.33,5.67,5.67,3,BIOL 1915
5.56,5.22,5.33,5.22,5.89,5.67,5.22,9,BIOL 1915
5.2,4.8,4.6,4.4,5.8,5.4,4.4,5,BIOL 1915
5.43,5.43,5.43,5.43,6.0,4.14,5.29,7,BIOL 1917
5.7,5.7,5.56,5.6,5.8,5.7,5.8,10,BIOL 1917
5.44,4.67,5.0,5.33,5.67,4.33,5.22,9,BIOL 1918
5.5,5.5,5.75,5.5,5.5,4.75,5.0,4,BIOL 1918
5.5,5.5,5.5,5.5,5.83,5.83,5.83,6,BIOL 1921
5.0,5.6,4.4,5.2,5.8,4.8,5.4,5,BIOL 1921
5.67,5.67,5.67,5.67,5.67,5.67,5.67,3,BIOL 1928
5.22,5.33,5.22,5.33,5.56,5.11,5.44,9,BIOL 1942
5.71,5.14,5.43,5.57,6.0,6.0,5.14,7,BIOL 1942
5.08,4.69,4.98,4.99,4.77,5.15,4.78,143,BIOL 1951
5.14,4.8,4.82,4.71,4.43,4.87,4.7,126,BIOL 1951
4.9,4.52,4.66,4.57,4.15,4.78,4.27,95,BIOL 1951
4.54,4.07,4.35,4.25,3.59,4.07,3.64,160,BIOL 1951
5.18,4.91,4.92,5.0,4.99,5.23,5.01,123,BIOL 1961
4.85,4.58,4.6,4.68,4.85,5.04,4.79,213,BIOL 1961
5.47,5.32,5.14,5.35,5.23,5.19,5.28,195,BIOL 1961
5.29,5.14,5.08,5.2,5.27,5.18,5.15,224,BIOL 1961
