Term,DEEP_UND,STIM_INT,TECH_EFF,ACC_SUP,EFFORT,GRAD_STAND,RECC,RESP,FULL_NAME
Spr 2021,5.67,5.67,5.17,5.67,5.83,5.83,5.83,6,SW 8563
Spr 2022,3.0,4.0,3.0,3.67,5.0,3.67,3.0,3,SW 8563
Spr 2023,5.0,5.0,5.67,4.67,5.33,5.67,5.0,3,SW 8563
Spr 2021,5.0,4.5,4.5,4.0,4.0,3.5,3.0,2,SW 8693
Spr 2021,5.13,5.0,4.69,5.04,5.26,4.96,4.98,46,SW 8702
Sum 2021,5.6,5.4,5.8,5.6,5.6,5.8,5.6,5,SW 8702
Spr 2022,4.98,4.95,4.73,5.05,5.55,5.23,5.1,40,SW 8702
Spr 2023,5.6,5.55,5.64,5.64,5.77,5.79,5.75,53,SW 8702
Sum 2023,3.0,2.33,2.0,3.0,4.33,4.0,2.33,3,SW 8702
Fall 2020,5.33,5.33,5.33,5.33,5.33,4.33,5.33,3,SW 8803
Spr 2021,5.67,5.22,5.67,5.44,5.56,5.56,5.67,9,SW 8803
Fall 2021,6.0,5.75,5.75,6.0,5.75,6.0,6.0,4,SW 8803
Spr 2022,5.5,5.42,5.25,5.33,5.33,5.17,5.42,12,SW 8803
Fall 2022,5.4,5.0,5.2,5.4,5.2,6.0,5.2,5,SW 8803
Spr 2023,5.33,5.07,5.47,5.27,5.27,5.07,5.33,15,SW 8803
Spr 2022,6.0,6.0,6.0,5.8,5.8,6.0,6.0,5,SW 8805
Spr 2023,5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,SW 8805
Spr 2021,5.4,5.8,5.0,5.6,5.4,5.4,5.6,5,SW 8807
Spr 2022,5.75,5.5,5.0,5.75,5.25,5.25,5.5,4,SW 8807
Spr 2023,5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,SW 8807
Sum 2022,4.0,4.0,4.2,4.2,5.4,5.0,4.2,5,SW 8821
Fall 2020,5.08,4.23,5.14,5.13,5.41,5.49,4.89,80,SW 8841
Fall 2021,4.63,4.17,4.64,4.83,5.47,5.19,4.53,47,SW 8841
Fall 2022,5.27,4.84,5.25,5.3,5.63,5.57,5.29,44,SW 8841
Fall 2020,3.84,3.0,4.26,3.63,4.16,4.37,2.78,19,SW 8842
Spr 2021,4.23,2.95,4.68,3.86,4.18,4.59,2.73,22,SW 8842
Sum 2021,5.33,4.67,5.33,5.33,5.0,5.33,5.67,3,SW 8842
Fall 2021,4.0,3.15,4.88,4.06,4.06,4.79,3.21,33,SW 8842
Spr 2022,4.49,3.06,4.94,4.2,4.23,4.71,2.91,35,SW 8842
Fall 2022,3.8,2.63,4.67,3.9,3.72,4.5,2.66,30,SW 8842
Spr 2023,3.94,2.91,4.45,3.6,3.53,4.4,2.39,35,SW 8842
Sum 2023,5.0,5.0,4.67,4.67,3.0,5.33,4.33,3,SW 8842
Fall 2020,5.5,5.75,6.0,6.0,6.0,5.75,6.0,4,SW 8843
Spr 2021,6.0,5.67,6.0,6.0,5.33,6.0,5.83,6,SW 8843
Fall 2021,5.5,6.0,5.0,6.0,6.0,5.0,6.0,2,SW 8843
Spr 2022,5.25,4.5,5.33,4.5,5.0,5.5,4.33,4,SW 8843
Fall 2022,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1,SW 8843
Spr 2023,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1,SW 8843
Spr 2022,5.2,5.0,4.8,4.8,4.2,4.0,4.0,5,SW 8851
Spr 2021,5.5,5.75,4.5,5.25,4.75,5.0,5.25,4,SW 8855
Spr 2023,4.4,4.2,5.0,4.3,3.5,4.2,4.56,10,SW 8855
Fall 2020,6.0,5.8,5.4,5.8,5.8,5.8,5.8,5,SW 8861
Fall 2021,4.8,4.83,5.0,4.83,4.67,3.5,4.6,6,SW 8861
Fall 2020,6.0,6.0,5.67,6.0,6.0,6.0,6.0,3,SW 8871
Fall 2021,4.63,4.88,5.43,4.38,4.25,5.0,4.5,8,SW 8871
Fall 2022,6.0,6.0,4.0,6.0,5.0,6.0,6.0,1,SW 8871
Spr 2021,5.67,5.67,5.33,5.67,5.33,5.67,5.67,3,SW 8872
Spr 2022,3.75,4.0,4.75,3.5,5.25,4.25,4.0,4,SW 8872
Fall 2020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,SW 8875
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,SW 8875
Fall 2021,4.67,5.0,5.5,5.25,5.5,5.33,5.0,4,SW 8875
Spr 2022,5.5,5.0,6.0,5.0,5.0,6.0,5.0,2,SW 8875
Fall 2022,5.14,5.29,5.71,5.29,5.71,5.57,5.67,7,SW 8875
Spr 2023,4.33,4.33,5.5,5.67,5.75,5.75,5.67,4,SW 8875
Fall 2020,5.9,5.95,5.7,5.85,5.75,5.45,5.95,21,SW 2501W
Spr 2021,6.0,5.86,5.86,5.86,5.14,5.86,6.0,7,SW 2501W
Fall 2021,5.43,5.86,5.57,5.43,5.0,5.14,5.0,7,SW 2501W
Spr 2022,5.8,6.0,5.6,6.0,5.6,5.6,6.0,5,SW 2501W
Fall 2022,5.91,5.73,5.55,5.64,5.36,5.55,5.55,11,SW 2501W
Spr 2023,5.67,5.67,5.33,5.33,4.33,4.67,6.0,3,SW 2501W
Fall 2020,5.67,5.67,5.67,5.67,5.67,5.33,5.67,3,SWAH 1221
Fall 2021,5.0,3.0,,4.0,4.0,2.0,3.0,1,SWAH 1221
Fall 2022,5.33,5.0,3.67,5.0,4.67,3.67,4.67,3,SWAH 1221
Spr 2021,5.67,5.67,5.67,5.67,5.67,5.67,5.67,3,SWAH 1222
Spr 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,SWAH 1222
Spr 2023,6.0,6.0,6.0,6.0,6.0,5.67,6.0,3,SWAH 1222
Fall 2020,5.5,5.75,4.75,5.25,5.0,4.0,5.5,4,SWAH 3225
Fall 2021,6.0,6.0,5.0,6.0,5.0,5.0,6.0,1,SWAH 3225
Spr 2021,6.0,6.0,5.0,6.0,5.67,3.67,6.0,4,SWAH 3226
Fall 2020,5.0,5.5,3.0,5.0,5.0,3.0,4.0,2,SWAH 4221
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,SWAH 4222
Fall 2020,6.0,6.0,5.0,5.67,5.67,5.67,6.0,6,SWED 1001
Fall 2021,5.67,5.83,5.5,5.5,5.67,5.67,5.67,6,SWED 1001
Fall 2022,5.67,5.33,6.0,5.67,5.83,5.33,5.33,6,SWED 1001
Spr 2021,5.67,5.67,5.33,5.67,6.0,6.0,6.0,3,SWED 1002
Spr 2022,5.6,5.8,5.8,5.6,5.6,5.6,5.8,5,SWED 1002
Spr 2023,6.0,6.0,6.0,6.0,6.0,5.0,6.0,2,SWED 1002
Fall 2020,6.0,5.67,5.67,6.0,5.33,6.0,5.67,3,SWED 1003
Fall 2021,5.5,5.5,5.0,5.0,5.5,5.5,5.5,2,SWED 1003
Fall 2022,6.0,6.0,6.0,6.0,6.0,5.75,6.0,4,SWED 1003
Spr 2021,5.33,5.0,5.29,5.71,5.29,5.57,5.29,7,SWED 1004
Spr 2022,5.67,5.67,5.33,5.67,5.33,6.0,5.67,3,SWED 1004
Spr 2023,6.0,6.0,5.5,6.0,6.0,6.0,6.0,4,SWED 1004
Fall 2021,6.0,5.0,5.0,5.0,4.0,5.0,5.0,1,SWED 4003
Fall 2020,5.08,4.83,5.5,5.08,5.5,5.67,5.58,12,TH 1102
Fall 2021,5.54,5.23,5.46,5.54,5.08,5.23,5.15,13,TH 1102
Fall 2020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,TH 1301
Fall 2021,5.5,6.0,5.5,6.0,6.0,5.5,5.5,2,TH 1301
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4,TH 1301
Fall 2022,6.0,6.0,6.0,6.0,6.0,5.5,6.0,2,TH 1301
Spr 2023,5.0,5.33,6.0,6.0,6.0,4.67,5.67,3,TH 1301
Fall 2020,5.6,5.45,5.09,5.82,5.64,5.27,5.82,11,TH 1321
Spr 2021,5.63,5.63,5.57,5.88,5.88,5.88,5.88,8,TH 1321
Fall 2021,5.55,5.36,4.6,5.36,5.27,5.0,5.55,11,TH 1321
Spr 2022,5.0,4.0,5.0,4.5,6.0,6.0,4.5,2,TH 1321
Fall 2022,5.8,5.8,4.5,5.3,5.7,5.2,5.8,10,TH 1321
Spr 2023,5.91,5.91,5.36,6.0,5.91,5.64,6.0,11,TH 1321
Fall 2020,5.5,5.63,5.13,5.5,5.5,3.88,5.75,8,TH 1322
Spr 2021,5.67,5.33,5.33,5.56,5.78,5.78,5.67,9,TH 1322
Fall 2021,5.33,5.33,5.29,5.33,5.22,4.22,5.33,9,TH 1322
Spr 2022,5.0,4.5,4.0,4.5,5.17,4.83,4.67,6,TH 1322
Fall 2022,4.0,4.33,3.0,4.33,5.33,4.67,4.0,3,TH 1322
Spr 2023,5.63,5.88,5.25,5.63,5.5,5.38,5.75,8,TH 1322
Spr 2022,6.0,5.0,5.0,5.0,5.0,5.0,5.0,1,TH 1361
Fall 2020,5.88,5.5,5.38,5.88,5.88,5.88,5.88,8,TH 1362
Fall 2022,5.73,5.3,5.25,5.55,5.45,5.18,5.73,11,TH 1362
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,TH 1381
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,TH 1381
Fall 2020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 1391
Fall 2022,6.0,6.0,6.0,6.0,6.0,5.0,5.0,1,TH 1391
Fall 2020,5.5,6.0,4.0,6.0,5.5,5.5,6.0,2,TH 1392
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 1392
Fall 2020,6.0,6.0,6.0,5.0,6.0,5.0,6.0,1,TH 1393
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 1393
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,TH 1395
Spr 2023,6.0,6.0,5.0,6.0,6.0,5.5,6.0,2,TH 1395
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,TH 1396
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,TH 1396
Spr 2021,6.0,5.5,5.5,6.0,6.0,5.5,6.0,2,TH 1397
Spr 2023,6.0,6.0,5.5,6.0,6.0,6.0,6.0,2,TH 1397
Fall 2020,5.0,4.75,4.5,4.63,4.63,4.63,4.75,8,TH 1501
Spr 2021,5.6,5.27,5.07,5.4,5.07,5.2,5.33,15,TH 1501
Fall 2021,5.03,5.0,4.88,4.76,4.61,4.67,4.61,33,TH 1501
Spr 2022,4.17,4.17,4.17,3.67,4.67,4.67,4.0,6,TH 1501
Fall 2022,5.63,5.38,5.25,5.29,5.08,5.29,5.39,24,TH 1501
Spr 2023,5.63,5.38,4.88,5.38,5.25,5.25,5.38,8,TH 1501
Fall 2020,5.86,5.71,4.71,5.57,5.71,5.29,5.86,7,TH 2391
Fall 2020,5.86,5.86,5.43,5.86,5.57,5.0,5.86,7,TH 2392
Fall 2020,5.71,5.71,4.29,5.14,5.71,5.43,5.57,7,TH 2393
Spr 2021,6.0,6.0,6.0,6.0,6.0,5.5,6.0,2,TH 2395
Spr 2022,6.0,5.0,6.0,6.0,6.0,6.0,4.0,1,TH 2395
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 2395
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,TH 2396
Spr 2022,5.0,5.5,4.5,5.5,5.0,4.0,4.5,2,TH 2396
Spr 2022,5.5,5.5,6.0,5.5,5.5,5.0,5.5,2,TH 2397
Spr 2021,5.25,5.25,4.25,5.25,5.25,4.0,5.0,4,TH 3100
Fall 2021,5.5,5.5,5.75,5.6,5.2,5.67,5.6,11,TH 3100
Spr 2022,5.76,5.65,5.62,5.88,5.76,5.87,5.59,17,TH 3100
Fall 2022,5.6,5.8,5.6,5.6,5.8,6.0,6.0,5,TH 3100
Spr 2023,5.8,5.2,5.5,5.6,5.6,5.6,5.6,5,TH 3100
Fall 2020,5.46,5.38,5.18,5.23,5.85,4.77,5.46,13,TH 3115
Fall 2021,5.25,5.5,3.33,5.0,4.75,4.25,5.25,4,TH 3115
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 3115
Fall 2020,4.77,4.5,4.87,4.53,4.71,5.1,4.61,31,TH 3171
Fall 2021,5.38,4.63,4.25,4.38,4.5,5.13,4.63,8,TH 3171
Fall 2022,5.45,5.0,5.33,4.82,4.09,4.45,4.91,11,TH 3171
Spr 2021,4.93,4.43,4.64,4.62,4.36,4.79,4.21,14,TH 3172
Spr 2022,5.38,5.13,5.5,4.75,5.38,5.75,4.88,8,TH 3172
Spr 2023,5.58,5.08,5.73,5.5,5.58,5.67,5.33,12,TH 3172
Fall 2020,5.6,5.8,5.4,5.8,5.6,5.6,6.0,5,TH 3314
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,TH 3316
Spr 2022,5.75,6.0,5.25,6.0,6.0,5.25,5.75,4,TH 3316
Fall 2020,5.33,5.5,5.33,5.33,5.67,5.33,5.5,6,TH 3321
Fall 2021,6.0,6.0,5.6,5.8,6.0,5.6,6.0,5,TH 3321
Fall 2022,5.0,5.0,4.67,5.0,5.75,5.5,5.0,4,TH 3321
Spr 2021,5.5,6.0,5.5,5.75,5.75,5.5,6.0,4,TH 3322
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,TH 3322
Spr 2023,5.67,6.0,6.0,5.33,5.67,5.33,6.0,3,TH 3322
Fall 2020,5.25,5.75,5.0,6.0,6.0,5.25,6.0,4,TH 3330
Spr 2021,5.86,5.86,5.71,6.0,5.86,5.86,5.86,7,TH 3330
Fall 2021,6.0,6.0,5.5,6.0,6.0,6.0,6.0,2,TH 3330
Spr 2022,5.33,5.33,5.0,5.67,5.67,5.67,5.67,3,TH 3330
Fall 2022,5.0,5.25,4.25,5.25,5.0,4.75,5.5,4,TH 3330
Spr 2023,5.0,5.0,,6.0,6.0,6.0,6.0,1,TH 3330
Spr 2022,6.0,5.8,6.0,5.8,5.8,5.8,6.0,5,TH 3332
Spr 2023,5.88,5.88,5.33,5.76,5.53,5.0,5.76,17,TH 3361
Fall 2021,4.5,2.0,3.25,3.25,4.0,3.0,2.5,4,TH 3365
Fall 2020,5.79,5.93,5.29,5.86,6.0,5.29,6.0,14,TH 3370
Spr 2021,5.31,5.21,5.21,5.29,5.43,5.07,5.38,14,TH 3370
Fall 2021,5.88,5.75,5.71,5.75,5.88,5.5,5.75,8,TH 3370
Spr 2022,4.67,4.67,5.5,4.67,5.67,5.33,4.0,3,TH 3370
Fall 2022,6.0,5.91,5.5,5.91,5.91,5.55,6.0,11,TH 3370
Spr 2023,4.67,5.0,3.5,3.67,5.5,4.5,4.0,3,TH 3370
Spr 2022,5.0,5.33,4.67,5.67,5.33,4.67,5.33,3,TH 3381
Spr 2022,6.0,6.0,5.67,6.0,6.0,5.67,6.0,3,TH 3395
Spr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,TH 3398
Spr 2022,6.0,6.0,5.0,5.67,5.5,5.5,5.67,6,TH 3398
Spr 2023,6.0,6.0,5.0,6.0,6.0,5.67,6.0,3,TH 3398
Spr 2021,5.88,5.5,5.63,5.88,5.63,5.25,5.88,8,TH 3521
Spr 2022,5.75,5.63,5.5,5.63,5.38,5.5,5.75,8,TH 3521
Spr 2023,6.0,5.67,5.0,6.0,5.33,5.67,6.0,3,TH 3521
Fall 2020,5.67,5.5,5.17,5.67,5.0,5.5,5.5,6,TH 3531
Spr 2021,5.67,5.33,6.0,6.0,5.67,5.67,5.67,3,TH 3541
Spr 2022,5.8,6.0,5.8,5.8,6.0,5.8,6.0,5,TH 3541
Spr 2023,5.0,5.5,6.0,6.0,5.5,5.0,6.0,2,TH 3541
Fall 2020,4.0,3.8,4.2,4.0,4.8,4.0,3.4,5,TH 3559
Fall 2021,6.0,6.0,6.0,6.0,6.0,5.0,6.0,1,TH 3559
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5,TH 3559
Fall 2020,5.26,4.93,5.14,5.18,5.18,5.07,5.25,28,TH 3571
Spr 2021,5.5,5.5,5.83,5.83,5.83,5.83,5.83,6,TH 3571
Fall 2021,5.43,5.29,5.14,5.43,4.71,5.29,5.14,7,TH 3571
Spr 2022,5.75,5.75,5.75,6.0,5.75,5.5,5.75,4,TH 3571
Fall 2022,5.71,5.29,5.43,5.86,5.57,5.57,5.43,7,TH 3571
Spr 2023,5.67,5.67,5.67,5.67,5.33,5.33,5.67,6,TH 3571
Fall 2020,5.6,6.0,5.6,5.8,5.8,5.0,5.8,5,TH 3711
Fall 2021,4.67,5.0,3.67,5.0,5.0,4.67,5.0,3,TH 3711
Spr 2022,5.75,6.0,5.25,6.0,6.0,6.0,6.0,4,TH 3711
Fall 2022,5.71,5.57,5.43,5.71,5.57,5.57,5.86,7,TH 3711
Spr 2023,5.6,5.8,5.4,5.8,5.6,5.4,5.8,5,TH 3711
Fall 2020,5.33,5.17,4.5,4.67,4.83,5.83,5.33,6,TH 3716
Fall 2021,5.5,4.5,5.5,4.5,5.0,5.5,5.5,2,TH 3716
Fall 2022,6.0,5.8,5.8,6.0,5.6,5.4,5.8,5,TH 3716
Fall 2020,4.0,5.0,5.0,5.0,2.0,5.0,5.0,1,TH 3760
Fall 2022,6.0,6.0,5.0,6.0,6.0,6.0,6.0,1,TH 3760
Spr 2021,6.0,6.0,5.75,6.0,5.75,5.0,6.0,4,TH 4115
Spr 2023,6.0,6.0,5.5,6.0,6.0,6.0,6.0,2,TH 4115
Fall 2020,5.6,5.6,5.8,5.6,5.8,4.4,5.6,6,TH 4322
Fall 2021,5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,TH 4322
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5,TH 4322
Fall 2020,5.6,5.8,5.4,5.6,5.6,5.6,5.4,5,TH 4380
Spr 2021,5.8,6.0,6.0,6.0,5.8,5.5,6.0,5,TH 4380
Spr 2022,6.0,6.0,4.0,5.0,5.0,4.5,5.5,2,TH 4380
Spr 2023,5.0,5.0,5.0,6.0,6.0,4.0,5.0,1,TH 4380
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 4398
Spr 2023,6.0,6.0,,6.0,6.0,,,1,TH 4399
Fall 2020,5.67,6.0,6.0,6.0,6.0,5.33,6.0,3,TH 4532
Fall 2021,6.0,5.5,5.5,6.0,6.0,4.0,6.0,2,TH 4532
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,TH 4532
Spr 2023,5.0,4.5,3.5,5.0,4.5,4.5,4.0,2,TH 4532
Fall 2020,5.33,5.33,5.33,5.33,5.33,5.0,5.0,3,TH 4555
Fall 2022,5.92,5.75,5.83,5.83,5.67,5.58,5.75,12,TH 4555
Fall 2020,5.4,4.83,5.29,4.71,4.86,4.67,4.5,7,TH 4901
Fall 2021,4.67,4.67,4.67,4.67,4.75,4.0,4.5,4,TH 4901
Fall 2022,4.29,4.0,3.17,4.0,5.14,4.2,5.25,7,TH 4901
Fall 2020,4.75,4.75,4.0,5.25,4.75,3.25,4.25,4,TH 5103
Spr 2021,6.0,6.0,5.33,6.0,6.0,5.67,6.0,3,TH 5117
Sum 2021,6.0,6.0,5.0,6.0,6.0,5.0,6.0,1,TH 5183
Spr 2021,5.86,6.0,5.2,6.0,5.86,5.43,6.0,7,TH 5330
Spr 2022,5.5,5.5,5.0,5.5,5.5,5.5,5.5,2,TH 5330
Fall 2020,6.0,6.0,5.5,6.0,5.5,6.0,6.0,2,TH 5340
Fall 2020,5.5,5.5,4.0,6.0,6.0,5.0,5.5,2,TH 5355
Spr 2021,4.0,4.0,,,1.0,1.0,3.0,1,TH 5500
Fall 2022,5.0,6.0,6.0,6.0,6.0,5.0,6.0,1,TH 5500
Fall 2021,6.0,6.0,5.67,6.0,5.67,5.33,6.0,3,TH 5510
Fall 2020,5.75,5.75,5.5,5.75,5.75,6.0,6.0,4,TH 5520
Fall 2022,5.83,5.83,5.67,5.83,5.33,5.67,5.67,6,TH 5520
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 5530
Fall 2022,5.2,5.6,5.0,5.4,6.0,5.2,5.4,5,TH 5540
Spr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,TH 5545
Spr 2023,5.5,5.75,5.25,5.25,5.5,4.5,5.5,4,TH 5545
Spr 2022,6.0,6.0,6.0,6.0,6.0,5.67,6.0,3,TH 5559
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 5560
Fall 2020,6.0,5.86,5.71,6.0,6.0,5.71,6.0,7,TH 5570
Spr 2021,5.67,5.0,5.67,5.67,5.67,5.33,5.67,3,TH 5570
Spr 2022,6.0,6.0,6.0,6.0,6.0,3.0,6.0,1,TH 5570
Spr 2023,5.67,5.67,5.67,5.67,5.5,5.67,5.67,6,TH 5570
Fall 2020,6.0,6.0,5.5,6.0,5.5,5.5,6.0,2,TH 5580
Spr 2021,6.0,5.67,5.33,6.0,5.33,4.5,5.67,6,TH 5580
Fall 2021,6.0,5.75,5.5,5.5,5.0,4.5,5.0,4,TH 5580
Spr 2022,6.0,6.0,6.0,5.5,5.5,6.0,6.0,2,TH 5580
Fall 2022,5.67,5.67,5.67,5.67,5.67,5.0,5.67,3,TH 5580
Fall 2020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 5590
Fall 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,TH 5590
Spr 2022,6.0,5.0,5.0,5.0,4.0,4.0,5.0,1,TH 5711
Spr 2021,5.6,5.6,5.0,5.6,5.8,4.8,5.8,5,TH 5718
Spr 2022,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1,TH 5760
Spr 2021,5.33,5.33,5.67,5.0,5.33,5.33,5.5,3,TH 5950
Spr 2023,6.0,6.0,4.67,6.0,6.0,5.5,6.0,3,TH 5950
Fall 2020,5.5,5.5,5.0,5.5,3.0,4.0,5.0,2,TH 8115
Spr 2021,6.0,6.0,5.0,5.0,5.0,4.0,6.0,1,TH 8116
Fall 2021,5.2,4.8,5.0,5.6,5.0,4.8,5.0,5,TH 8120
Fall 2022,6.0,6.0,5.0,5.5,6.0,5.5,6.0,2,TH 8120
Spr 2021,5.0,4.0,4.0,5.0,5.0,4.5,4.5,2,TH 8510
Fall 2021,6.0,6.0,6.0,6.0,4.0,5.0,6.0,1,TH 8510
Spr 2022,5.0,5.0,4.5,4.0,5.5,6.0,,2,TH 8510
Fall 2022,5.67,5.67,5.67,5.33,5.67,4.67,5.67,3,TH 8510
Spr 2023,5.5,5.5,5.5,5.5,5.5,5.0,5.5,2,TH 8510
Spr 2021,6.0,6.0,5.5,6.0,5.5,6.0,6.0,2,TH 8950
Fall 2022,6.0,6.0,6.0,6.0,6.0,3.0,6.0,1,TH 8950
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,TH 8950
Fall 2020,5.17,5.17,5.17,4.83,5.33,5.17,5.33,6,TH 1101V
Spr 2021,5.43,4.38,5.0,5.25,5.5,5.88,5.63,8,TH 1101V
Fall 2021,5.7,5.3,5.5,5.6,5.8,5.8,5.5,10,TH 1101V
Spr 2022,5.33,4.67,4.67,5.0,5.0,4.0,5.0,3,TH 1101V
Fall 2022,6.0,5.5,5.5,5.5,5.25,5.63,5.5,8,TH 1101V
Spr 2023,5.0,4.75,5.0,5.0,4.75,5.25,4.75,4,TH 1101V
Fall 2020,5.3,5.27,5.43,5.33,5.2,5.17,5.23,30,TH 1101W
Spr 2021,5.24,4.88,5.24,5.07,5.24,5.05,5.02,41,TH 1101W
Fall 2021,5.16,5.03,5.07,4.9,5.13,4.77,4.81,31,TH 1101W
Spr 2022,5.17,4.7,4.96,5.04,5.21,4.67,4.79,24,TH 1101W
Fall 2022,5.38,5.3,4.76,5.05,4.89,4.95,5.22,37,TH 1101W
Spr 2023,5.0,4.33,4.67,4.58,3.67,4.08,3.83,12,TH 1101W
Fall 2020,5.62,5.46,5.15,5.62,5.08,5.08,5.62,13,TH 1911W
Fall 2021,5.25,5.0,5.57,5.25,5.25,5.13,5.38,8,TH 1911W
Fall 2022,5.59,5.71,5.25,5.41,5.12,5.29,5.65,17,TH 1911W
Spr 2022,6.0,6.0,6.0,6.0,4.67,5.0,5.0,3,TH 3152W
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,TH 3152W
Fall 2020,6.0,5.6,5.4,5.6,5.8,5.4,5.8,5,TH 4177W
Fall 2021,6.0,6.0,5.0,6.0,6.0,6.0,6.0,1,TH 4177W
Fall 2022,4.67,4.2,4.2,4.8,5.0,4.4,5.0,6,TH 4177W
Fall 2020,5.0,5.0,,,5.0,6.0,,1,TH 4905H
Fall 2020,6.0,5.67,6.0,5.67,5.33,5.33,5.67,3,TH 5179W
Fall 2021,5.17,4.5,4.5,4.67,4.33,3.83,4.33,6,TH 5179W
Fall 2022,5.75,5.5,5.75,5.33,5.25,5.5,5.25,4,TH 5179W
Spr 2021,5.67,5.33,4.33,4.67,5.33,5.33,5.33,3,TH 5181W
Spr 2022,5.75,5.75,4.67,5.5,4.75,4.0,5.5,4,TH 5182W
Spr 2023,5.67,5.33,5.0,5.33,4.33,3.0,6.0,3,TH 5182W
Fall 2020,5.75,5.5,5.0,5.5,5.75,5.5,5.75,4,TRIN 1201
Fall 2020,4.67,4.0,4.0,3.0,4.5,4.0,3.33,3,TRIN 3001
Spr 2021,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,TRIN 3005
Fall 2020,4.0,3.8,3.6,4.0,3.8,4.2,4.0,5,TRIN 3101
Spr 2021,6.0,6.0,5.0,6.0,5.0,6.0,6.0,1,TRIN 3101
Fall 2020,5.5,6.0,5.5,6.0,5.5,6.0,6.0,2,TRIN 3102
Fall 2020,5.05,4.79,5.21,5.26,4.84,4.74,5.16,19,URBS 3200
Spr 2021,5.65,5.71,4.93,5.47,5.71,4.47,5.53,17,URBS 3200
Fall 2021,5.67,5.5,5.25,5.67,5.75,5.75,5.67,12,URBS 3200
Spr 2022,5.33,5.33,5.0,5.11,5.33,5.11,5.33,27,URBS 3200
Fall 2022,5.5,5.38,5.63,5.38,5.25,5.25,5.5,8,URBS 3200
Spr 2023,5.86,6.0,5.0,5.71,5.43,5.57,5.71,7,URBS 3200
Fall 2020,5.17,5.25,5.36,5.33,5.58,5.17,5.17,12,URBS 3500
Spr 2021,5.46,5.54,4.75,5.15,5.31,4.62,5.15,13,URBS 3500
Fall 2021,4.19,3.69,2.81,3.81,3.88,2.69,3.06,16,URBS 3500
Spr 2022,4.06,4.38,4.07,4.0,4.13,3.07,3.33,16,URBS 3500
Fall 2022,4.57,4.14,4.17,4.29,5.0,4.43,4.29,7,URBS 3500
Spr 2023,5.0,5.0,3.33,4.67,4.33,3.5,4.5,6,URBS 3500
Spr 2021,5.82,5.64,5.82,5.73,5.82,5.36,5.82,11,URBS 3751
Spr 2022,5.27,5.47,4.87,4.8,5.0,4.4,4.87,15,URBS 3751
Spr 2021,5.38,5.38,4.88,5.13,5.13,4.63,5.38,8,URBS 3771
Spr 2022,5.38,5.38,4.75,4.88,5.63,5.0,5.13,8,URBS 3771
Spr 2023,5.88,5.75,5.75,6.0,5.88,5.75,5.88,8,URBS 3771
Spr 2021,4.0,4.0,5.0,6.0,6.0,5.0,4.0,1,URBS 3861
Spr 2022,6.0,5.8,5.6,5.6,6.0,5.8,5.8,5,URBS 3861
